
ç,xu3,چ
çıkarılması,xu3yfo2erylmesy,چیقاریلماسی
çıkarılmasına,xu3yfo2erylmesbo1h,چیقاریلماسنه
çıkarılmış,xu3yfo2erylmso3,چیقاریلمش
çıkarılmıştır,xu3yfo2erylmso3dr,چیقاریلمشدر
çıkarılsın,xu3yfo2erylsybo1,چیقاریلسین
çıkarılıp,xu3yfo2erylwbu1,چیقاریلوب
çıkarılır,xu3yfo2erylyr,چیقاریلیر
çıkarılırsa,xu3yfo2erylyrsh,چیقاریلیرسه
çıkarılıyor,xu3yfo2erylyywr,چیقاریلییور
çıkarıncaya,xu3yfo2erbo1xu1h||yh,چیقارنجه‌یه
çıkarınız,xu3yfo2eryko3ro1,چیقاریڭز
çıkarıp def' etmek,xu3bu2fo2erwbu1 dfo1a e,چيقاروب دفع ا
çıkarıp def' etmek,xu3yfo2erwbu1 dfo1a e,چیقاروب دفع ا
çıkarıp,xu3yfo2erwbu1,چیقاروب
çıkarır,xu3yfo2eryr,چیقاریر
çıkarıvermek,xu3bu2fo2erbu2wbu2rmk,چيقاريويرمک
çıkarıvermek,xu3yfo2erywyrmk,چیقاریویرمک
çıkarıyor,xu3yfo2eryywr,چیقارییور
çıkarıyordu,xu3yfo2eryywrdy,چیقارییوردی
çıkarıyorlar,xu3yfo2eryywrlr,چیقارییورلر
çıkarıyorsun,xu3yfo2eryywrsko3,چیقارییورسڭ
çıkarıyorsunuz,xu3yfo2eryywrsko3ro1,چیقارییورسڭز
çıkarıyorum,xu3yfo2eryywrm,چیقارییورم
çıkarız,xu3yfo2erro1,چیقارز
çıkasın,xu3yfo2esko3,چیقاسڭ
çıkasınız,xu3yfo2esko3ro1,چیقاسڭز
çıkasıya,xu3yfo2esy||yh,چیقاسی‌یه
çıkayım,xu3yfo2eym,چیقایم
çıkma,xu3yfo2mh,چیقمه
çıkma,xu3yfo2mh||,چیقمه‌
çıkmadan,xu3yfo2mh||dbo1,چیقمه‌دن
çıkmadı,xu3yfo2mdy,چیقمدی
çıkmadım,xu3yfo2mh||dm,چیقمه‌دم
çıkmadığı,xu3yfo2mdyao1y,چیقمدیغی
çıkmadığımdan,xu3yfo2mdyao1mdbo1,چیقمدیغمدن
çıkmadığına,xu3yfo2mdyao1bo1h,چیقمدیغنه
çıkmadığından,xu3yfo2mdyao1bo1dbo1,چیقمدیغندن
çıkmadığını,xu3yfo2mdyao1bo1y,چیقمدیغنی
çıkmak,xu3bu2fo2mfo2,چيقمق
çıkmak,xu3fo2mfo2,چقمق
çıkmak,xu3yfo2mfo2,چیقمق
çıkmakla,xu3yfo2mfo2lh,چیقمقله
çıkmaktan,xu3yfo2mfo2dbo1,چیقمقدن
çıkmaktır,xu3yfo2mfo2dr,چیقمقدر
çıkmalar,xu3yfo2melr,چیقمالر
çıkmaları,xu3yfo2melry,چیقمالری
çıkmalarına,xu3yfo2melrybo1h,چیقمالرینه
çıkmalarını,xu3yfo2melrybo1y,چیقمالرینی
çıkmalarıyla,xu3yfo2melrylh,چیقمالریله
çıkmalı,xu3yfo2mely,چیقمالی
çıkmalıyız,xu3yfo2mely||yro1,چیقمالی‌یز
çıkmam,xu3yfo2mh||m,چیقمه‌م
çıkmamak,xu3yfo2mh||mfo2,چیقمه‌مق
çıkmamakta,xu3yfo2memfo2dh,چیقمامقده
çıkmamaları,xu3yfo2memlry,چیقماملری
çıkmamalarına,xu3yfo2memlrybo1h,چیقماملرینه
çıkmaması,xu3yfo2mh||msy,چیقمه‌مسی
çıkmamasına,xu3yfo2mh||msbo1h,چیقمه‌مسنه
çıkmamasından,xu3yfo2memsbo1dbo1,چیقمامسندن
çıkmamağa,xu3yfo2memao1h,چیقمامغه
çıkmamız,xu3yfo2memro1,چیقمامز
çıkmamıza,xu3yfo2memro1h,چیقمامزه
çıkmamızla,xu3yfo2memro1lh,چیقمامزله
çıkmamızın,xu3yfo2memro1ko3,چیقمامزڭ
çıkmamış,xu3yfo2memso3,چیقمامش
çıkmamışlardır,xu3yfo2memso3lrdr,چیقمامشلردر
çıkmamıştı,xu3yfo2memso3dy,چیقمامشدی
çıkmamıştım,xu3yfo2memso3dm,چیقمامشدم
çıkmasa,xu3yfo2mesh,چیقماسه
çıkması,xu3yfo2mesy,چیقماسی
çıkmasıdır,xu3yfo2mesydr,چیقماسیدر
çıkmasın,xu3yfo2mesybo1,چیقماسین
çıkmasına,xu3yfo2mesbo1h,چیقماسنه
çıkmasından,xu3yfo2mesbo1dbo1,چیقماسندن
çıkmasını,xu3yfo2mesbo1y,چیقماسنی
çıkmasının,xu3yfo2mh||sbo1ko3,چیقمه‌سنڭ
çıkmasıyla,xu3yfo2mesylh,چیقماسیله
çıkmaya,xu3yfo2mao1h,چیقمغه
çıkmayacak,xu3bu2fo2mbu2h xfo2,چيقميه حق
çıkmayacak,xu3yfo2myh xfo2,چیقمیه حق
çıkmayacak,xu3yfo2myh||xu1fo2,چیقمیه‌جق
çıkmayacaklar,xu3yfo2myh||xu1fo2lr,چیقمیه‌جقلر
çıkmayacaksın,xu3yfo2myh||xu1fo2sko3,چیقمیه‌جقسڭ
çıkmayan,xu3yfo2myebo1,چیقمیان
çıkmayanlara,xu3yfo2myebo1lrh,چیقمیانلره
çıkmayı,xu3yfo2meyy,چیقمایی
çıkmayınız,xu3yfo2meyko3ro1,چیقمایڭز
çıkmaz sokak,xu3bu2fo2mro1zwfo2efo2,چيقمزصوقاق
çıkmaz sokak,xu3yfo2mro1zwfo2efo2,چیقمزصوقاق
çıkmaz,xu3bu2fo2mro1,چيقمز
çıkmaz,xu3yfo2mero1,چیقماز
çıkmaz,xu3yfo2mro1,چیقمز
çıkmazdan,xu3yfo2mero1dbo1,چیقمازدن
çıkmazlar,xu3yfo2mero1lr,چیقمازلر
çıkmazsa,xu3yfo2mero1sh,چیقمازسه
çıkmazsanız,xu3yfo2mero1sh||ko3ro1,چیقمازسه‌ڭز
çıkmağa,xu3yfo2mao1h,چیقمغه
çıkmıyor,xu3yfo2myywr,چیقمییور
çıkmıyordu,xu3yfo2myywrdy,چیقمییوردی
çıkmıyorlar,xu3yfo2myywrlr,چیقمییورلر
çıkmıyorsunuz,xu3yfo2myywrsko3ro1,چیقمییورسڭز
çıkmıyoruz,xu3yfo2myywrro1,چیقمییورز
çıkmış,xu3yfo2mso3,چیقمش
çıkmışlar,xu3yfo2mso3lr,چیقمشلر
çıkmışlardır,xu3yfo2mso3lrdr,چیقمشلردر
çıkmıştı,xu3yfo2mso3dy,چیقمشدی
çıkmıştık,xu3yfo2mso3dfo2,چیقمشدق
çıkmıştım,xu3yfo2mso3dm,چیقمشدم
çıkmıştın,xu3yfo2mso3dko3,چیقمشدڭ
çıkmıştır,xu3yfo2mso3dr,چیقمشدر
çıkmışız,xu3yfo2mso3ro1,چیقمشز
çıkrık,xu3fo2rfo2,چقرق
çıkrık,xu3yfo2ryfo2,چیقریق
çıksa,xu3yfo2sh,چیقسه
çıksam,xu3yfo2sh||m,چیقسه‌م
çıksan,xu3yfo2sh||ko3,چیقسه‌ڭ
çıksanız,xu3yfo2sh||ko3ro1,چیقسه‌ڭز
çıksaydı,xu3yfo2sh eydy,چیقسه ایدی
çıksaydım,xu3yfo2sh eydm,چیقسه ایدم
çıksın,xu3yfo2sybo1,چیقسین
çıksınlar,xu3yfo2sybo1lr,چیقسینلر
çıktı,xu3yfo2dy,چیقدی
çıktık,xu3yfo2dfo2,چیقدق
çıktıkları,xu3yfo2dfo2lry,چیقدقلری
çıktıklarından,xu3yfo2dfo2lrbo1dbo1,چیقدقلرندن
çıktıklarını,xu3yfo2dfo2lrybo1y,چیقدقلرینی
çıktıktan,xu3yfo2dfo2dbo1,چیقدقدن
çıktıkça,xu3yfo2dfo2xu1h,چیقدقجه
çıktılar,xu3yfo2dylr,چیقدیلر
çıktım,xu3yfo2dm,چیقدم
çıktın,xu3yfo2dko3,چیقدڭ
çıktığı,xu3yfo2dyao1y,چیقدیغی
çıktığım,xu3yfo2dyao1m,چیقدیغم
çıktığıma,xu3yfo2dyao1mh,چیقدیغمه
çıktığımı,xu3yfo2dyao1my,چیقدیغمی
çıktığın,xu3yfo2dyao1ko3,چیقدیغڭ
çıktığına,xu3yfo2dyao1bo1h,چیقدیغنه
çıktığında,xu3yfo2dyao1bo1dh,چیقدیغنده
çıktığından,xu3yfo2dyao1bo1dbo1,چیقدیغندن
çıktığını,xu3yfo2dyao1bo1y,چیقدیغنی
çıktığınız,xu3yfo2dyao1ko3ro1,چیقدیغڭز
çıkık,xu3bu2fo2fo2,چيقق
çıkık,xu3yfo2fo2,چیقق
çıkık,xu3yfo2yfo2,چیقیق
çıkıklıklar,xu3yfo2yfo2lfo2lr,چیقیقلقلر
çıkıkçı,xu3bu2fo2fo2xu1y,چيققجی
çıkıkçı,xu3yfo2fo2xu1y,چیققجی
çıkıkçı,xu3yfo2yfo2xu1y,چیقیقجی
çıkılabilir,xu3yfo2ylh||bu1ylyr,چیقیله‌بیلیر
çıkılabilirdi,xu3yfo2ylh||bu1ylyrdy,چیقیله‌بیلیردی
çıkılacak,xu3yfo2ylexu1fo2,چیقیلاجق
çıkılması,xu3yfo2ylmesy,چیقیلماسی
çıkılmayacak,xu3yfo2ylmyh||xu1fo2,چیقیلمیه‌جق
çıkılmaz,xu3yfo2ylmero1,چیقیلماز
çıkılıp,xu3yfo2ylwbu1,چیقیلوب
çıkın,xu3yfo2ybo1,چیقین
çıkınca,xu3yfo2bo1xu1h,چیقنجه
çıkıncaya,xu3yfo2bo1xu1h||yh,چیقنجه‌یه
çıkınla,xu3yfo2ybo1le,چیقینلا
çıkınlamak,xu3yfo2ybo1lemfo2,چیقینلامق
çıkıntı,xu3yfo2ybo1bo2y,چیقینتی
çıkıntılar,xu3yfo2ybo1bo2ylr,چیقینتیلر
çıkıntılıdır,xu3yfo2ybo1bo2ylydr,چیقینتیلیدر
çıkınız,xu3yfo2yko3ro1,چیقیڭز
çıkıp,xu3yfo2wbu1,چیقوب
çıkıvermek,xu3bu2fo2bu2wbu2rmk,چيقيويرمک
çıkıvermek,xu3yfo2ywyrmk,چیقیویرمک
çıkıyor,xu3yfo2yywr,چیقییور
çıkıyordu,xu3yfo2yywrdy,چیقییوردی
çıkıyordum,xu3yfo2yywrdm,چیقییوردم
çıkıyorlar,xu3yfo2yywrlr,چیقییورلر
çıkıyorsun,xu3yfo2yywrsko3,چیقییورسڭ
çıkıyorum,xu3yfo2yywrm,چیقییورم
çıkıyoruz,xu3yfo2yywrro1,چیقییورز
çıkış,xu3bu2fo2so3,چيقش
çıkış,xu3yfo2so3,چیقش
çıkış,xu3yfo2yso3,چیقیش
çıkışacak,xu3bu2fo2so3h xu1fo2,چيقشه جق
çıkışacak,xu3yfo2so3h xu1fo2,چیقشه جق
çıkışdır,xu3yfo2yso3dyr,چیقیشدیر
çıkışdırmak,xu3yfo2yso3dyrmfo2,چیقیشدیرمق
çıkışmak,xu3bu2fo2so3mfo2,چيقشمق
çıkışmak,xu3yfo2so3mfo2,چیقشمق
çıkışmak,xu3yfo2yso3mfo2,چیقیشمق
çıkışı,xu3yfo2yso3y,چیقیشی
çıkışır,xu3bu2fo2so3wr,چيقشور
çıkışır,xu3yfo2so3wr,چیقشور
çılbır,xu3ylbu1yr,چیلبیر
çıldır,xu3yldyr,چیلدیر
çıldıracak,xu3yldyrh||xu1fo2,چیلدیره‌جق
çıldıracaktım,xu3yldyrh||xu1fo2dm,چیلدیره‌جقدم
çıldırmak,xu3ldrmfo2,چلدرمق
çıldırmak,xu3ldrmk,چلدرمک
çıldırmak,xu3yldyrmfo2,چیلدیرمق
çıldırmış,xu3ldrmso3,چلدرمش
çıldırtmak,xu3ldrbo2mfo2,چلدرتمق
çıldırçıldır,xu3yldyrxu3yldyr,چیلدیرچیلدیر
çılgın,xu1lao1bu2bo1,جلغين
çılgın,xu1lao1ybo1,جلغین
çılgın,xu3lao1bu2bo1,چلغين
çılgın,xu3lao1ybo1,چلغین
çılgın,xu3ylao1ybo1,چیلغین
çılgınlık,xu3lao1bu2bo1lfo2,چلغينلق
çılgınlık,xu3lao1ybo1lfo2,چلغینلق
çılgınlığıdır,xu3ylao1ybo1lao1ydr,چیلغینلغیدر
çılgınlığını,xu3ylao1ybo1lao1bo1y,چیلغینلغنی
çınar,xu3bo1er,چنار
çıngar,xu3ybo1ao1er,چینغار
çıngırak,xu3bo1ao1refo2,چنغراق
çıngırak,xu3ybo1ao1yrefo2,چینغیراق
çıngırdak,xu3ybo1ao1yrdefo2,چینغیرداق
çınla,xu3ybo1le,چینلا
çınlamak,xu3ybo1lemfo2,چینلامق
çınlar,xu3ybo1ler,چینلار
çınlasın,xu3ybo1lesybo1,چینلاسین
çınlatacak,xu3ybo1lebo2h||xu1fo2,چینلاته‌جق
çınlatan,xu3ybo1lebo2ebo1,چینلاتان
çınlatmak,xu3ybo1lebo2mfo2,چینلاتمق
çınlatmakta,xu3ybo1lebo2mfo2dh,چینلاتمقده
çınlattıracak,xu3ybo1lebo2dyrh||xu1fo2,چینلاتدیره‌جق
çınlattıran,xu3ybo1lebo2dyrebo1,چینلاتدیران
çınlattırır,xu3ybo1lebo2dyrr,چینلاتدیرر
çınlatıp,xu3ybo1lebo2wbu1,چینلاتوب
çınçın,xu3ybo1<>xu3ybo1,چین‌چین
çınçın,xu3ybo1||xu3ybo1,چین‌چین
çıplak,xu3bu3lefo2,چپلاق
çıplak,xu3ybu3lefo2,چیپلاق
çıplakhanedir,xu3ybu3lefo2 xo1ebo1h||dr,چیپلاق خانه‌در
çıplakların,xu3ybu3lefo2lrko3,چیپلاقلرڭ
çıplaklık,xu3bu3lefo2lfo2,چپلاقلق
çıplaklık,xu3ybu3lefo2lfo2,چیپلاقلق
çıplaklığıyla,xu3ybu3lefo2lao1ylh,چیپلاقلغیله
çıraklık,xu3yrefo2lfo2,چیراقلق
çırala,xu3yrele,چیرالا
çıralamak,xu3yrelemfo2,چیرالامق
çıralı,xu3yrely,چیرالی
çırasız,xu3yresro1,چیراسز
çırağ-ı,xu3reao1u4,چراغِ
çırağı,xu3yreao1y,چیراغی
çırağından,xu3yreao1bo1dbo1,چیراغندن
çırp,xu3yrbu3,چیرپ
çırpdır,xu3yrbu3dyr,چیرپدیر
çırpdırmak,xu3yrbu3dyrmfo2,چیرپدیرمق
çırpmak,xu3yrbu3mfo2,چیرپمق
çırpı,xu3yrbu3y,چیرپی
çırpıcı,xu3rbu3bu2xu1y,چرپيجی
çırpıcı,xu3rbu3yxu1y,چرپیجی
çırpıcı,xu3yrbu3yxu1y,چیرپیجی
çırpın,xu3yrbu3ybo1,چیرپین
çırpınacak,xu3yrbu3bo1h||xu1fo2,چیرپنه‌جق
çırpınacağım,xu3yrbu3ybo1h||xu1ao1m,چیرپینه‌جغم
çırpınacağız,xu3yrbu3ybo1h||xu1ao1ro1,چیرپینه‌جغز
çırpınan,xu3yrbu3ybo1ebo1,چیرپینان
çırpındıkları,xu3yrbu3bo1dfo2lry,چیرپندقلری
çırpındığım,xu3yrbu3bo1dyao1m,چیرپندیغم
çırpınma,xu3yrbu3ybo1mh,چیرپینمه
çırpınma,xu3yrbu3ybo1mh||,چیرپینمه‌
çırpınmak,xu3yrbu3ybo1mfo2,چیرپینمق
çırpınmakta,xu3yrbu3bo1mfo2dh,چیرپنمقده
çırpınmaya,xu3yrbu3bo1mao1h,چیرپنمغه
çırpıntı,xu3yrbu3ybo1bo2y,چیرپینتی
çırpınırken,xu3yrbu3bo1yrkbo1,چیرپنیرکن
çırpınırsınız,xu3yrbu3bo1yrsko3ro1,چیرپنیرسڭز
çırpınıyordu,xu3yrbu3bo1yywrdy,چیرپنییوردی
çırpınıyorlar,xu3yrbu3bo1yywrlr,چیرپنییورلر
çırpış,xu3yrbu3yso3,چیرپیش
çırpışdır,xu3yrbu3yso3dyr,چیرپیشدیر
çırpışdırma,xu3yryso3dyrmh,چیریشدیرمه
çırpışdırma,xu3yryso3dyrmh||,چیریشدیرمه‌
çırpışdırmak,xu3yrbu3yso3dyrmfo2,چیرپیشدیرمق
çırpışmak,xu3yrbu3yso3mfo2,چیرپیشمق
çırtlak,xu3yrbo2lefo2,چیرتلاق
çırçıl,xu3yrxu3yl,چیرچیل
çırçıplak,xu3yrxu3bu3lefo2,چیرچپلاق
çırılçıplak,xu3yryl<>xu3bu3lefo2,چیریل‌چپلاق
çırılçıplak,xu3yryl||xu3bu3lefo2,چیریل‌چپلاق
çırılçıplak,xu3yryl||xu3ybu3lefo2,چیریل‌چیپلاق
çıt,xu3ybo2,چیت
çıyan,xu3yyebo1,چییان
çığ,xu3yao1,چیغ
çığlık,xu3yao1lfo2,چیغلق
çığır,xu3yao1yr,چیغیر
çığırdan,xu3yao1yrdbo1,چیغیردن
çığırgan,xu3yao1yrao1ebo1,چیغیرغان
çığırlarına,xu3yao1yrlrybo1h,چیغیرلرینه
çığırlarını,xu3ao1yrlrybo1y,چغیرلرینی
çığırtkan,xu3yao1rbo2fo2ebo1,چیغرتقان
çığırtı,xu3yao1yrbo2y,چیغیرتی
çığırı,xu3yao1yry,چیغیری
çığırının,xu3yao1yrybo1ko3,چیغیرینڭ
