
ş,so3,ش
şu'le'nin,so3alh||bo1ko3,شعله‌نڭ
şu'le,so3alh,شعله
şu'le,so3alh||,شعله‌
şu'le,so3o9ao0lo4h,شُعْلَه
şu'le,so3o9ao0lo4h||,شُعْلَه‌
şu'le-feşan,so3alh||fo1so3ebo1,شعله‌فشان
şu'le-i,so3alhu4,شعلهِ
şu'le-ver,so3alh wr,شعله ور
şu'ledar,so3alh der,شعله دار
şu'ledar,so3alh||der,شعله‌دار
şu'lefeşan,so3alh||fo1so3ebo1,شعله‌فشان
şu'lefeşanın,so3o9alh||fo1so3ebo1ko3,شُعله‌فشانڭ
şu'lefeşanının,so3alh||fo1so3ebo1bo1ko3,شعله‌فشاننڭ
şu'lelendir,so3alh||lbo1dyr,شعله‌لندیر
şu'lelendirmiş,so3alh||lbo1dyrmso3,شعله‌لندیرمش
şu'leleri,so3alh||lry,شعله‌لری
şu'lelerinin,so3alh||lrybo1ko3,شعله‌لرینڭ
şu'leleriyle,so3alh||lrylh,شعله‌لریله
şu'lenin,so3alh||bo1ko3,شعله‌نڭ
şu'lereng,so3alh rbo1ko7,شعله رنگ
şu'lesi,so3alh||sy,شعله‌سی
şu'lesidir,so3alh||sydr,شعله‌سیدر
şu'lesinde,so3alh||sbo1dh,شعله‌سنده
şu'lesini,so3alh||sbo1y,شعله‌سنی
şu'lesinin,so3alh||sbo1ko3,شعله‌سنڭ
şu'lever,so3alh wr,شعله ور
şu'leyi,so3alh||yy,شعله‌یی
şu'muyla,so3wo5mylh,شؤمیله
şu'â',so3aea,شعاع
şu,so3w,شو
şua',so3aea,شعاع
şua',so3o9ao4eao0,شُعَاعْ
şua'-ı,so3aeau4,شعاعِ
şua'a,so3aeah,شعاعه
şua'da,so3aeadh,شعاعده
şua'dadır,so3aeadh||dr,شعاعده‌در
şua'daki,so3aeadh||ky,شعاعده‌کی
şua'dan,so3aeadbo1,شعاعدن
şua'ları,so3aealry,شعاعلری
şua'nın,so3aeako3,شعاعڭ
şua'ya,so3aeah,شعاعه
şua'yı,so3aeay,شعاعی
şua'ı,so3aeay,شعاعی
şua'ıdır,so3aeaydr,شعاعیدر
şua'ın,so3aeako3,شعاعڭ
şua'ından,so3aeabo1dbo1,شعاعندن
şua'ını,so3aeabo1y,شعاعنی
şua'ının,so3aeabo1ko3,شعاعنڭ
şua,so3aea,شعاع
şua-i,so3aeau4,شعاعِ
şua-ı,so3aeau4,شعاعِ
şuaa,so3aeah,شعاعه
şuaat'ta,so3aeaebo2dh,شعاعاتده
şuaat,so3aeaebo2,شعاعات
şuaat-barika-i,so3aeaebo2 bu1erfo2hu4,شعاعات بارقهِ
şuaat-ü,so3aeaebo2,شعاعات
şuaat-ı,so3aeaebo2u4,شعاعاتِ
şuaatı,so3aeaebo2y,شعاعاتی
şuaatından,so3aeaebo2bo1dbo1,شعاعاتندن
şuaatını,so3aeaebo2bo1y,شعاعاتنی
şuaatının,so3aeaebo2bo1ko3,شعاعاتنڭ
şuaatıyla,so3aeaebo2ylh,شعاعاتیله
şuab-ı,so3abu1u4,شعبِ
şuabat,so3abu1ebo2,شعبات
şuabât,so3abu1ebo2,شعبات
şuada,so3aeadh,شعاعده
şuadaki,so3aeadh||ky,شعاعده‌کی
şuadır,so3aeadr,شعاعدر
şualandırır,so3aealebo1dyrr,شعاعلاندیرر
şualar'a,so3aealrh,شعاعلره
şualar'da,so3aealrdh,شعاعلرده
şualar'ı,so3aealry,شعاعلری
şualar'ın,so3aealrko3,شعاعلرڭ
şualar,so3aealr,شعاعلر
şualara,so3aealrh,شعاعلره
şualardan,so3aealrdbo1,شعاعلردن
şualardır,so3aealrdr,شعاعلردر
şualarla,so3aealrlh,شعاعلرله
şuaları,so3aealry,شعاعلری
şualarıdır,so3aealrydr,شعاعلریدر
şualarıdırlar,so3aealrydrlr,شعاعلریدرلر
şuaların,so3aealrko3,شعاعلرڭ
şualarına,so3aealrybo1h,شعاعلرینه
şualarından,so3aealrbo1dbo1,شعاعلرندن
şualarını,so3aealrybo1y,شعاعلرینی
şualarının,so3aealrybo1ko3,شعاعلرینڭ
şualarıyla,so3aealrylh,شعاعلریله
şuanın,so3aeako3,شعاعڭ
şuara,so3are,شعرا
şuara,so3arec,شعراء
şuara,so3o9ao4ro4e,شُعَرَا
şuara-yı,so3areyu4,شعرایِ
şuarakasidelerinde,so3arec  fo2zydh||lrbo1dh,شعراء  قصیده‌لرنده
şuaranın,so3arebo1ko3,شعرانڭ
şuaraya,so3areyh,شعرایه
şuarâ,so3are,شعرا
şuarâ,so3o9ao4ro4e,شُعَرَا
şuayb'dan,so3ao4ybu1dbo1,شعَیبدن
şuayb'ın,so3aybu1ko3,شعیبڭ
şuayb,so3aybu1,شعیب
şuayb-ı,so3aybu1u4,شعیبِ
şuaı,so3aeay,شعاعی
şuaıdır,so3aeaydr,شعاعیدر
şuaın,so3aeako3,شعاعڭ
şuaına,so3aeabo1h,شعاعنه
şuaından,so3aeabo1dbo1,شعاعندن
şuaını,so3aeabo1y,شعاعنی
şuaının,so3aeabo1ko3,شعاعنڭ
şuaıyla,so3aeaylh,شعاعیله
şubat,so3bu1et,شباط
şubatın,so3bu1etko3,شباطڭ
şube,so3abu1h,شعبه
şube,so3abu1h||,شعبه‌
şube-i,so3abu1h||u4,شعبه‌ِ
şubede,so3abu1dh,شعبده
şubede,so3abu1dh||,شعبده‌
şubede,so3abu1h||dh,شعبه‌ده
şubedebaz,so3abu1dh bu1ero1,شعبده باز
şubedebâz,so3abu1dh bu1ero1,شعبده باز
şubeden,so3abu1h||dbo1,شعبه‌دن
şubedir,so3o9ao0bu1h||dr,شُعْبه‌در
şubeler,so3o9ao0bu1h||lr,شُعْبه‌لر
şubelere,so3o9ao0bu1h||lrh,شُعْبه‌لره
şubeleri,so3o9ao0bu1h||lry,شُعْبه‌لری
şubelerin,so3abu1h||lrko3,شعبه‌لرڭ
şubelerinde,so3abu1h||lrbo1dh,شعبه‌لرنده
şubelerinden,so3o9ao0bu1h||lrbo1dbo1,شُعْبه‌لرندن
şubelerine,so3abu1h||lrybo1h,شعبه‌لرینه
şubelerini,so3o9ao0bu1h||lrybo1y,شُعْبه‌لرینی
şubelerinin,so3o9ao0bu1h||lrybo1ko3,شُعْبه‌لرینڭ
şubenin,so3abu1h||bo1ko3,شعبه‌نڭ
şubeniz,so3abu1h||ko3ro1,شعبه‌ڭز
şubesi,so3o9ao0bu1h||sy,شُعْبه‌سی
şubesidir,so3abu1h||sydr,شعبه‌سیدر
şubesinde,so3abu1h||sbo1dh,شعبه‌سنده
şubesinden,so3o9ao0bu1h||sbo1dbo1,شُعْبه‌سندن
şubeye,so3o9ao0bu1h||yh,شُعْبه‌یه
şucûn,so3xu1wbo1,شجون
şudur,so3wdr,شودر
şudurki,so3wdrkh,شودرکه
şuebat,so3abu1ebo2,شعبات
şuebât,so3abu1ebo2,شعبات
şugl,so3ao1l,شغل
şugul,so3ao1wl,شغول
şugûl,so3ao1wl,شغول
şuh,so3wxo1,شوخ
şuhluk,so3wxo1lfo2,شوخلق
şuhmeşreb,so3wxo1 mso3rbu1,شوخ مشرب
şuhud'un,so3hwdko3,شهودڭ
şuhud,so3hwd,شهود
şuhud-u,so3hwdu4,شهودِ
şuhuda,so3hwdh,شهوده
şuhudda,so3hwddh,شهودده
şuhuddan,so3hwddbo1,شهوددن
şuhuddur,so3hwddr,شهوددر
şuhuddurlar,so3hwddrlr,شهوددرلر
şuhuden,so3hwdo44e,شهودًا
şuhudiye,so3hwdyh,شهودیه
şuhudla,so3hwdlh,شهودله
şuhudu,so3hwdy,شهودی
şuhudumuzda,so3hwdymro1dh,شهودیمزده
şuhudun,so3hwdko3,شهودڭ
şuhuduna,so3hwdybo1h,شهودینه
şuhudunda,so3hwdbo1dh,شهودنده
şuhudundadır,so3hwdbo1dh||dr,شهودنده‌در
şuhudunu,so3hwdybo1y,شهودینی
şuhuduyla,so3hwdylh,شهودیله
şuhudî,so3hwdy,شهودی
şuhudîdir,so3hwdydr,شهودیدر
şuhudîye,so3hwdy||yh,شهودی‌یه
şuhur-u,so3hwru4,شهورِ
şuhurun,so3hwrko3,شهورڭ
şuhûdiyle,so3hwdylh,شهودیله
şuhûdun,so3hwdko3,شهودڭ
şukadar,so3wfo2eder,شوقادار
şukka,so3fo2h,شقه
şukka,so3fo2h||,شقه‌
şule,so3alh||,شعله‌
şulelen,so3alh<>lbo1,شعله‌لن
şulelendir,so3alh<>lbo1dyr,شعله‌لندیر
şulelendirmek,so3alh<>lbo1dyrmk,شعله‌لندیرمک
şulelendirmek,so3alh||lbo1dbu2rmk,شعله‌لنديرمک
şulelenmek,so3alh<>lbo1mk,شعله‌لنمک
şulelenmek,so3alh||lbo1mk,شعله‌لنمک
şuleli,so3alh<>ly,شعله‌لی
şum,so3wm,شوم
şumuli olmak,so3mwly ew,شمولی او
şumûli olmak,so3mwly ew,شمولی او
şuna,so3wko3e,شوڭا
şunda,so3wbo1dh,شونده
şundan,so3wbo1dbo1,شوندن
şundandır,so3wbo1dbo1dr,شوندندر
şunlar,so3wbo1lr,شونلر
şunlara,so3wbo1lrh,شونلره
şunlardır,so3wbo1lrdr,شونلردر
şunları,so3wbo1lry,شونلری
şunların,so3wbo1lrko3,شونلرڭ
şunu,so3wbo1y,شونی
şunun,so3wbo1ko3,شونڭ
şununla,so3wbo1ko3lh,شونڭله
şur,so3wr,شور
şura,so3o9wry,شُوری
şura,so3wre,شورا
şura,so3wry,شوری
şura-yi devlet,so3o9wro4eyu4  do4wo0lo4bo2o0,شُورَایِ  دَوْلَتْ
şura-yı devlet,so3o9wro4eyu4  do4wo0lo4bo2o0,شُورَایِ  دَوْلَتْ
şuracık,so3wrexu1fo2,شوراجق
şuracıkta,so3wrexu1fo2dh,شوراجقده
şurada,so3wredh,شوراده
şurada,so3wredh||,شوراده‌
şurada-burada,so3wredh bu1wredh,شوراده بوراده
şuradadır,so3wredh||dr,شوراده‌در
şuradaki,so3wredh ky,شوراده کی
şuradaki,so3wredh||ky,شوراده‌کی
şuralı,so3wrely,شورالی
şurası,so3wrebu2h,شورايه
şurası,so3wresy,شوراسی
şurası,so3wreyh||,شورایه‌
şurasını,so3wresbo1y,شوراسنی
şuraya,so3wrebu2h,شورايه
şuraya,so3wreyh,شورایه
şuraya,so3wreyh||,شورایه‌
şurayı,so3wreyy,شورایی
şurbaht,so3wrbu1xo1bo2,شوربخت
şure,so3wrh||,شوره‌
şurezar,so3wrh ro1er,شوره زار
şuride,so3wrydh||,شوریده‌
şuridebaht,so3wrydh bu1xo1bo2,شوریده بخت
şuridehatır,so3wrydh xo1etr,شوریده خاطر
şuristan,so3wrsbo2ebo1,شورستان
şuriş,so3wrso3,شورش
şurta,so3rth,شرطه
şurta,so3rth||,شرطه‌
şuru',so3rwa,شروع
şurub,so3rwbu1,شروب
şuruba,so3rwbu1h,شروبه
şurubu,so3rwbu1y,شروبی
şurup,so3rwbu1,شروب
şurup,so3rwbu3,شروپ
şuruptur,so3rwbu1dr,شروبدر
şurut,so3rwt,شروط
şurû',so3rwa,شروع
şurûb,so3rwbu1,شروب
şurût,so3rwt,شروط
şuubat-ı,so3abu1ebo2u4,شعباتِ
şuubata,so3abu1ebo2h,شعباته
şuubatta,so3abu1ebo2dh,شعباتده
şuubiyye,so3awbu1yh||,شعوبیه‌
şuun,so3bo5wbo1,شئون
şuun,so3yo5wbo1,شئون
şuun-u,so3yo5wbo1u4,شئونِ
şuunat,so3yo5wbo1ebo2,شئونات
şuunat-ı,so3yo5wbo1ebo2u4,شئوناتِ
şuunata,so3yo5wbo1ebo2h,شئوناته
şuunatla,so3yo5wbo1ebo2lh,شئوناتله
şuunatta,so3yo5wbo1ebo2dh,شئوناتده
şuunattan,so3yo5wbo1ebo2dbo1,شئوناتدن
şuunattır,so3yo5wbo1ebo2dr,شئوناتدر
şuunatı,so3yo5wbo1ebo2y,شئوناتی
şuunatın,so3yo5wbo1ebo2ko3,شئوناتڭ
şuunatına,so3yo5wbo1ebo2bo1h,شئوناتنه
şuunatında,so3yo5wbo1ebo2bo1dh,شئوناتنده
şuunatından,so3yo5wbo1ebo2bo1dbo1,شئوناتندن
şuunatını,so3yo5wbo1ebo2bo1y,شئوناتنی
şuunatının,so3yo5wbo1ebo2bo1ko3,شئوناتنڭ
şuunatıyla,so3yo5wbo1ebo2ylh,شئوناتیله
şuunda,so3yo5wbo1dh,شئونده
şuunu,so3yo5wbo1y,شئونی
şuunun,so3yo5wbo1ko3,شئونڭ
şuununa,so3yo5wbo1bo1h,شئوننه
şuununda,so3yo5wbo1bo1dh,شئوننده
şuunundan,so3yo5wbo1bo1dbo1,شئونندن
şuunât-ı,so3yo5wbo1ebo2u4,شئوناتِ
şuunâtiyle,so3yo5wbo1ebo2ylh,شئوناتیله
şuunâtını,so3yo5wbo1ebo2bo1y,شئوناتنی
şuur,so3awr,شعور
şuur-u,so3awru4,شعورِ
şuura,so3awrh,شعوره
şuurane,so3awrebo1h,شعورانه
şuurca,so3awrxu1h,شعورجه
şuurda,so3awrdh,شعورده
şuurdan,so3awrdbo1,شعوردن
şuurdarane,so3awrderebo1h,شعوردارانه
şuurdur,so3awrdr,شعوردر
şuuren,so3awro44e,شعورًا
şuuriye-i,so3awryhu4,شعوریهِ
şuuriyedir,so3awryh||dr,شعوریه‌در
şuurkârane,so3awrkerebo1h,شعورکارانه
şuurla,so3awrlh,شعورله
şuurlara,so3awrlrh,شعورلره
şuurları,so3awrlry,شعورلری
şuurlu,so3awrly,شعورلی
şuursuz,so3awrsro1,شعورسز
şuursuzların,so3awrsro1lrko3,شعورسزلرڭ
şuursuzluklarıyla,so3awrsro1lfo2lrylh,شعورسزلقلریله
şuursuzluktan,so3awrsro1lfo2dbo1,شعورسزلقدن
şuuru,so3awry,شعوری
şuurudur,so3awrydr,شعوریدر
şuurum,so3awrm,شعورم
şuurumda,so3awrmdh,شعورمده
şuurumu,so3awrymy,شعوریمی
şuurumun,so3awrymko3,شعوریمڭ
şuurumuz,so3awrymro1,شعوریمز
şuurumuza,so3awrymro1h,شعوریمزه
şuurun,so3awrko3,شعورڭ
şuuruna,so3awrybo1h,شعورینه
şuurunda,so3awrko3dh,شعورڭده
şuurunla,so3awrko3lh,شعورڭله
şuurunu,so3awrybo1y,شعورینی
şuurunun,so3awrybo1ko3,شعورینڭ
şuurunuz,so3awryko3ro1,شعوریڭز
şuurunuza,so3awryko3ro1h,شعوریڭزه
şuurunuzun,so3awryko3ro1ko3,شعوریڭزڭ
şuuruyla,so3awrylh,شعوریله
şuurî,so3awry,شعوری
şuy,so3wy,شوی
şuyu bulmak,so3ywa bu1wlmfo2,شیوع بولمق
şuyû bulmak,so3bu2wa bu1wlmfo2,شيوع بولمق
şuzûzat-ı,so3do1wdo1ebo2u4,شذوذاتِ
şuâ',so3aea,شعاع
şuâ',so3o9ao4eao0,شُعَاعْ
şuâ'a,so3aeah,شعاعه
şuâ,so3aea,شعاع
şuâlariyle,so3aealrylh,شعاعلریله
şuâları,so3aealry,شعاعلری
şuâlarıdır,so3aealrydr,شعاعلریدر
şuâlarına,so3ae alrybo1h,شعا علرینه
şuâlarından,so3aealrbo1dbo1,شعاعلرندن
şuâât,so3aeaebo2,شعاعات
şuâât-barika-i,so3aeaebo2 bu1erfo2hu4,شعاعات بارقهِ
şuâât-ı,so3aeaebo2u4,شعاعاتِ
şuââtiyle,so3aeaebo2ylh,شعاعاتیله
şuââtı,so3aeaebo2y,شعاعاتی
şuâın,so3aeako3,شعاعڭ
şuâından,so3aeabo1dbo1,شعاعندن
şuâını,so3aeabo1y,شعاعنی
şuûbiyye,so3awbu1bu2h,شعوبيه
şuûbu,so3awbu1y,شعوبی
şuûn,so3bo5wbo1,شئون
şuûn,so3yo5wbo1,شئون
şuûn-u,so3yo5wbo1,شئون
şuûnat,so3yo5wbo1ebo2,شئونات
şuûnatına,so3yo5wbo1ebo2bo1h,شئوناتنه
şuûnuna,so3yo5wbo1bo1h,شئوننه
şuûnât-ı,so3yo5wbo1ebo2u4,شئوناتِ
şuûnâtını,so3yo5wbo1ebo2ko3y,شئوناتڭی
şuûrsuz,so3awrsro1,شعورسز
şuûruyla,so3awrylh,شعوریله
şu’le,so3alh||,شعله‌
şu’ledar,so3alh der,شعله دار
şu’lereng,so3alh rbo1ko7,شعله رنگ
şu’lever,so3alh wr,شعله ور
şâbb,so3ebu1,شاب
şâbb-i,so3ebu1o8u4,شابِّ
şâd,so3ed,شاد
şâd,so3o4edo0,شَادْ
şâdedecek,so3ed eydh||xu1k,شاد ایده‌جک
şâdeyleyen,so3ed eo5ylh||ybo1,شاد أیله‌ین
şâdmân,so3edmebo1,شادمان
şâdmânî,so3edmebo1y,شادمانی
şâdumân,so3edmebo1,شادمان
şâdumânî,so3edmebo1y,شادمانی
şâdurvan,so3edrwebo1,شادروان
şâdân,so3edebo1,شادان
şâdî,so3edy,شادی
şâdümandır,so3edmebo1dr,شادماندر
şâdümanî,so3edmebo1y,شادمانی
şâfi',so3efo1a,شافع
şâfi',so3efo1y,شافی
şâfi'i,so3efo1ay,شافعی
şâfiî,so3efo1ay,شافعی
şâfî'ye,so3efo1y||yh,شافی‌یه
şâfî,so3efo1y,شافی
şâfî,so3o4efo1bu2,شَافي
şâfî-i hakîm,so3o4efo1bo5u4 xo4kbu2mo0,شَافئِ حَکيمْ
şâfî-i,so3efo1yo5u4,شافئِ
şâfîdir,so3efo1ydr,شافیدر
şâgird,so3eko7rd,شاگرد
şâgirdân,so3eko7rdebo1,شاگردان
şâh kalkmak,so3eh fo2elfo2mfo2,شاه قالقمق
şâh kalkmak,so3exo1 fo2elfo2mfo2,شاخ قالقمق
şâh,so3eh,شاه
şâh,so3exo1,شاخ
şâh-i velâyet,so3o4ehu4 wo4lo4ebu2o4bo2o0,شَاهِ وَلَايَتْ
şâh-ı velâyet,so3o4ehu4 wo4lo4ebu2o4bo2o0,شَاهِ وَلَايَتْ
şâh-ı,so3ehu4,شاهِ
şâhane,so3ehebo1h,شاهانه
şâhanede,so3ehebo1h||dh,شاهانه‌ده
şâhanedir,so3ehebo1h||dr,شاهانه‌در
şâhaneye,so3ehebo1h||yh,شاهانه‌یه
şâhdamar,so3eh tmr,شاه طمر
şâhenşâh,so3ehbo1so3eh,شاهنشاه
şâheser,so3eh ebo3r,شاه اثر
şâheser,so3eh eo5bo3r,شاه أثر
şâheserdir,so3eh eo5bo3rdr,شاه أثردر
şâheserin,so3eh eo5bo3rko3,شاه أثرڭ
şâhid olmak,so3ehdew,شاهداو
şâhid,so3ehd,شاهد
şâhid-i ezelî,so3o4ehu4du4 eo4ro1o4lu4bu2,شَاهِدِ اَزَلِي
şâhid-i sâdik,so3o4ehu4du4 zo4edu4fo2o0,شَاهِدِ صَادِقْ
şâhid-i sâdık,so3o4ehu4du4 zo4edu4fo2o0,شَاهِدِ صَادِقْ
şâhid-i sĀdık,so3o4ehu4du4 zo4edu4fo2o0,شَاهِدِ صَادِقْ
şâhid-i sādik,so3o4ehu4du4 zo4edu4fo2o0,شَاهِدِ صَادِقْ
şâhid-i zûr,so3ehdro1wr,شاهدزور
şâhid-i,so3ehdu4,شاهدِ
şâhid-zor,so3ehdro1wr,شاهدزور
şâhid-ül-ayn,so3ehd elabu2bo1,شاهد العين
şâhiddir,so3ehddr,شاهددر
şâhidi,so3ehdy,شاهدی
şâhidlik,so3ehdlk,شاهدلک
şâhidü-l-ayn,so3ehdelabu2bo1,شاهدالعين
şâhik,so3ehfo2,شاهق
şâhika,so3ehfo2h,شاهقه
şâhika,so3o4ehu4fo2o4h,شَاهِقَه
şâhikalar,so3ehfo2h||lr,شاهقه‌لر
şâhikasıdır,so3ehfo2h||sydr,شاهقه‌سیدر
şâhikasına,so3ehfo2h||sbo1h,شاهقه‌سنه
şâhin,so3ehbu2bo1,شاهين
şâhit,so3ehd,شاهد
şâhittir,so3ehddr,شاهددر
şâhkâr,so3ehker,شاهکار
şâhmerdân,so3ehmrdebo1,شاهمردان
şâhnişin,so3ehbo1so3bu2bo1,شاهنشين
şâhnişîn,so3ehbo1so3bu2bo1,شاهنشين
şâhrah,so3ehreh,شاهراه
şâhreg,so3ehrko7,شاهرگ
şâhrâh,so3ehreh,شاهراه
şâhsâr,so3exo1ser,شاخسار
şâhzade,so3ehro1edh,شاهزاده
şâhân,so3ehebo1,شاهان
şâhâne,so3ehebo1h,شاهانه
şâhânede,so3ehebo1h||dh,شاهانه‌ده
şâhânedir,so3ehebo1h||dr,شاهانه‌در
şâhânenin,so3ehebo1h||bo1ko3,شاهانه‌نڭ
şâhâneye,so3ehebo1h||yh,شاهانه‌یه
şâhî,so3ehy,شاهی
şâhı,so3ehy,شاهی
şâhın,so3ehko3,شاهڭ
şâibe,so3ebo5bu1h,شائبه
şâika,so3eyo5fo2h,شائقه
şâir,so3ear,شاعر
şâir-i,so3earu4,شاعرِ
şâir-üt,so3ear el,شاعر ال
şâiran,so3earebo1,شاعران
şâirane,so3earebo1h,شاعرانه
şâiraneyi,so3earebo1h||yy,شاعرانه‌یی
şâire,so3earh,شاعره
şâiri,so3eary,شاعری
şâirimiz,so3earymro1,شاعریمز
şâirimizin,so3earymro1ko3,شاعریمزڭ
şâirin,so3earko3,شاعرڭ
şâirinin,so3earybo1ko3,شاعرینڭ
şâirler,so3earlr,شاعرلر
şâirlere,so3earlrh,شاعرلره
şâirleri,so3earlry,شاعرلری
şâirlerin,so3earlrko3,شاعرلرڭ
şâirlerinin,so3earlrybo1ko3,شاعرلرینڭ
şâirlik,so3earlk,شاعرلک
şâirâne,so3earebo1h,شاعرانه
şâkir'den,so3ekrdbo1,شاکردن
şâkir'in,so3ekrko3,شاکرڭ
şâkir,so3ekr,شاکر
şâkir,so3o4eku4ro0,شَاکِرْ
şâkirane,so3ekrebo1h,شاکرانه
şâkird,so3ekrd,شاکرد
şâkirdi,so3ekrdy,شاکردی
şâkirdir,so3ekrdr,شاکردر
şâkirdirler,so3ekrdrlr,شاکردرلر
şâkirdiyye akçesi,so3ekrdbu2h efo2xu3h sy,شاکرديه اقچه سی
şâkirdleri,so3ekrdlry,شاکردلری
şâkirdleridir,so3ekrdlrydr,شاکردلریدر
şâkirdlerinin,so3ekrdlrybo1ko3,شاکردلرینڭ
şâkirdleriyle,so3ekrdlrylh,شاکردلریله
şâkirdlik,so3ekrdlk,شاکردلک
şâkirdliğe vermek,so3ekrd lkh wbu2rmk,شاکرد لکه ويرمک
şâkiri,so3ekry,شاکری
şâkirler,so3ekrlr,شاکرلر
şâkirleri,so3ekrlry,شاکرلری
şâkirlerin,so3ekrlrko3,شاکرلرڭ
şâkirînden,so3ekrbo1dbo1,شاکرندن
şâkirü-n-nime,so3ekrelbo1amh,شاکرالنعمه
şâkullamak,so3efo2wllemfo2,شاقوللامق
şâkî,so3eky,شاکی
şâkî,so3o4eku4bu2,شَاکِي
şâkûl,so3efo2wl,شاقول
şâkûl,so3ekwl,شاکول
şâl,so3el,شال
şâm,so3em,شام
şâme,so3emh,شامه
şâmgâh,so3emko7eh,شامگاه
şâmih,so3emxo1,شامخ
şâmil olmak,so3eml ew,شامل او
şâmil,so3eml,شامل
şâmil,so3o4emu4lo0,شَامِلْ
şâmile,so3emlh,شامله
şâmiye'nin,so3emyh||bo1ko3,شامیه‌نڭ
şâmiye,so3emyh,شامیه
şâmme,so3emh,شامه
şâmme,so3emo8h,شامّه
şâmmesi,so3emo8h||sy,شامّه‌سی
şâmul,so3emwl,شامول
şâmî,so3emy,شامی
şân,so3ebo1,شان
şân-ı,so3ebo1u4,شانِ
şâna,so3ebo1h,شانه
şâne,so3ebo1h,شانه
şânı,so3ebo1y,شانی
şânında,so3ebo1bo1dh,شاننده
şânındadır,so3ebo1bo1dh||dr,شاننده‌در
şânındandır,so3ebo1bo1dbo1dr,شانندندر
şânındır,so3ebo1ko3dr,شانڭدر
şânını,so3ebo1bo1y,شاننی
şâri',so3era,شارع
şâri'de,so3eradh,شارعده
şâri'den,so3eradbo1,شارعدن
şâri'in,so3erako3,شارعڭ
şâri-i,so3erau4,شارعِ
şâribülleyli vennehâr,so3erbu1 ellbu2l welbo1her,شارب الليل والنهار
şârih,so3erx,شارح
şârihi,so3erxy,شارحی
şârii,so3eray,شارعی
şârik,so3o4eru4fo2o0,شَارِقْ
şârî,so3era,شارع
şârık,so3erfo2,شارق
şârık,so3o4eru4fo2o0,شَارِقْ
şârık,so3refo2,شراق
şât-ı,so3eho2u4,شاةِ
şâtır,so3etr,شاطر
şâyan,so3eyebo1,شایان
şâyan-ı,so3eyebo1u4,شایانِ
şâyandır,so3eyebo1dr,شایاندر
şâyansınız,so3eyebo1sko3ro1,شایانسڭز
şâyed,so3ebu2d,شايد
şâyed,so3eyd,شاید
şâyeste olmak,so3ebu2sbo2h ew,شايسته او
şâyeste,so3ebu2sbo2h,شايسته
şâyeste,so3eysbo2h,شایسته
şâyeste,so3o4ebu2o4so0bo2o4h,شَايَسْتَه
şâyestegî,so3eysbo2ko7y,شایستگی
şâyet ki,so3ebu2d kh,شايد که
şâyet,so3eyd,شاید
şâygân,so3eyko7ebo1,شایگان
şâyi',so3eya,شایع
şâyia,so3eyah,شایعه
şâyân olmak,so3ebu2ebo1 ew,شايان او
şâyân,so3ebu2ebo1,شايان
şâyân,so3eyebo1,شایان
şâyân,so3o4ebu2o4ebo1o0,شَايَانْ
şâyân-i hayret,so3o4ebu2o4ebo1u4 xo4bu2o0ro4bo2o0,شَايَانِ حَيْرَتْ
şâyân-i temâşâ,so3o4ebu2o4ebo1u4 bo2o4mo4eso3o4e,شَايَانِ تَمَاشَا
şâyân-i şükrân,so3o4ebu2o4ebo1u4 so3o9ko0ro4ebo1o0,شَايَانِ شُکْرَانْ
şâyân-ı hayret,so3o4ebu2o4ebo1u4 xo4bu2o0ro4bo2o0,شَايَانِ حَيْرَتْ
şâyân-ı tahsîn,so3ebu2ebo1 bo2xsbu2bo1,شايان تحسين
şâyân-ı temâşâ,so3o4ebu2o4ebo1u4 bo2o4mo4eso3o4e,شَايَانِ تَمَاشَا
şâyân-ı şükrân,so3o4ebu2o4ebo1u4 so3o9ko0ro4ebo1o0,شَايَانِ شُکْرَانْ
şâyân-ı,so3eyebo1u4,شایانِ
şâyî,so3ebu2a,شايع
şâz,so3ed,شاد
şâz,so3edo1,شاذ
şâz,so3o4edo1o0,شَاذْ
şâzlarıyla,so3edo1lrylh,شاذلریله
şâzz,so3edo1,شاذ
şâzz,so3edo1o8,شاذّ
şâ’rî,so3ary,شعری
şîa,so3bu2ah,شيعه
şîa,so3bu2ao4h,شيعَه
şîa,so3yah,شیعه
şîa-i,so3yahu4,شیعهِ
şîalar,so3yah||lr,شیعه‌لر
şîalara,so3yah||lrh,شیعه‌لره
şîalarla,so3yah||lrlh,شیعه‌لرله
şîaları,so3yah||lry,شیعه‌لری
şîaların,so3yah||lrko3,شیعه‌لرڭ
şîalıkta,so3yah||lfo2dh,شیعه‌لقده
şîalığın,so3yah||lao1ko3,شیعه‌لغڭ
şîası,so3yah||sy,شیعه‌سی
şîfte,so3bu2fo1bo2h,شيفته
şîftedil,so3bu2fo1bo2h dl,شيفته دل
şîhe,so3bu2hh,شيهه
şîiyyet,so3bu2abu2bo2,شيعيت
şîr,so3bu2r,شير
şîr-i,so3yru4,شیرِ
şîr-pençe,so3bu2rbu3bo1xu3h,شيرپنچه
şîrdan,so3bu2rdebo1,شيردان
şîrdil,so3bu2rdl,شيردل
şîre,so3bu2rh,شيره
şîrhar,so3bu2rxo1wer,شيرخوار
şîrin,so3bu2rybo1,شيرین
şîrinine,so3yrybo1bo1h,شیریننه
şîrinkâr,so3bu2rybo1ker,شيرینکار
şîrinzeban,so3bu2rybo1 ro1bu1ebo1,شيرین زبان
