a'cam,eo5axu1em,أعجام
aranızdan,eo6reko3ro1dbo1,آراڭزدن
arap atı,arbu1 ebo2y,عرب اتی
arap,arbu1,عرب
arapsun,arbu3swbo1,عرپسون
arar,eo6rer,آرار
ararat,eo6rerebo2,آرارات
arardık,eo6rerdfo2,آراردق
ararken,eo6rerkbo1,آرارکن
ararot,eo6rerwbo2,آراروت
ararsa,eo6rersh,آرارسه
ararsan,eo6rersh||ko3,آرارسه‌ڭ
ararsanız,eo6rersh||ko3ro1,آرارسه‌ڭز
aras,eo6res,آراس
arasa,eo6resh,آراسه
arasak,eo6resh||fo2,آراسه‌ق
arasat,arzebo2,عرصات
arasta,eo6resbo2h,آراسته
arasta,eo6resbo2h||,آراسته‌
araste,eo6resbo2h||,آراسته‌
arası yok,eresy bu2wfo2,اراسی يوق
arası yok,eresy ywfo2,اراسی یوق
arası,eo6resy,آراسی
arasına,eo6resbo1h,آراسنه
arasına,eresbo1h,اراسنه
arasına,eresbo1h||,اراسنه‌
arasında,eo6resbo1dh,آراسنده
arasında,eresbo1dh,اراسنده
arasında,eresbo1dh||,اراسنده‌
arasındadır,eo6resbo1dh||dr,آراسنده‌در
arasındaki,eo6resbo1dh||ky,آراسنده‌کی
arasından,eo6resbo1dbo1,آراسندن
arasındasın,eo6resbo1dh||sko3,آراسنده‌سڭ
arasınlar,eo6resybo1lr,آراسینلر
arasıra,eo6re zyrh,آرا صیره
arasıra,eo6re||syre,آرا‌سیرا
arat,eo6rebo2,آرات
aratmak,eo6rebo2mfo2,آراتمق
aratmak,erebo2mfo2,اراتمق
arattır,eo6rebo2dyr,آراتدیر
arattırmak,eo6rebo2dbu2rmfo2,آراتديرمق
arattırmak,eo6rebo2dyrmfo2,آراتدیرمق
arattırır,eo6rebo2dyrr,آراتدیرر
arattırıyor,eo6rebo2dyryywr,آراتدیرییور
araya girmek,erebu2h kbu2rmk,ارايه کيرمک
araya girmek,ereyh kyrmk,ارایه کیرمک
araya girmeklik,erebu2h kbu2rmklk,ارايه کيرمکلک
araya girmeklik,ereyh kyrmklk,ارایه کیرمکلک
araya koymak,erebu2h fo2wmfo2,ارايه قومق
araya koymak,ereyh fo2wmfo2,ارایه قومق
araya sokmak,erebu2h zwfo2mfo2,ارايه صوقمق
araya sokmak,ereyh zwfo2mfo2,ارایه صوقمق
araya,eo6reyh,آرایه
araya,erebu2h,ارايه
araya,ereyh||,ارایه‌
arayabilir,eo6reyh||bu1ylyr,آرایه‌بیلیر
arayabiliriz,eo6reyh||bu1ylyrro1,آرایه‌بیلیرز
arayabilirler,eo6reyh||bu1ylyrlr,آرایه‌بیلیرلر
arayabilirsin,eo6reyh||bu1ylyrsko3,آرایه‌بیلیرسڭ
arayacak,eo6reyh||xu1fo2,آرایه‌جق
arayacaklar,eo6reyh||xu1fo2lr,آرایه‌جقلر
arayacaktır,eo6reyh||xu1fo2dr,آرایه‌جقدر
arayacağını,eo6reyh||xu1ao1bo1y,آرایه‌جغنی
arayacağız,eo6reyh||xu1ao1ro1,آرایه‌جغز
arayalım,eo6reyh||lm,آرایه‌لم
arayan,eo6reyebo1,آرایان
arayanlar,eo6reyebo1lr,آرایانلر
arayanlara,eo6reyebo1lrh,آرایانلره
arayanların,eo6reyebo1lrko3,آرایانلرڭ
arayiş,eo6reyso3,آرایش
arayıcı,eo6rebu2bu2xu1y,آراييجی
arayıcı,eo6reyyxu1y,آراییجی
arayıcıları,eo6reyyxu1ylry,آراییجیلری
arayınız,eo6reyko3ro1,آرایڭز
arayıp bulmak,erebu2wbu1 bu1wlmfo2,ارايوب بولمق
arayıp bulmak,ereywbu1 bu1wlmfo2,ارایوب بولمق
arayıp,eo6reywbu1,آرایوب
arayış,eo6reyso3,آرایش
arayış,erebu2so3,ارايش
arayış,ereyso3,ارایش
araz,aro4zo1,عرَض
araz,arzo1,عرض
araz,earezo1,اعراض
arazi,ao4ro4zo1y,عَرَضی
arazi,arzo1y,عرضی
arazi,eo5rezo1y,أراضی
arazi,erezo1y,اراضی
arazilerini,eo5rezo1ylrybo1y,أراضیلرینی
araziyetleri,arzo1ybo2lry,عرضیتلری
arazi̇,ao4ro4zo1y,عَرَضی
arazî,ao4ro4zo1bu2,عَرَضي
arazî,arzo1y,عرضی
arazı,arzo1y,عرضی
araç'lı,eo6rexu1ly,آراجلی
araç,eo6rexu1,آراج
araştır,eo6reso3dyr,آراشدیر
araştıran,eo6reso3dyrebo1,آراشدیران
araştırdılar,eo6reso3dyrdylr,آراشدیردیلر
araştırdımsa,eo6reso3dyrdmsh,آراشدیردمسه
araştırma,eo6reso3dyrmh,آراشدیرمه
araştırmak,eo6reso3dbu2rmfo2,آراشديرمق
araştırmak,eo6reso3dyrmfo2,آراشدیرمق
araştırmakla,eo6reso3dyrmfo2lh,آراشدیرمقله
araştırmaktansa,eo6reso3dyrmfo2dbo1sh,آراشدیرمقدنسه
araştırmalar,eo6reso3dyrmelr,آراشدیرمالر
araştırmalarla,eo6reso3dyrmelrlh,آراشدیرمالرله
araştırmayın,eo6reso3dyrmeyko3,آراشدیرمایڭ
araştırmış,eo6reso3dyrmso3,آراشدیرمش
araştırsan,eo6reso3dyrsh||ko3,آراشدیرسه‌ڭ
araştırılması,eo6reso3dyrylmesy,آراشدیریلماسی
araştırıyorlar,eo6reso3dyryywrlr,آراشدیرییورلر
ara’,eo6rec,آراء
ara’is,arebo5s,عرائس
arbede,arbu1dh,عربده
arbede,arbu1dh||,عربده‌
arbedecu,arbu1dh xu1w,عربده جو
arbedecû,arbu1dh xu1w,عربده جو
ard,eo6rd,آرد
ard,erd,ارد
arda,eo6rde,آردا
arda,eo6rdh,آرده
arda,eo6rdh||,آرده‌
ardahan,eo6rdehel,آرداهال
ardala,eo6rdelh,آرداله
ardala,eo6rdelh||,آرداله‌
ardbiz,eo6rdbu1yro1,آردبیز
ardbîz,eo6rdbu1bu2ro1,آردبيز
ardiye,erzo1yh,ارضیه
ardiye,erzo1yh||,ارضیه‌
ardı arası olmayan,erdy eresy ewlmbu2ebo1,اردی اراسی اولميان
ardı arası olmayan,erdy eresy ewlmyebo1,اردی اراسی اولمیان
ardı arası olmayarak,erdy eresy ewlmbu2h rfo2,اردی اراسی اولميه رق
ardı arası olmayarak,erdy eresy ewlmyh rfo2,اردی اراسی اولمیه رق
ardı sıra,erdy zrh,اردی صره
ardı sıra,erdy zrh||,اردی صره‌
ardı,eo6rdy,آردی
ardın,eo6rdbu2bo1,آردين
ardın,eo6rdybo1,آردین
ardına düşmek,erdbu2bo1h dwso3mk,اردينه دوشمک
ardına düşmek,erdybo1h dwso3mk,اردینه دوشمک
ardına gitmek,erdbu2bo1h kbo2mk,اردينه کتمک
ardına gitmek,erdybo1h kbo2mk,اردینه کتمک
ardına,eo6rdybo1h,آردینه
ardına,erdbu2bo1h,اردينه
ardına,erdybo1h||,اردینه‌
ardında,eo6rdbo1dh,آردنده
ardında,erdbo1dh,اردنده
ardında,erdbo1dh||,اردنده‌
ardından,eo6rdbo1dbo1,آردندن
ardısıra,eo6rdy syre,آردی سیرا
ardıç,eo6rdbu2xu1,آرديج
ardıç,eo6rdyxu1,آردیج
ardıç,eo6rdyxu3,آردیچ
ardıçkatranı,eo6rdyxu3 fo2trebo1y,آردیچ قطرانی
ardıçkuşu,eo6rdyxu3 fo2wso3y,آردیچ قوشی
ardıçsuyu,eo6rdyxu3 zwyy,آردیچ صویی
arefe,ao4ro4fo1o4h,عَرَفَه
arefe,ao4ro4fo1o4h||,عَرَفَه‌
arefe,arfo1h,عرفه
arefe,arfo1h||,عرفه‌
arefede,arfo1h||dh,عرفه‌ده
arefesi,arfo1h||sy,عرفه‌سی
arefesinde,arfo1h||sbo1dh,عرفه‌سنده
arefesinden,arfo1h||sbo1dbo1,عرفه‌سندن
argalı,eo6rao1ely,آرغالی
argamak,eo6rao1emfo2,آرغامق
argaç,eo6rao1exu1,آرغاج
argaç,erao1exu1,ارغاج
argaçlamak,eo6rao1exu1lemfo2,آرغاجلامق
argımak,eo6rao1bu2mfo2,آرغيمق
argımak,eo6rao1ymfo2,آرغیمق
argın,eo6rao1bu2bo1,آرغين
argın,eo6rao1wbo1,آرغون
argın,eo6rao1ybo1,آرغین
argıt,eo6rao1bu2d,آرغيد
argıt,eo6rao1yd,آرغید
ari,aery,عاری
ari,eo6ry,آری
arif,aerfo1,عارف
arif,ao4eru4fo1o0,عَارِفْ
arifane,aerfo1ebo1h||,عارفانه‌
arifane,ao4eru4fo1o4ebo1o4h||,عَارِفَانَه‌
arife,arfo1h,عرفه
arifin,ao4eru4fo1u4ybo1o0,عَارِفِینْ
aristo'dan,eo6rstwdbo1,آرسطودن
aristo'su,eo6rstwsy,آرسطوسی
aristo,eo6rstw,آرسطو
aristokrasi,eo6rysbo2wfo2resy,آریستوقراسی
aristokrat,eo6rysbo2wfo2rebo2,آریستوقرات
ariyet,aerybo2,عاریت
ariyeten,aeryho2o44,عاریةً
ariyeten,ao4eru4yo4ho2o44,عَارِیَةً
ariyyet,aerybo2,عاریت
ariyyeten vermek,aeryho2wyrmk,عاریةویرمک
ariyyeti (eyreti),aerybo2y,عاریتی
ariz,aerzo1,عارض
ariz,ao4eru4zo1o0,عَارِضْ
ariz,aryzo1,عریض
ariza,aryzo1h,عریضه
ariza,aryzo1h||,عریضه‌
arizi̇,ao4eru4zo1y,عَارِضی
ari̇f,ao4eru4fo1o0,عَارِفْ
ari̇fane,ao4eru4fo1o4ebo1o4h||,عَارِفَانَه‌
ari̇fi̇n,ao4eru4fo1u4ybo1o0,عَارِفِینْ
ari̇yeten,ao4eru4yo4ho2o44,عَارِیَةً
arjantin,eo6rro3ebo1bo2ybo1,آرژانتین
ark,arfo2,عرق
ark,eo6rfo2,آرق
arka kemiği,erfo2h kmbu2ky,ارقه کميکی
arka kemiği,erfo2h kmyky,ارقه کمیکی
arka olmak,erfo2h ew,ارقه او
arka,eo6rfo2e,آرقا
arka,eo6rfo2h,آرقه
arka,eo6rfo2h||,آرقه‌
arka,erfo2h,ارقه
arka,erfo2h||,ارقه‌
arkada,eo6rfo2h||dh,آرقه‌ده
arkadaki,eo6rfo2h||dh||ky,آرقه‌ده‌کی
arkadan,eo6rfo2h||dbo1,آرقه‌دن
arkadaş,eo6rfo2deso3,آرقداش
arkadaş,eo6rfo2deso3lfo2,آرقداشلق
arkadaş,eo6rfo2edeso3,آرقاداش
arkadaş,erfo2h deso3,ارقه داش
arkadaşane,eo6rfo2deso3ebo1h,آرقداشانه
arkadaşla,eo6rfo2deso3lh,آرقداشله
arkadaşlar,eo6rfo2deso3lr,آرقداشلر
arkadaşlara,eo6rfo2deso3lrh,آرقداشلره
arkadaşlarda,eo6rfo2deso3lrdh,آرقداشلرده
arkadaşlardan,eo6rfo2deso3lrdbo1,آرقداشلردن
arkadaşlarla,eo6rfo2deso3lrlh,آرقداشلرله
arkadaşları,eo6rfo2deso3lry,آرقداشلری
arkadaşlarım,eo6rfo2deso3lrm,آرقداشلرم
arkadaşlarıma,eo6rfo2deso3lrymh,آرقداشلریمه
arkadaşlarımdan,eo6rfo2deso3lrmdbo1,آرقداشلرمدن
arkadaşlarımdırlar,eo6rfo2deso3lrmdrlr,آرقداشلرمدرلر
arkadaşlarımla,eo6rfo2deso3lrmlh,آرقداشلرمله
arkadaşlarımsınız,eo6rfo2deso3lrmsko3ro1,آرقداشلرمسڭز
arkadaşlarımı,eo6rfo2deso3lrymy,آرقداشلریمی
arkadaşlarımın,eo6rfo2deso3lrymko3,آرقداشلریمڭ
arkadaşlarımız,eo6rfo2deso3lrymro1,آرقداشلریمز
arkadaşlarımıza,eo6rfo2deso3lrymro1h,آرقداشلریمزه
arkadaşlarımızdan,eo6rfo2deso3lrymro1dbo1,آرقداشلریمزدن
arkadaşlarımızla,eo6rfo2deso3lrymro1lh,آرقداشلریمزله
arkadaşlarımızın,eo6rfo2deso3lrymro1ko3,آرقداشلریمزڭ
arkadaşların,eo6rfo2deso3lrko3,آرقداشلرڭ
arkadaşlarına,eo6rfo2deso3lrybo1h,آرقداشلرینه
arkadaşlarından,eo6rfo2deso3lrbo1dbo1,آرقداشلرندن
arkadaşlarınla,eo6rfo2deso3lrko3lh,آرقداشلرڭله
arkadaşlarını,eo6rfo2deso3lrybo1y,آرقداشلرینی
arkadaşlarının,eo6rfo2deso3lrybo1ko3,آرقداشلرینڭ
arkadaşlarınıza,eo6rfo2deso3lryko3ro1h,آرقداشلریڭزه
arkadaşlarınızın,eo6rfo2deso3lryko3ro1ko3,آرقداشلریڭزڭ
arkadaşlarıyla,eo6rfo2deso3lrylh,آرقداشلریله
arkadaşlık etmek,erfo2h deso3lfo2 e,ارقه داشلق ا
arkadaşlık,eo6rfo2deso3lfo2,آرقداشلق
arkadaşlık,erfo2h deso3lfo2,ارقه داشلق
arkadaşlıklarına,eo6rfo2deso3lfo2lrybo1h,آرقداشلقلرینه
arkadaşlıklarından,eo6rfo2deso3lfo2lrbo1dbo1,آرقداشلقلرندن
arkadaşlığa,eo6rfo2deso3lao1h,آرقداشلغه
arkadaşlığı,eo6rfo2deso3lao1y,آرقداشلغی
arkadaşlığımızın,eo6rfo2deso3lao1mro1ko3,آرقداشلغمزڭ
arkadaşlığın,eo6rfo2deso3lao1ko3,آرقداشلغڭ
arkadaşlığına,eo6rfo2deso3lao1bo1h,آرقداشلغنه
arkadaşlığından,eo6rfo2deso3lao1bo1dbo1,آرقداشلغندن
arkadaşlığını,eo6rfo2deso3lao1bo1y,آرقداشلغنی
arkadaşlığınıza,eo6rfo2deso3lao1ko3ro1h,آرقداشلغڭزه
arkadaştı,eo6rfo2deso3dy,آرقداشدی
arkadaştır,eo6rfo2deso3dr,آرقداشدر
arkadaştırlar,eo6rfo2deso3drlr,آرقداشدرلر
arkadaşâne,eo6rfo2deso3ebo1h,آرقداشانه
arkadaşı,eo6rfo2deso3y,آرقداشی
arkadaşıdır,eo6rfo2deso3ydr,آرقداشیدر
arkadaşım,eo6rfo2deso3m,آرقداشم
arkadaşıma,eo6rfo2deso3mh,آرقداشمه
arkadaşımda,eo6rfo2deso3mdh,آرقداشمده
arkadaşımla,eo6rfo2deso3mlh,آرقداشمله
arkadaşımı,eo6rfo2deso3my,آرقداشمی
arkadaşımın,eo6rfo2deso3mko3,آرقداشمڭ
arkadaşımız,eo6rfo2deso3mro1,آرقداشمز
arkadaşımıza,eo6rfo2deso3mro1h,آرقداشمزه
arkadaşımızdan,eo6rfo2deso3mro1dbo1,آرقداشمزدن
arkadaşımızın,eo6rfo2deso3mro1ko3,آرقداشمزڭ
arkadaşın,eo6rfo2deso3ko3,آرقداشڭ
arkadaşına,eo6rfo2deso3bo1h,آرقداشنه
arkadaşını,eo6rfo2deso3bo1y,آرقداشنی
arkadaşının,eo6rfo2deso3bo1ko3,آرقداشنڭ
arkadaşınız,eo6rfo2deso3ko3ro1,آرقداشڭز
arkadaşınızı,eo6rfo2deso3ko3ro1y,آرقداشڭزی
arkadaşınızım,eo6rfo2deso3ko3ro1m,آرقداشڭزم
arkadaşıyla,eo6rfo2deso3ylh,آرقداشیله
arkadaşıyle,eo6rfo2deso3ylh,آرقداشیله
arkadaşıyım,eo6rfo2deso3y||ym,آرقداشی‌یم
arkalarında,eo6rfo2h||lrbo1dh,آرقه‌لرنده
arkalarındaki,eo6rfo2h||lrbo1dh||ky,آرقه‌لرنده‌کی
arkalarından,eo6rfo2h||lrbo1dbo1,آرقه‌لرندن
arkalarını,eo6rfo2h||lrybo1y,آرقه‌لرینی
arkalı,eo6rfo2ely,آرقالی
arkalı,eo6rfo2h||ly,آرقه‌لی
arkalık,eo6rfo2elfo2,آرقالق
arkalık,eo6rfo2h||lfo2,آرقه‌لق
arkalıç,eo6rfo2h||lyxu1,آرقه‌لیج
arkalıç,eo6rfo2h||lbu2xu1,آرقه‌ليج
arkama,eo6rfo2h||mh,آرقه‌مه
arkamda,eo6rfo2h||mdh,آرقه‌مده
arkamdaki,eo6rfo2h||mdh||ky,آرقه‌مده‌کی
arkamdan,eo6rfo2h||mdbo1,آرقه‌مدن
arkamı,eo6rfo2h||my,آرقه‌می
arkamızda,eo6rfo2h||mro1dh,آرقه‌مزده
arkana,eo6rfo2h||ko3h,آرقه‌ڭه
arkandan,eo6rfo2h||ko3dbo1,آرقه‌ڭدن
arkanıza,eo6rfo2h||ko3ro1h,آرقه‌ڭزه
arkanızda,eo6rfo2h||ko3ro1dh,آرقه‌ڭزده
arkası işlememek,erfo2h sy ebu2so3lmemk,ارقه سی ايشلمامک
arkası işlememek,erfo2h sy eyso3lmemk,ارقه سی ایشلمامک
arkası sıra gelmek,erfo2h sy zrh klmk,ارقه سی صره کلمک
arkası,eo6rfo2h||sy,آرقه‌سی
arkasına düşmek,erfo2h sbo1h dwso3mk,ارقه سنه دوشمک
arkasına,eo6rfo2h||sbo1h,آرقه‌سنه
arkasına,erfo2h sbo1h,ارقه سنه
arkasına,erfo2h sbo1h||,ارقه سنه‌
arkasında,eo6rfo2h||sbo1dh,آرقه‌سنده
arkasında,erfo2h sbo1dh,ارقه سنده
arkasında,erfo2h sbo1dh||,ارقه سنده‌
arkasındadır,eo6rfo2h||sbo1dh||dr,آرقه‌سنده‌در
arkasındaki,eo6rfo2h||sbo1dh||ky,آرقه‌سنده‌کی
arkasından,eo6rfo2h||sbo1dbo1,آرقه‌سندن
arkasını,eo6rfo2h||sbo1y,آرقه‌سنی
arkasının,eo6rfo2h||sbo1ko3,آرقه‌سنڭ
arkasıpek,eo6rfo2esy bu3k,آرقاسی پک
arkasıyla,eo6rfo2h||sylh,آرقه‌سیله
arkaya,eo6rfo2h||yh,آرقه‌یه
arklara,eo6rfo2lrh,آرقلره
arklardan,eo6rfo2lrdbo1,آرقلردن
arkları,eo6rfo2lry,آرقلری
arkların,eo6rfo2lrko3,آرقلرڭ
arklarını,eo6rfo2lrybo1y,آرقلرینی
arkuri (aykırı),erfo2wry,ارقوری
arkuri,erfo2wry,ارقوری
arkurı,eo6rfo2wry,آرقوری
arkının,eo6rfo2ybo1ko3,آرقینڭ
arkırı,erfo2wry,ارقوری
arlan,aerlebo1,عارلان
arlanmak,aerlebo1mfo2,عارلانمق
arma,eo6rme,آرما
arma,eo6rmh,آرمه
arma,eo6rmh||,آرمه‌
arma,ermh,ارمه
arma,ermh||,ارمه‌
armador,eo6rmedwr,آرمادور
arman,eo6rmebo1,آرمان
armatör,eo6rmebo2wr,آرماتور
armağan,eo6rmao1ebo1,آرمغان
armağansın,eo6rmao1ebo1sko3,آرمغانسڭ
armonik,eo6rmwbo1yk,آرمونیک
armoz,eo6rmwro1,آرموز
armud,eo6rmwd,آرمود
armudi,eo6rmwdy,آرمودی
armudî,eo6rmwdy,آرمودی
armut,eo6rmwd,آرمود
armut,ermwd,ارمود
armûdi,eo6rmwdy,آرمودی
arnavut,eo6rbo1ewd,آرناود
arnavut,eo6rbo1ewwd,آرناوود
arnavutlara,eo6rbo1ewdlrh,آرناودلره
arnavutluk,eo6rbo1ewdlfo2,آرناودلق
arnavutluk,eo6rbo1ewwdlfo2,آرناوودلق
arnavutluğa,eo6rbo1ewdlao1h,آرناودلغه
arnavutça,eo6rbo1ewdxu1h,آرناودجه
arnavutça,eo6rbo1ewdxu1h||,آرناودجه‌
arnavutça,eo6rbo1ewwdxu1h,آرناوودجه
arnavutça,eo6rbo1ewwdxu1h||,آرناوودجه‌
arnika,eo6rbo1bu2fo2e,آرنيقا
arnika,eo6rbo1yfo2e,آرنیقا
arnold'un,eo6rbo1wldko3,آرنولدڭ
arnold,eo6rbo1wld,آرنولد
arpa saman,erbu3h zmebo1,ارپه صمان
arpa suyu mayası,erbu3h zwbu2y mebu2h sy,ارپه صويی مايه سی
arpa suyu mayası,erbu3h zwyy meyh sy,ارپه صویی مایه سی
arpa suyu,eo6rbu3h||zwyy,آرپه‌صویی
arpa suyu,eo6rbu3h||zwbu2y,آرپه‌صويی
arpa suyu,erbu3h zwbu2y,ارپه صويی
arpa suyu,erbu3h zwyy,ارپه صویی
arpa,eo6rbu3e,آرپا
arpa,eo6rbu3h,آرپه
arpa,eo6rbu3h||,آرپه‌
arpa,erbu3h,ارپه
arpa,erbu3h||,ارپه‌
arpacı,eo6rbu3h||xu1y,آرپه‌جی
arpacık,eo6rbu3exu1fo2,آرپاجق
arpacık,eo6rbu3h||xu1fo2,آرپه‌جق
arpacık,erbu3h xu1fo2,ارپه جق
arpadan,eo6rbu3h||dbo1,آرپه‌دن
arpala,eo6rbu3ele,آرپالا
arpalamak,eo6rbu3elemfo2,آرپالامق
arpalamak,eo6rbu3h||lemfo2,آرپه‌لامق
arpalık,eo6rbu3elfo2,آرپالق
arpalık,eo6rbu3h||lfo2,آرپه‌لق
arpalık,erbu3h lfo2,ارپه لق
arpanın,eo6rbu3h||bo1ko3,آرپه‌نڭ
arpasuyu,eo6rbu3e swyy,آرپا سویی
arpaçay,eo6rbu3exu3ey,آرپاچای
arpağ,eo6rbu3eao1,آرپاغ
arpağan,eo6rbu3eao1ebo1,آرپاغان
arpağcı,eo6rbu3eao1xu1y,آرپاغجی
arsa,arzh,عرصه
arsa,arzh||,عرصه‌
arsalarına,arzh||lrybo1h,عرصه‌لرینه
arsenik,eo6rsbo1bu2k,آرسنيک
arsenik,eo6rsbo1yk,آرسنیک
arsenik,eo6rsh||bo1yk,آرسه‌نیک
arslan,eo6rslebo1,آرسلان
arslan,erslebo1,ارسلان
arslana,eo6rslebo1h,آرسلانه
arslancı,eo6rslebo1xu1y,آرسلانجی
arslandan,eo6rslebo1dbo1,آرسلاندن
arslanhane,eo6rslebo1xo1ebo1h,آرسلانخانه
arslanhane,eo6rslebo1xo1ebo1h||,آرسلانخانه‌
arslanlamak,eo6rslebo1lemfo2,آرسلانلامق
arslanlar,eo6rslebo1lr,آرسلانلر
arslanları,eo6rslebo1lry,آرسلانلری
arslanı,eo6rslebo1y,آرسلانی
arslanın,eo6rslebo1ko3,آرسلانڭ
arslanını,eo6rslebo1bo1y,آرسلاننی
arsız,aersro1,عارسز
arsızlan,aersro1lebo1,عارسزلان
arsızlanmak,aersro1lbo1mfo2,عارسزلنمق
arsızlanmak,aersro1lebo1mfo2,عارسزلانمق
arsızlık etmek,aersro1lfo2,عارسزلق
arsızlık,aersro1lfo2,عارسزلق
art,eo6rbo2,آرت
art,erd,ارد
artacaktır,eo6rbo2h||xu1fo2dr,آرته‌جقدر
artamak,eo6rbo2emfo2,آرتامق
artan,eo6rbo2ebo1,آرتان
artan,erbo2ebo1,ارتان
artar,eo6rbo2er,آرتار
artdır,eo6rbo2dyr,آرتدیر
artdırmak,eo6rbo2dyrmfo2,آرتدیرمق
artdırıl,eo6rbo2dyryl,آرتدیریل
artdırılmak,eo6rbo2dyrylmfo2,آرتدیریلمق
artemit'te,eo6rth||mybo2dh,آرطه‌میتده
artist,eo6rbo2ysbo2,آرتیست
artma,eo6rbo2mh,آرتمه
artma,eo6rbo2mh||,آرتمه‌
artmak,eo6rbo2mfo2,آرتمق
artmak,erbo2mfo2,ارتمق
artmakta,eo6rbo2mfo2dh,آرتمقده
artmasına,eo6rbo2mesbo1h,آرتماسنه
artmış parça,erbo2mso3 bu3erxu3h,ارتمش پارچه
artmış parça,erbo2mso3 bu3erxu3h||,ارتمش پارچه‌
artmış,erbo2mso3,ارتمش
artmıştır,eo6rbo2mso3dr,آرتمشدر
artova,eo6rbo2wwe,آرتووا
artsın,eo6rbo2sybo1,آرتسین
arttı,eo6rbo2dy,آرتدی
arttıkça,eo6rbo2dfo2xu1h,آرتدقجه
arttır,eo6rbo2dyr,آرتدیر
arttıracaktır,eo6rbo2dyrh||xu1fo2dr,آرتدیره‌جقدر
arttıran,eo6rbo2dyrebo1,آرتدیران
arttırarak,eo6rbo2dyrh||rfo2,آرتدیره‌رق
arttırdı,eo6rbo2dyrdy,آرتدیردی
arttırmak,eo6rbo2dbu2rmfo2,آرتديرمق
arttırmak,eo6rbo2dyrmfo2,آرتدیرمق
arttırmaktan,eo6rbo2dyrmfo2dbo1,آرتدیرمقدن
arttırmaya,eo6rbo2dyrmao1h,آرتدیرمغه
arttırmıştır,eo6rbo2dyrmso3dr,آرتدیرمشدر
arttırsın,eo6rbo2dyrsybo1,آرتدیرسین
arttırıl,eo6rbo2dyryl,آرتدیریل
arttırılmak,eo6rbo2dbu2rlmfo2,آرتديرلمق
arttırılmak,eo6rbo2dyrlmfo2,آرتدیرلمق
arttırılmak,eo6rbo2dyrylmfo2,آرتدیریلمق
arttırılmasına,eo6rbo2dyrylmesbo1h,آرتدیریلماسنه
arttırır,eo6rbo2dyrr,آرتدیرر
arttırırlar,eo6rbo2dyrrlr,آرتدیررلر
artuşi,ertwso3y,ارطوشی
artvin,eo6rbo2wybo1,آرتوین
artür,eo6rbo2r,آرتر
artık ,eo6rbo2fo2,آرتق
artık,eo6rbo2bu2fo2,آرتيق
artık,eo6rbo2fo2,آرتق
artık,eo6rbo2yfo2,آرتیق
artık,erbo2fo2,ارتق
artıklık,eo6rbo2bu2fo2lfo2,آرتيقلق
artıklık,eo6rbo2yfo2lfo2,آرتیقلق
artır,eo6rbo2yr,آرتیر
artıran,eo6rbo2yrebo1,آرتیران
artırarak,eo6rbo2yrerfo2,آرتیرارق
artırdı,eo6rbo2yrdy,آرتیردی
artırmak,eo6rbo2yrmfo2,آرتیرمق
artırmak,erbo2rmfo2,ارترمق
artırmakta,eo6rbo2yrmfo2dh,آرتیرمقده
artırmaktadır,eo6rbo2yrmfo2dh||dr,آرتیرمقده‌در
artırmaktır,eo6rbo2yrmfo2dr,آرتیرمقدر
artırmaya,eo6rbo2yrmeyh,آرتیرمایه
artırmağa,eo6rbo2yrmao1h,آرتیرمغه
artırmıştır,eo6rbo2yrmso3dr,آرتیرمشدر
artırsın,eo6rbo2yrsybo1,آرتیرسین
artırılmasına,eo6rbo2yrylmesbo1h,آرتیریلماسنه
artırır,eo6rbo2yrr,آرتیرر
artırıyor,eo6rbo2yryywr,آرتیرییور
artıyor,eo6rbo2yywr,آرتییور
artıyordu,eo6rbo2yywrdy,آرتییوردی
arun,eo6rwbo1,آرون
arus,arws,عروس
aruz,arwzo1,عروض
arvana,eo6rwebo1h,آروانه
arvana,eo6rwebo1h||,آروانه‌
arvas,eo6rwes,آرواس
arya,eo6rbu2e,آريا
arya,eo6rye,آریا
arz etmek,arzo1 e,عرض ا
arz'a,eo5rzo1h,أرضه
arz'ca,eo5rzo1xu1h,أرضجه
arz'da,eo5rzo1dh,أرضده
arz'daki,eo5rzo1dh||ky,أرضده‌کی
arz'dan,eo5rzo1dbo1,أرضدن
arz'dır,eo5rzo1dr,أرضدر
arz'ı,eo5rzo1y,أرضی
arz'ımız,eo5rzo1mro1,أرضمز
arz'ın,eo5rzo1ko3,أرضڭ
arz'ında,eo5rzo1bo1dh,أرضنده
arz,ao4ro0zo1o0,عَرْضْ
arz,arzo1,عرض
arz,eo4ro0zo1o0,اَرْضْ
arz,eo5rzo1,أرض
arz,eo6rzo1,آرض
arz,erzo1,ارض
arz-i beyza,eo4ro0zo1u4 bu1o4yo0zo1o4e,اَرْضِ بَیْضَا
arz-i beyzâ,eo4ro0zo1u4 bu1o4bu2o0zo1o4e,اَرْضِ بَيْضَا
arz-i endam,ao4ro0zo1u4 eo4bo1o0do4emo0,عَرْضِ اَنْدَامْ
arz-i endâm,ao4ro0zo1u4 eo4bo1o0do4emo0,عَرْضِ اَنْدَامْ
arz-i hacet,ao4ro0zo1u4 xo4exu1o4bo2o0,عَرْضِ حَاجَتْ
arz-i hâcet,ao4ro0zo1u4 xo4exu1o4bo2o0,عَرْضِ حَاجَتْ
arz-ı aşk etmek,arzo1 aso3fo2 e,عرض عشق ا
arz-ı beled,arzo1 bu1ld,عرض بلد
