
c,xu1,ج
ci̇lve-i̇ vahdet,xu1u4lo0wo4u4 wo4xo0do4bo2o0,جِلْوَِ وَحْدَتْ
ci̇lveger,xu1u4lo0wo4h||,جِلْوَه‌
ci̇n,xu1bo1,جن
ci̇nan,xu1bo1ebo1,جنان
ci̇nayet,xu1bo1eybo2,جنایت
ci̇nnet-i̇ muvakkata,xu1u4bo1o4o8bo2u4 mo9wo4fo2o4o8bo2o4h||,جِنَّتِ مُوَقَّتَه‌
ci̇ns-i̇ ceza,xu1bo1o0su4 xu1o4ro1o4e,جنْسِ جَزَا
ci̇ri̇m,xu1u4ru4mo0,جِرِمْ
ci̇rm,xu1rm,جرم
ci̇si̇m,xu1sm,جسم
ci̇sm-i̇ zi̇hayat,xu1u4so0mu4 do1u4y xo4yo4ebo2o0,جِسْمِ ذِی حَیَاتْ
ci̇smani̇,xu1u4so0mo4ebo1y,جِسْمَانی
ci̇smen,xu1u4so0mo44e,جِسْمًا
cokey,xu1wkh<>y,جوکه‌ی
cokey,xu1wkh||y,جوکه‌ی
colomb,fo2wlwmbu1,قولومب
corc'u,xu1wrxu1y,جورجی
corsele,fo2wrsh||l,قورسه‌ل
coğrafya,xu1ao1refo1bu2e,جغرافيا
coğrafya,xu1ao1refo1ye,جغرافیا
coğrafyacı,xu1ao1refo1yexu1y,جغرافیاجی
coğrafyacılar,xu1ao1refo1yexu1ylr,جغرافیاجیلر
coğrafyacıların,xu1ao1refo1yexu1ylrko3,جغرافیاجیلرڭ
coğrafyanın,xu1ao1refo1yebo1ko3,جغرافیانڭ
coğrafyaya,xu1ao1refo1yeyh,جغرافیایه
coş,xu1wso3,جوش
coşacak,xu1wso3h||xu1fo2,جوشه‌جق
coşan,xu1wso3ebo1,جوشان
coşar,xu1wso3er,جوشار
coşdur,xu1wso3dwr,جوشدور
coşdurmak,xu1wso3dwrmfo2,جوشدورمق
coşkun,xu1wso3fo2wbo1,جوشقون
coşkunluk,xu1wso3fo2wbo1lfo2,جوشقونلق
coşkunlukları,xu1wso3fo2wbo1lfo2lry,جوشقونلقلری
coşkunluklarımın,xu1wso3fo2wbo1lfo2lrymko3,جوشقونلقلریمڭ
coşmak,xu1wso3mfo2,جوشمق
coşmuş,xu1wso3mso3,جوشمش
coşmuştu,xu1wso3mso3dy,جوشمشدی
coştu,xu1wso3dy,جوشدی
coştukça,xu1wso3dfo2xu1h,جوشدقجه
coştum,xu1wso3dm,جوشدم
coşturmada,xu1wso3dyrmedh,جوشدیرماده
coşturmuş,xu1wso3dyrmso3,جوشدیرمش
coşturup,xu1wso3dyrwbu1,جوشدیروب
coşup,xu1wso3wbu1,جوشوب
cu',xu1wa,جوع
cu',xu1wso3,جوش
cu,xu1w,جو
cuce,xu1wxu1h||,جوجه‌
cud,xu1wd,جود
cudi'de,xu1wdy||dh,جودی‌ده
cudi'nin,xu1wdy||bo1ko3,جودی‌نڭ
cudi,xu1wdy||,جودی‌
cudi-i,xu1wdyo5u4,جودئِ
cuhfî'nin,xu1xfo1ybo1ko3,جحفینڭ
cul,xu1l,جل
culah,xu1wleh||,جولاه‌
culture,kwlbo2wr,کولتور
cum'a günü,xu1mah kwbo1y,جمعه کونی
cum'a,xu1mah,جمعه
cum'a,xu1mah||,جمعه‌
cum'ada,xu1mah||dh,جمعه‌ده
cum'alarında,xu1mah||lrbo1dh,جمعه‌لرنده
cuma,xu1mah,جمعه
cuma,xu1mah||,جمعه‌
cuma-ertesi,xu1mah ebu2rbo2sy,جمعه ايرتسی
cuma-ertesi,xu1mah eyrbo2sy,جمعه ایرتسی
cumaertesi,xu1ma ebu2rbo2sy,جمع ايرتسی
cumaertesi,xu1ma eyrbo2sy,جمع ایرتسی
cumalık,xu1mah<>lfo2,جمعه‌لق
cumalık,xu1mah||lfo2,جمعه‌لق
cumanın,xu1mah||bo1ko3,جمعه‌نڭ
cumartesi,xu1mah eyrbo2sy,جمعه ایرتسی
cumartesi,xu1mah<>eyrbo2h<>sy,جمعه‌ایرته‌سی
cumartesi,xu1mah||eyrbo2h||sy,جمعه‌ایرته‌سی
cumaya,xu1mah||yh,جمعه‌یه
cumba,xu1wmbu1e,جومبا
cumbadak,xu1wbo1bu1edefo2,جونباداق
cumbul,xu1wmbu1wl,جومبول
cumbulda,xu1wmbu1wlde,جومبولدا
cumbuldamak,xu1wmbu1wldemfo2,جومبولدامق
cumhur,xu1mhwr,جمهور
cumhur,xu1o9mo0ho9wro0,جُمْهُورْ
cumhur-u avam,xu1o9mo0ho9wro9 ao4wo4emo0,جُمْهُورُ عَوَامْ
cumhur-u,xu1mhwru4,جمهورِ
cumhura,xu1mhwrh,جمهوره
cumhurcu,xu1mhwrxu1y,جمهورجی
cumhurda,xu1mhwrdh,جمهورده
cumhurdan,xu1mhwrdbo1,جمهوردن
cumhurdur,xu1mhwrdr,جمهوردر
cumhuri,xu1mhwry,جمهوری
cumhuriye,xu1mhwryh,جمهوریه
cumhuriyede,xu1mhwryh||dh,جمهوریه‌ده
cumhuriyenin,xu1mhwryh||bo1ko3,جمهوریه‌نڭ
cumhuriyet,xu1mhwrybo2,جمهوریت
cumhuriyete,xu1mhwrybo2h,جمهوریته
cumhuriyeti'ne,xu1mhwrybo2bo1h,جمهوریتنه
cumhuriyeti,xu1mhwrybo2y,جمهوریتی
cumhuriyetin,xu1mhwrybo2ko3,جمهوریتڭ
cumhuriyetler,xu1mhwrybo2lr,جمهوریتلر
cumhuriyetperverlik,xu1mhwrybo2||bu3rwrlk,جمهوریت‌پرورلک
cumhuriyetperverliklerine,xu1mhwrybo2||bu3rwrlklrybo1h,جمهوریت‌پرورلکلرینه
cumhuriyette,xu1mhwrybo2dh,جمهوریتده
cumhuriyetteki,xu1mhwrybo2dh||ky,جمهوریتده‌کی
cumhuriyettir,xu1mhwrybo2dr,جمهوریتدر
cumhuriyetçi,xu1mhwrybo2xu1y,جمهوریتجی
cumhuriyetçidirler,xu1mhwrybo2xu1ydrlr,جمهوریتجیدرلر
cumhuriyeyi,xu1mhwryh||yy,جمهوریه‌یی
cumhuriyyet,xu1mhwrybo2,جمهوریت
cumhuru,xu1mhwry,جمهوری
cumhurun,xu1mhwrko3,جمهورڭ
cumhurî,xu1mhwry,جمهوری
cumhurîden,xu1mhwrydbo1,جمهوریدن
cumhûr,xu1mhwr,جمهور
cumhûr,xu1o9mo0ho9wro0,جُمْهُورْ
cumhûr-u avâm,xu1o9mo0ho9wro9 ao4wo4emo0,جُمْهُورُ عَوَامْ
cumhûriyet,xu1mhwrybo2,جمهوریت
cumhûriyyet,xu1mhwrybo2,جمهوریت
cumhûrî,xu1mhwry,جمهوری
cum’a,xu1mah||,جمعه‌
cunha etmek,xu1bo1xu1h e,جنجه ا
cunha sahibi,xu1bo1xh zexbu1y,جنحه صاحبی
cunha sâhibi,xu1bo1xh zexbu1y,جنحه صاحبی
cunha,xu1bo1xh,جنحه
cunha,xu1bo1xh||,جنحه‌
cunhasını isbat etmek,xu1bo1xh sbo1y ebo3bu1ebo2 e,جنحه سنی اثبات ا
cunhasını isbât etmek,xu1bo1xh sbo1y ebo3bu1ebo2 e,جنحه سنی اثبات ا
cunhâ etmek,xu1bo1xu1h e,جنجه ا
cura,xu1wre,جورا
curcuna,xu1wrxu1wbo1e,جورجونا
curnal,xu1wrbo1el,جورنال
cuy,xu1wy,جوی
cuybar,xu1wybu1er,جویبار
cuyende,xu1wybo1dh||,جوینده‌
cuğd,xu1ao1d,جغد
cuş,xu1wso3,جوش
cuş-u huruş,xu1wso3 w xo1rwso3,جوش و خروش
cuşacuş,xu1wso3exu1wso3,جوشاجوش
cuşan,xu1wso3ebo1,جوشان
cuşiş,xu1wso3so3,جوشش
cuşişli,xu1wso3so3ly,جوششلی
cu’,xu1wso3,جوش
câ,xu1e,جا
câbecâ,xu1ebu1xu1e,جابجا
câbir'den,xu1ebu1rdbo1,جابردن
câbir'in,xu1ebu1rko3,جابرڭ
câbir,xu1ebu1r,جابر
câbir-ül,xu1ebu1r el,جابر ال
câdde,xu1edh,جاده
câdû,xu1edw,جادو
câdûger,xu1edwko7r,جادوگر
câh,xu1eh,جاه
câh-ı,xu1ehu4,جاهِ
câha,xu1ehh,جاهه
câhid,xu1ehd,جاهد
câhil,xu1ehl,جاهل
câhiliyette,xu1ehlybo2dh,جاهلیتده
câhillik,xu1ehllk,جاهللک
câhilâne,xu1ehlebo1h,جاهلانه
câhtan,xu1ehdbo1,جاهدن
câhı,xu1ehy,جاهی
câhını,xu1ehbo1y,جاهنی
câilin,xu1ealko3,جاعلڭ
câiz kılmak,xu1ebo5ro1 fo2bu2lmfo2,جائز قيلمق
câiz,xu1ebo5ro1,جائز
câiz,xu1o4ebo5u4ro1o0,جَائِزْ
câize,xu1ebo5ro1h,جائزه
câlib,xu1elbu1,جالب
câlib-i dikkat,xu1elbu1 dfo2bo2,جالب دقت
câlib-i,xu1elbu1u4,جالبِ
câlis,xu1els,جالس
câlî,xu1aly,جعلی
câm,xu1em,جام
câm-ı,xu1emu4,جامِ
câme,xu1emh,جامه
câmedir,xu1emh||dr,جامه‌در
câmedân,xu1emh debo1,جامه دان
câmegî,xu1emko7y,جامگی
câmekan,xu1emkebo1,جامکان
câmeşûy,xu1emh so3wy,جامه شوی
câmi',xu1ema,جامع
câmi',xu1o4emu4ao0,جَامِعْ
câmi'-i,xu1emau4,جامعِ
câmi'-ül,xu1ema el,جامع ال
câmi'de,xu1emadh,جامعده
câmi'deki,xu1emadh||ky,جامعده‌کی
câmi'dir,xu1emadr,جامعدر
câmi'dirler,xu1emadrlr,جامعدرلر
câmi'e,xu1emah,جامعه
câmi'in,xu1emako3,جامعڭ
câmi'ye,xu1emah,جامعه
câmi,xu1ema,جامع
câmi-i,xu1emau4,جامعِ
câmi-ül,xu1ema el,جامع ال
câmia,xu1emah,جامعه
câmia-i,xu1emah||u4,جامعه‌ِ
câmiadır,xu1emah||dr,جامعه‌در
câmianın,xu1emah||bo1ko3,جامعه‌نڭ
câmiası,xu1emah||sy,جامعه‌سی
câmiasına,xu1emah||sbo1h,جامعه‌سنه
câmiasında,xu1emah||sbo1dh,جامعه‌سنده
câmiasının,xu1emah||sbo1ko3,جامعه‌سنڭ
câmiasıyla,xu1emah||sylh,جامعه‌سیله
câmiayı,xu1emah||yy,جامعه‌یی
câmid,xu1emd,جامد
câmide,xu1emadh,جامعده
câmideki,xu1emadh||ky,جامعده‌کی
câmidekiler,xu1emadh||kylr,جامعده‌کیلر
câmiden,xu1emadbo1,جامعدن
câmidir,xu1emadr,جامعدر
câmie,xu1emah,جامعه
câmii'nde,xu1emabo1dh,جامعنده
câmii'ndeki,xu1emabo1dh||ky,جامعنده‌کی
câmii'nden,xu1emabo1dbo1,جامعندن
câmii'ne,xu1emabo1h,جامعنه
câmii'ni,xu1emabo1y,جامعنی
câmii'nin,xu1emabo1ko3,جامعنڭ
câmii,xu1emay,جامعی
câmiim,xu1emam,جامعم
câmiime,xu1emamh,جامعمه
câmiimi,xu1emamy,جامعمی
câmiin,xu1emako3,جامعڭ
câmiinde,xu1emabo1dh,جامعنده
câmiindeki,xu1emabo1dh||ky,جامعنده‌کی
câmiinden,xu1emabo1dbo1,جامعندن
câmiine,xu1emabo1h,جامعنه
câmiiyet,xu1emaybo2,جامعیت
câmiiyet-i,xu1emaybo2u4,جامعیتِ
câmiiyete,xu1emaybo2h,جامعیته
câmiiyeti,xu1emaybo2y,جامعیتی
câmiiyetidir,xu1emaybo2ydr,جامعیتیدر
câmiiyetin,xu1emaybo2ko3,جامعیتڭ
câmiiyetinden,xu1emaybo2bo1dbo1,جامعیتندن
câmiiyetine,xu1emaybo2bo1h,جامعیتنه
câmiiyetini,xu1emaybo2bo1y,جامعیتنی
câmiiyetinin,xu1emaybo2bo1ko3,جامعیتنڭ
câmiiyetiyle,xu1emaybo2ylh,جامعیتیله
câmiiyetle,xu1emaybo2lh,جامعیتله
câmiiyette,xu1emaybo2dh,جامعیتده
câmiiyettir,xu1emaybo2dr,جامعیتدر
câmiiyyet-i,xu1emaybo2u4,جامعیتِ
câmiiyyeti,xu1emaybo2y,جامعیتی
câmiiyyetiyle,xu1emaybo2ylh,جامعیتیله
câmiiyyetle,xu1emaybo2lh,جامعیتله
câmiler,xu1emalr,جامعلر
câmilerde,xu1emalrdh,جامعلرده
câmilere,xu1emalrh,جامعلره
câmileri,xu1emalry,جامعلری
câmilerin,xu1emalrko3,جامعلرڭ
câmilerinde,xu1emalrbo1dh,جامعلرنده
câmimiz,xu1emamro1,جامعمز
câminin,xu1emako3,جامعڭ
câmisi,xu1emasy,جامعسی
câmisinin,xu1emasybo1ko3,جامعسینڭ
câmiye,xu1emah,جامعه
câmiyi,xu1emay,جامعی
câmiülkelim,xu1ema elklm,جامع الکلم
câmiülkelâm,xu1ema elklem,جامع الکلام
câmî'nin,xu1emy||bo1ko3,جامی‌نڭ
câmî'yi,xu1emy||yy,جامی‌یی
câmî,xu1emy,جامی
câmûs,xu1emws,جاموس
cân,xu1ebo1,جان
cânbâz,xu1ebo1bu1ero1,جانباز
cândâr,xu1ebo1der,جاندار
cândır,xu1ebo1dr,جاندر
câne,xu1ebo1h,جانه
cânefzâ,xu1ebo1 efo1ro1e,جان افزا
cânfersâ,xu1ebo1 fo1rse,جان فرسا
cânfezâ,xu1ebo1 fo1ro1e,جان فزا
cânfeşân,xu1ebo1 fo1so3ebo1,جان فشان
cângüdâz,xu1ebo1 ko7dero1,جان گداز
câni,xu1ebo1y,جانی
câni,xu1o4ebo1bu2,جَاني
cânib,xu1ebo1bu1,جانب
cânib-i,xu1ebo1bu1u4,جانبِ
cânibdâr,xu1ebo1bu1der,جانبدار
cânibinde,xu1ebo1bu1bo1dh,جانبنده
cânibinden,xu1ebo1bu1bo1dbo1,جانبندن
cânibine,xu1ebo1bu1bo1h,جانبنه
cânilerin,xu1ebo1ylrko3,جانیلرڭ
câninin,xu1ebo1ybo1ko3,جانینڭ
câniyane,xu1ebo1yebo1h,جانیانه
câniye,xu1ebo1yh,جانیه
câniyi,xu1ebo1y||yy,جانی‌یی
cânişin,xu1ebo1so3bu2bo1,جانشين
cânn,xu1ebo1o8,جانّ
cânnisâr,xu1ebo1 bo1bo3er,جان نثار
cânsiperâne,xu1ebo1 sbu3rebo1h,جان سپرانه
cânsipâr,xu1ebo1 sbu3er,جان سپار
cânsitân,xu1ebo1 sbo2ebo1,جان ستان
cânver,xu1ebo1 wr,جان ور
cânâ,xu1ebo1e,جانا
cânân,xu1ebo1ebo1,جانان
cânâne,xu1ebo1ebo1h,جانانه
cânî,xu1ebo1y,جانی
cânı istemek,xu1ebo1y esbo2mk,جانی استمک
cânı,xu1ebo1y,جانی
cânımızı,xu1ebo1mro1y,جانمزی
cânın,xu1ebo1ko3,جانڭ
cânını almak,xu1ebo1bo1y elmfo2,جاننی المق
câr,xu1er,جار
câri,xu1ery,جاری
câridir,xu1erydr,جاریدر
câriha,xu1erxh,جارحه
câriye,xu1erbu2h,جاريه
câriye,xu1eryh,جاریه
cârud,xu1erwbo2,جاروت
cârî,xu1eru4,جارِ
cârî,xu1ery,جاری
cârî,xu1o4erbu2,جَاري
cârîdir,xu1erydr,جاریدر
cârînin,xu1erybo1ko3,جارینڭ
cârîyi,xu1ery||yy,جاری‌یی
cârû,xu1erw,جارو
cârûb,xu1erwbu1,جاروب
cârşeb,xu1erso3bu1,جارشب
câsiye,xu1ebo3yh,جاثیه
câsus,xu1esws,جاسوس
câsuslamak,xu1eswslemfo2,جاسوسلامق
câsusluk,xu1eswslfo2,جاسوسلق
câsûs,xu1esws,جاسوس
câsûsluk yapmak,xu1eswslfo2 e,جاسوسلق ا
câsûsî,xu1eswsy,جاسوسی
câvid,xu1ewd,جاود
câvidan,xu1ewdebo1,جاودان
câvidân,xu1ewdebo1,جاودان
câvidânî,xu1ewdebo1y,جاودانی
cây,xu1ey,جای
cây-i suâl,xu1ey swo5el,جای سؤال
cây-i,xu1eyu4,جایِ
cây-ı,xu1eyu4,جایِ
câygâh,xu1eyko7eh,جایگاه
câygîr olmak,xu1ebu2kbu2rew,جايکيراو
câyi',xu1eya,جایع
câynişîn,xu1eybo1so3bu2bo1,جاینشين
câzib,xu1edo1bu1,جاذب
câzib,xu1ero1bu1,جازب
câzibe,xu1edo1bu1h,جاذبه
câzibe,xu1ero1bu1h,جازبه
câzibe,xu1o4edo1u4bu1o4h,جَاذِبَه
câzibe-i,xu1edo1bu1h||u4,جاذبه‌ِ
câzibedar,xu1edo1bu1h||der,جاذبه‌دار
câzibedârın,xu1edo1bu1h||derko3,جاذبه‌دارڭ
câzibeli,xu1edo1bu1h||ly,جاذبه‌لی
câzibiyyet,xu1edo1bu1bu2bo2,جاذبيت
câzim,xu1ero1m,جازم
câzimeden,xu1ero1mh||dbo1,جازمه‌دن
cîfe,xu1bu2fo1h,جيفه
cîfe,xu1u4bu2fo1o4h,جِيفَه
cîfe,xu1yfo1h,جیفه
cîve,xu1bu2wh,جيوه
cömerd,xu1wmrd,جومرد
cömerdlik,xu1wmrdlk,جومردلک
cömert,xu1wmrd,جومرد
cömertlik,xu1wmrdlk,جومردلک
cömertliktir,xu1wmrdlkdr,جومردلکدر
cû',xu1wa,جوع
cû',xu1wso3,جوش
cû'un,xu1wako3,جوعڭ
cû,xu1w,جو
cûce,xu1wxu1h,جوجه
cûd,xu1wd,جود
cûd-u,xu1wdu4,جودِ
cûdda,xu1wddh,جودده
cûdi-i,xu1wdyo5u4,جودئِ
cûdu,xu1wdy,جودی
cûlâh,xu1wleh,جولاه
cûy,xu1wy,جوی
cûybâr,xu1wybu1er,جویبار
cûyem,xu1o9wyo4mo0,جُویَمْ
cûyende,xu1wybo1dh,جوینده
cûş,xu1wso3,جوش
cûşiş,xu1wso3so3,جوشش
cûşişli,xu1wso3so3ly,جوششلی
cûşâcûş,xu1wso3exu1wso3,جوشاجوش
cûşân,xu1wso3ebo1,جوشان
cübbaî,xu1bu1o8eyo5y,جبّائی
cübbe,xu1bu1h,جبه
cübbe,xu1bu1h||,جبه‌
cübbe,xu1bu1o8h,جبّه
cübbeme,xu1bu1o8h||mh,جبّه‌مه
cübbesini,xu1bu1o8h||sbo1y,جبّه‌سنی
cübbeye,xu1bu1o8h||yh,جبّه‌یه
cübbeyi,xu1bu1o8h||yy,جبّه‌یی
cübn,xu1bu1bo1,جبن
cüce,xu1wxu1h,جوجه
cüce,xu1wxu1h||,جوجه‌
cücelik,xu1wxu1h<>lk,جوجه‌لک
cücelik,xu1wxu1h||lk,جوجه‌لک
cücük,xu1wxu1wk,جوجوک
cüda,xu1de,جدا
cüda,xu1o9do4e,جُدَا
cüdasın,xu1desko3,جداسڭ
cüdayi,xu1deyy,جدایی
cüderi,xu1dry,جدری
cüderî,xu1dry,جدری
cüdeyy,xu1dy,جدی
cüdran,xu1drebo1,جدران
cüdrân,xu1drebo1,جدران
cüdâ,xu1de,جدا
cüdâ,xu1o9do4e,جُدَا
cüdâyî,xu1deyy,جدایی
cüft,xu1fo1bo2,جفت
cüfte,xu1fo1bo2h,جفته
cüfte,xu1fo1bo2h||,جفته‌
cühela,xu1hlec,جهلاء
cühelâ,xu1hlec,جهلاء
cühhal,xu1hel,جهال
cühhal-i,xu1o9ho8elu4,جُهّالِ
cühhâl,xu1hel,جهال
cühud,xu1o9xwd,جُحود
cühuda,xu1o9xwdh,جُحوده
cüllah,xu1leh||,جلاه‌
cüllâh,xu1leh,جلاه
cülnardan,xu1lbo1erdbo1,جلناردن
cülus etmek,xu1lws e,جلوس ا
cülus,xu1lws,جلوس
cülusiyye,xu1lwsyh||,جلوسیه‌
cülûs etmek,xu1lws e,جلوس ا
cülûs,xu1lws,جلوس
cülûs-u,xu1lwsu4,جلوسِ
cülûsiyye,xu1lwsbu2h,جلوسيه
cümbüş,xu1bo1bu1so3,جنبش
cümbüşlü,xu1bo1bu1so3ly,جنبشلی
cümcüme,xu1mxu1mh,جمجمه
cümcüme,xu1mxu1mh||,جمجمه‌
cümel,xu1ml,جمل
cümel,xu1o9mo4lo0,جُمَلْ
cümhur,xu1mhwr,جمهور
cümle,xu1mlh,جمله
cümle,xu1mlh||,جمله‌
cümle,xu1o9mo0lo4h,جُمْلَه
cümle,xu1o9mo0lo4h||,جُمْلَه‌
cümle-ecza,xu1mlh eo5xu1ro1e,جمله أجزا
cümle-i,xu1mlh||u4,جمله‌ِ
cümle-yi,xu1mlh||u4,جمله‌ِ
cümlede,xu1mlh||dh,جمله‌ده
cümledeki,xu1mlh||dh||ky,جمله‌ده‌کی
cümleden,xu1mlh||dbo1,جمله‌دن
cümledendir,xu1mlh||dbo1dr,جمله‌دندر
cümledir,xu1mlh||dr,جمله‌در
cümleler,xu1mlh||lr,جمله‌لر
cümlelerde,xu1mlh||lrdh,جمله‌لرده
cümlelerden,xu1mlh||lrdbo1,جمله‌لردن
cümlelere,xu1mlh||lrh,جمله‌لره
cümleleri,xu1mlh||lry,جمله‌لری
cümleleridir,xu1mlh||lrydr,جمله‌لریدر
cümlelerin,xu1mlh||lrko3,جمله‌لرڭ
cümlelerinde,xu1mlh||lrbo1dh,جمله‌لرنده
cümlelerindeki,xu1mlh||lrbo1dh||ky,جمله‌لرنده‌کی
cümlelerinden,xu1mlh||lrbo1dbo1,جمله‌لرندن
cümlelerine,xu1mlh||lrybo1h,جمله‌لرینه
cümlelerini,xu1mlh||lrybo1y,جمله‌لرینی
cümlelerinin,xu1mlh||lrybo1ko3,جمله‌لرینڭ
cümleleriyle,xu1mlh||lrylh,جمله‌لریله
cümlelerle,xu1mlh||lrlh,جمله‌لرله
cümlemiz,xu1mlh||mro1,جمله‌مز
cümlemizi,xu1mlh||mro1y,جمله‌مزی
cümlemizin,xu1mlh||mro1ko3,جمله‌مزڭ
cümlenin,xu1mlh||bo1ko3,جمله‌نڭ
cümlenize,xu1mlh||ko3ro1h,جمله‌ڭزه
cümlesi,xu1mlh||sy,جمله‌سی
cümlesidir,xu1mlh||sydr,جمله‌سیدر
cümlesinde,xu1mlh||sbo1dh,جمله‌سنده
cümlesindeki,xu1mlh||sbo1dh||ky,جمله‌سنده‌کی
cümlesinden,xu1mlh||sbo1dbo1,جمله‌سندن
cümlesine,xu1mlh||sbo1h,جمله‌سنه
cümlesini,xu1mlh||sbo1y,جمله‌سنی
cümlesinin,xu1mlh||sbo1ko3,جمله‌سنڭ
cümlesiyle,xu1mlh||sylh,جمله‌سیله
cümleten satıp def' etmek,xu1mlho2 zebo2wbu1 dfo1a e,جملة صاتوب دفع ا
cümleten,xu1mlho2,جملة
cümleten,xu1mlho2o44,جملةً
cümleye,xu1mlh||yh,جمله‌یه
cümleyi,xu1mlh||yy,جمله‌یی
cümud,xu1mwd,جمود
cümud-u,xu1mwdu4,جمودِ
cümudet,xu1mwdbo2,جمودت
cümudetini,xu1mwdbo2bo1y,جمودتنی
cümudiye,xu1mwdyh||,جمودیه‌
cümudiye,xu1o9mo9wdu4yo4h||,جُمُودِیَه‌
cümudiyeleri,xu1mwdyh||lry,جمودیه‌لری
cümudiyeti,xu1mwdybo2y,جمودیتی
cümudiyetleri,xu1mwdybo2lry,جمودیتلری
cümudiyle,xu1mwdylh,جمودیله
cümudiyye,xu1mwdyh||,جمودیه‌
cümudiyyeti,xu1mwdybo2y,جمودیتی
cümudi̇ye,xu1o9mo9wdu4yo4h||,جُمُودِیَه‌
cümudu,xu1mwdy,جمودی
cümuduyla,xu1mwdylh,جمودیله
cümûd,xu1mwd,جمود
cümûdiye,xu1mwdyh,جمودیه
cümûdiye,xu1o9mo9wdu4bu2o4h,جُمُودِيَه
cümûdiyye,xu1mwdyh,جمودیه
cünban,xu1bo1bu1ebo1,جنبان
cünbiş,xu1bo1bu1so3,جنبش
cünbân,xu1bo1bu1ebo1,جنبان
cünbüş,xu1bo1bu1so3,جنبش
cünbüşler,xu1bo1bu1so3lr,جنبشلر
cünbüşlü,xu1bo1bu1so3lw,جنبشلو
cünd,xu1bo1d,جند
cünd-ü,xu1bo1du4,جندِ
cündi,xu1bo1dy,جندی
cündilik,xu1bo1dbu2lk,جنديلک
cündilik,xu1bo1dylk,جندیلک
cündî,xu1bo1dy,جندی
cündîlik,xu1bo1dylk,جندیلک
cündüb,xu1bo1do9bu1o0,جندُبْ
cüneyd-i,xu1bo1ydu4,جنیدِ
cünha,xu1bo1xh,جنحه
cünha,xu1bo1xh||,جنحه‌
cünha,xu1bo1xu1h,جنجه
cünha,xu1bo1xu1h||,جنجه‌
cünhalı,xu1bo1xh lw,جنحه لو
cünnet-ül,xu1o9bo1o8o4bo2o9 elo0,جُنَّتُ الْ
cünud,xu1bo1wd,جنود
cünud-u,xu1bo1wdu4,جنودِ
cünuddan,xu1bo1wddbo1,جنوددن
cünudu,xu1bo1wdy,جنودی
cünudullah,xu1bo1wd e||ellh,جنود ا‌الله
cünudumdan,xu1bo1wdmdbo1,جنودمدن
cünudundan,xu1bo1wdbo1dbo1,جنودندن
cünudunun,xu1bo1wdybo1ko3,جنودینڭ
cünun,xu1bo1wbo1,جنون
cünuna,xu1bo1wbo1h,جنونه
cünunda,xu1bo1wbo1dh,جنونده
cünundan,xu1bo1wbo1dbo1,جنوندن
cünundur,xu1bo1wbo1dr,جنوندر
cünunu,xu1bo1wbo1y,جنونی
cünunum,xu1bo1wbo1m,جنونم
cünunuma,xu1bo1wbo1mh,جنونمه
cünunumu,xu1bo1wbo1my,جنونمی
cünûd,xu1bo1wd,جنود
cünûn,xu1bo1wbo1,جنون
cünüb,xu1bo1bu1,جنب
cür'a,xu1rah,جرعه
cür'a,xu1rah||,جرعه‌
cür'et etmek,xu1rbo5bo2 e,جرئت ا
cür'et,xu1o9ro0bo5o4bo2o0,جُرْئَتْ
cür'et,xu1rbo5bo2,جرئت
cür'et,xu1reo5bo2,جرأت
cür'et,xu1ryo5bo2,جرئت
cür'et-i,xu1ryo5bo2u4,جرئتِ
cür'eti,xu1ryo5bo2y,جرئتی
cür'etimin,xu1ryo5bo2mko3,جرئتمڭ
cür'etimizi,xu1ryo5bo2mro1y,جرئتمزی
cür'etini,xu1ryo5bo2bo1y,جرئتنی
cür'etinizle,xu1ryo5bo2ko3ro1lh,جرئتڭزله
cür'etkâr,xu1ryo5bo2ker,جرئتکار
cür'etkârane,xu1ryo5bo2kerebo1h,جرئتکارانه
cür'etkârlığa,xu1ryo5bo2kerlao1h,جرئتکارلغه
cür'etle,xu1ryo5bo2lh,جرئتله
cür'etli,xu1ryo5bo2ly,جرئتلی
cürcanî,xu1o9rxu1ebo1y,جُرجانی
cüret etmek,xu1rbo5bo2 e,جرئت ا
cürh etmek,xu1rx e,جرح ا
cürh,xu1rx,جرح
cürha,xu1rxh,جرحه
cürha,xu1rxh||,جرحه‌
cürm,xu1rm,جرم
cürm-ü,xu1o9rmu4,جُرمِ
cürme,xu1o9rmh,جُرمه
cürmiye,xu1o9rmyh,جُرمیه
cürmü,xu1o9rmy,جُرمی
cürmüm,xu1o9rmm,جُرمم
cürmümü,xu1o9rmmy,جُرممی
cürmümün,xu1o9rmmko3,جُرممڭ
cürmümüzle,xu1o9rmmro1lh,جُرممزله
cürsûme,xu1rbo3wmh,جرثومه
cürsûmesinde,xu1rbo3wmh||sbo1dh,جرثومه‌سنده
cüruf,xu1rwfo1,جروف
cürûf,xu1rwfo1,جروف
cürüm,xu1o9rm,جُرم
cürüm,xu1o9ro9mo0,جُرُمْ
cürüm,xu1rm,جرم
cürüm,xu1wrwm,جوروم
cürümden,xu1o9rmdbo1,جُرمدن
cürümdür,xu1o9rmdr,جُرمدر
cürümlerden,xu1o9rmlrdbo1,جُرملردن
cürümleri,xu1o9rmlry,جُرملری
cürümlerin,xu1o9rmlrko3,جُرملرڭ
cüsamedir,xu1bo3emh||dr,جثامه‌در
