
b,bu1,ب
birinciler,bu1rbo1xu1ylr,برنجیلر
birincilerden,bu1rbo1xu1ylrdbo1,برنجیلردن
birincilerin,bu1rbo1xu1ylrko3,برنجیلرڭ
birincilerinden,bu1rbo1xu1ylrbo1dbo1,برنجیلرندن
birincilerindendir,bu1rbo1xu1ylrbo1dbo1dr,برنجیلرندندر
birincilik,bu1rbo1xu1ylk,برنجیلک
birinciliği,bu1rbo1xu1ylko7y,برنجیلگی
birinciliğini,bu1rbo1xu1ylko7bo1y,برنجیلگنی
birincinin,bu1rbo1xu1ybo1ko3,برنجینڭ
birincisi,bu1rbo1xu1ysy,برنجیسی
birincisinde,bu1rbo1xu1ysbo1dh,برنجیسنده
birincisinden,bu1rbo1xu1ysbo1dbo1,برنجیسندن
birincisine,bu1rbo1xu1ysbo1h,برنجیسنه
birincisini,bu1rbo1xu1ysbo1y,برنجیسنی
birincisinin,bu1rbo1xu1ysbo1ko3,برنجیسنڭ
birincisinin,bu1rbo1xu1ysybo1ko3,برنجیسینڭ
birinde,bu1rbo1dh,برنده
birindeki,bu1rbo1dh||ky,برنده‌کی
birinden,bu1rbo1dbo1,برندن
birine,bu1rybo1h,برینه
birini,bu1rybo1y,برینی
birinin hoşlanacağı şeyin gizli yapılması,bu1rbu2bo1k xo1wso3lbo1h xu1ao1y so3bu2bo5k kbu2ro1lwbu2ebu3lmsy,برينک خوشلنه جغی شيئک کيزلوياپلمسی
birinin hoşlanacağı şeyin gizli yapılması,bu1rybo1k xo1wso3lbo1h xu1ao1y so3ybo5k kyro1lwyebu3lmsy,برینک خوشلنه جغی شیئک کیزلویاپلمسی
birinin namına yazmak,bu1rybo1k bo1embo1h yero1mfo2,برینک نامنه یازمق
birinin nâmına yazmak,bu1rbu2bo1k bo1embo1h bu2ero1mfo2,برينک نامنه يازمق
birinin,bu1rybo1ko3,برینڭ
birinindir,bu1rybo1ko3dr,برینڭدر
biriniz,bu1ryko3ro1,بریڭز
birinize,bu1ryko3ro1h,بریڭزه
birinizi,bu1ryko3ro1y,بریڭزی
birinizin,bu1ryko3ro1ko3,بریڭزڭ
birisi,bu1rbu2sy,بريسی
birisi,bu1rysy,بریسی
birisidir,bu1rysydr,بریسیدر
birisinde,bu1rysbo1dh,بریسنده
birisindeki,bu1rysbo1dh||ky,بریسنده‌کی
birisinden,bu1rysbo1dbo1,بریسندن
birisine,bu1rysbo1h,بریسنه
birisini,bu1rysbo1y,بریسنی
birisinin,bu1rysbo1ko3,بریسنڭ
birisisin,bu1rysysko3,بریسیسڭ
birisiyle,bu1rysylh,بریسیله
birisiz,bu1rysro1,بریسز
biriyle,bu1rylh,بریله
biriz,bu1rro1,برز
birişte,bu1rso3bo2h,برشته
birişte,bu1rso3bo2h||,برشته‌
birkaç,bu1r fo2exu3,بر قاچ
birkaç,bu1rfo1exu3,برفاچ
birkaç,bu1rfo2exu1,برقاج
birkaç,bu1rfo2exu3,برقاچ
birkaçı,bu1r fo2exu3y,بر قاچی
birkaçına,bu1r fo2exu3bo1h,بر قاچنه
birkaçını,bu1r fo2exu3bo1y,بر قاچنی
birler,bu1rlr,برلر
birleş,bu1rlso3,برلش
birleşecek,bu1rlso3h||xu1k,برلشه‌جک
birleşemiyor,bu1rlso3h||myywr,برلشه‌مییور
birleşen,bu1rlso3bo1,برلشن
birleşerek,bu1rlso3h||rk,برلشه‌رک
birleşiniz,bu1rlso3ko3ro1,برلشڭز
birleşip,bu1rlso3wbu1,برلشوب
birleşir,bu1rlso3yr,برلشیر
birleşirler,bu1rlso3yrlr,برلشیرلر
birleşmek,bu1rlso3mk,برلشمک
birleşmeli,bu1rlso3mly,برلشملی
birleşmesi,bu1rlso3mh||sy,برلشمه‌سی
birleşmesinden,bu1rlso3mh||sbo1dbo1,برلشمه‌سندن
birleşmeyen,bu1rlso3mh||ybo1,برلشمه‌ین
birleşmeğe,bu1rlso3mko7h,برلشمگه
birleşmiş,bu1rlso3mso3,برلشمش
birleşmişler,bu1rlso3mso3lr,برلشمشلر
birleşse,bu1rlso3sh,برلشسه
birleşsin,bu1rlso3sybo1,برلشسین
birleşti,bu1rlso3dy,برلشدی
birleştik,bu1rlso3dk,برلشدک
birleştikçe,bu1rlso3dkxu1h,برلشدکجه
birleştiler,bu1rlso3dylr,برلشدیلر
birleştir,bu1rlso3dyr,برلشدیر
birleştirdiğine,bu1rlso3dyrdyko7bo1h,برلشدیردیگنه
birleştirebilir,bu1rlso3dyrh||bu1ylyr,برلشدیره‌بیلیر
birleştirecek,bu1rlso3dyrh||xu1k,برلشدیره‌جک
birleştiremedim,bu1rlso3dyrh||mh||dm,برلشدیره‌مه‌دم
birleştiren,bu1rlso3dyrbo1,برلشدیرن
birleştirerek,bu1rlso3dyrh||rk,برلشدیره‌رک
birleştirilmesiyle,bu1rlso3dyrlmsylh,برلشدیرلمسیله
birleştirilse,bu1rlso3dyrlsh,برلشدیرلسه
birleştirip,bu1rlso3dyrwbu1,برلشدیروب
birleştirir,bu1rlso3dyrr,برلشدیرر
birleştiriyor,bu1rlso3dyryywr,برلشدیرییور
birleştirme,bu1rlso3dyrmh,برلشدیرمه
birleştirmek,bu1rlso3drmk,برلشدرمک
birleştirmek,bu1rlso3dyrmk,برلشدیرمک
birleştirmesindeki,bu1rlso3dyrmh||sbo1dh||ky,برلشدیرمه‌سنده‌کی
birleştirmeye,bu1rlso3dyrmko7h,برلشدیرمگه
birleştirmiş,bu1rlso3dyrmso3,برلشدیرمش
birli,bu1rly,برلی
birlik,bu1rlk,برلک
birlikler,bu1rlklr,برلکلر
birlikleri,bu1rlklry,برلکلری
birliklerle,bu1rlklrlh,برلکلرله
birlikte iş görmek,bu1rlkdh ebu2so3 kwrmk,برلکده ايش کورمک
birlikte iş görmek,bu1rlkdh eyso3 kwrmk,برلکده ایش کورمک
birlikte olmak,bu1rlkdh ew,برلکده او
birlikte,bu1rlkdh,برلکده
birlikte,bu1rlkdh||,برلکده‌
birliği,bu1rlko7y,برلگی
birliğine,bu1rlko7bo1h,برلگنه
birliğini,bu1rlko7bo1y,برلگنی
birliğiyle,bu1rlko7ylh,برلگیله
birma,bu1u4ro0me,بِرْما
biro'ya,bu1rwyh,برویه
biro,bu1rw,برو
birr,bu1r,بر
birrıza,bu1u4elro8zo1e,بِالرّضا
birtakım,bu1rtefo2m,برطاقم
birtek,bu1r bo2k,بر تک
birun,bu1yrwbo1,بیرون
birununda,bu1yrwbo1bo1dh||,بیروننده‌
biryan,bu1ryebo1,بریان
biryân,bu1ryebo1,بریان
birâder,bu1redr,برادر
birâder,bu1u4ro4edo4ro0,بِرَادَرْ
birâderzâde,bu1redrro1edh,برادرزاده
birâderzâde,bu1redrro1h fo2bu2ro1,برادرزه قيز
birçok,bu1r xu3wfo2,بر چوق
birçok,bu1rxu3wfo2,برچوق
birçoklarını,bu1r xu3wfo2lrybo1y,بر چوقلرینی
birçoklarının,bu1r xu3wfo2lrybo1ko3,بر چوقلرینڭ
birçoğu,bu1r xu3wao1y,بر چوغی
birşey,bu1r so3y,بر شی
birşeyde,bu1r so3ydh,بر شیده
birşeydeki,bu1r so3ydh||ky,بر شیده‌کی
birşeyden,bu1r so3ydbo1,بر شیدن
birşeye,bu1r so3yyo5h,بر شیئه
birşeyi,bu1r so3yyo5y,بر شیئی
birşeyin,bu1r so3yyo5ko3,بر شیئڭ
birşeyle,bu1r so3ylh,بر شیله
birşeyler,bu1r so3ylr,بر شیلر
birşeyleri,bu1r so3ylry,بر شیلری
bis'süyufa,bu1u4elso8ywfo1h,بِالسّیوفه
bis-süyufa,bu1elsywfo1h,بالسیوفه
bisat,bu1set,بساط
bisebat,bu1y bo3bu1ebo2,بی ثبات
bisebeb,bu1y sbu1bu1,بی سبب
biselâmet-il,bu1u4slemho2 el,بِسلامة ال
biser,bu1y sr,بی سر
biset,bu1abo3bo2,بعثت
bisiklet,bu1ysyfo2lh<>bo2,بیسیقله‌ت
bisiklet,bu1ysyfo2lh||bo2,بیسیقله‌ت
bismarck,bu1ysmerfo2,بیسمارق
bismark'lar,bu1ysmerfo2lr,بیسمارقلر
bismark'ın,bu1ysmerfo2ko3,بیسمارقڭ
bismark,bu1ysmerfo2,بیسمارق
bismarkları,bu1ysmerfo2lry,بیسمارقلری
bismillah'ta,bu1sm e||ellhdh,بسم ا‌اللهده
bismillah'taki,bu1sm e||ellhdh||ky,بسم ا‌اللهده‌کی
bismillah'takilerle,bu1sm e||ellhdh||kylrlh,بسم ا‌اللهده‌کیلرله
bismillah'tan,bu1sm ello8h||dbo1,بسم اللّه‌دن
bismillah'ın,bu1sm ello8h||ko3,بسم اللّه‌ڭ
bismillah,bu1sm ello8h,بسم اللّه
bismillah,bu1sm e||ellh,بسم ا‌الله
bismillah,bu1sm<>ellh||,بسم‌الله‌
bismillah,bu1sm||ellh,بسم‌الله
bismillah,bu1u4so0mu4 ello8ho0,بِسْمِ اللّهْ
bismillahilfettah,bu1sm e||ellh elfo1bo2o8ex,بسم ا‌الله الفتّاح
bismillahirrahman,bu1sm e||ellh elrxmbo1,بسم ا‌الله الرحمن
bismillahirrahmanirrahîm'in,bu1sm e||ellh elrxmbo1 elrxymko3,بسم ا‌الله الرحمن الرحیمڭ
bismillahirrahmanirrahîm,bu1sm e||ellh elrxmbo1 elrxym,بسم ا‌الله الرحمن الرحیم
bismillahı,bu1sm ello8h||y,بسم اللّه‌ی
bismillâh,bu1sm e||ellh,بسم ا‌الله
bismillâh,bu1u4so0mu4 ello8ho0,بِسْمِ اللّهْ
bismillâhirrahman,bu1sm e||ellh elrxmbo1,بسم ا‌الله الرحمن
bismillâhirrahmânirrahîm,bu1sm e||ellh elrxmbo1 elrxym,بسم ا‌الله الرحمن الرحیم
bissavab,bu1u4elzwebu1,بِالصواب
bissüyufa,bu1elsywfo1h,بالسیوفه
bist,bu1ysbo2,بیست
bistamî,bu1stemy,بسطامی
bister,bu1sbo2r,بستر
bisturi,bu1ysbo2wry,بیستوری
bisud,bu1y swd,بی سود
bisyar,bu1syer,بسیار
bisyâr,bu1sbu2er,بسيار
bisât,bu1set,بساط
bit,bu1bo2,بت
bit,bu1ybo2,بیت
bitab,bu1y<>bo2ebu1,بی‌تاب
bitab,bu1ybo2ebu1,بیتاب
bitabane,bu1ybo2ebu1ebo1h||,بیتابانه‌
bitamam,bu1u4bo2o4mo4emo0,بِتَمَامْ
bitamamiha,bu1bo2memhe,بتمامها
bitamamiha,bu1u4bo2o4mo4emu4ho4e,بِتَمَامِهَا
bitamamihi,bu1u4bo2memu4hu4,بِتمامِهِ
bitamâmihâ,bu1bo2memhe,بتمامها
bitaraf,bu1y to4ro4fo1o0,بی طَرَفْ
bitaraf,bu1y trfo1,بی طرف
bitaraf,bu1ytrfo1,بیطرف
bitarafane,bu1y trfo1ebo1h||,بی طرفانه‌
bitecek,bu1ybo2h||xu1k,بیته‌جک
bitecektir,bu1ybo2h||xu1kdr,بیته‌جکدر
biteceğine,bu1ybo2h||xu1ko7bo1h,بیته‌جگنه
biten,bu1ybo2bo1,بیتن
bitenleri,bu1ybo2bo1lry,بیتنلری
biter,bu1ybo2r,بیتر
bitevfikillah,bu1u4bo2wfo1yfo2 e||ellh,بِتوفیق ا‌الله
bitevi yutmak,bu1bo2wy bu2wbo2mfo2,بتوی يوتمق
bitevi yutmak,bu1bo2wy ywbo2mfo2,بتوی یوتمق
biti,bu1bu2bo2y,بيتی
biti,bu1ybo2y,بیتی
bitik,bu1ybo2yk,بیتیک
bitinceye kadar,bu1bo2bo1xu3h bu2h fo2dr,بتنچه يه قدر
bitinceye kadar,bu1bo2bo1xu3h yh fo2dr,بتنچه یه قدر
bitinceye,bu1ybo2bo1xu1h||yh,بیتنجه‌یه
bitini,bu1ybo2bo1y,بیتنی
bitip,bu1ybo2wbu1,بیتوب
bitir,bu1ybo2yr<>,بیتیر‌
bitirdi,bu1ybo2yrdy,بیتیردی
bitirdikten,bu1ybo2yrdkdbo1,بیتیردکدن
bitirdiler,bu1ybo2yrdylr,بیتیردیلر
bitirdim,bu1ybo2yrdm,بیتیردم
bitirdiniz,bu1ybo2yrdyko3ro1,بیتیردیڭز
bitirdiğim,bu1ybo2yrdyko7m,بیتیردیگم
bitirdiğini,bu1ybo2yrdyko7bo1y,بیتیردیگنی
bitirecektir,bu1ybo2yrh||xu1kdr,بیتیره‌جکدر
bitiremedim,bu1ybo2yrh||mdm,بیتیره‌مدم
bitiremeyecek,bu1ybo2rh||myh||xu1k,بیتره‌میه‌جک
bitiremeyen,bu1ybo2yrh||mh||ybo1,بیتیره‌مه‌ین
bitiremezler,bu1ybo2yrh||mro1lr,بیتیره‌مزلر
bitiren,bu1ybo2yrbo1,بیتیرن
bitirenler,bu1ybo2yrbo1lr,بیتیرنلر
bitirerek,bu1ybo2yrh||rk,بیتیره‌رک
bitiriliyor,bu1ybo2yrylyywr,بیتیریلییور
bitirim,bu1ybo2yrym,بیتیریم
bitirip,bu1ybo2yrwbu1,بیتیروب
bitirir,bu1bo2rr,بترر
bitirir,bu1ybo2yrr,بیتیرر
bitiriyordum,bu1ybo2yryywrdm,بیتیرییوردم
bitirme,bu1ybo2yrmh,بیتیرمه
bitirme,bu1ybo2yrmh||,بیتیرمه‌
bitirmek,bu1bo2rmk,بترمک
bitirmek,bu1ybo2yr<>mk,بیتیر‌مک
bitirmek,bu1ybo2yrmk,بیتیرمک
bitirmek,bu1ybo2yr||mk,بیتیر‌مک
bitirmekle,bu1ybo2yrmklh,بیتیرمکله
bitirmekte,bu1ybo2yrmkdh,بیتیرمکده
bitirmesin,bu1ybo2yrmsybo1,بیتیرمسین
bitirmeye,bu1ybo2yrmko7h,بیتیرمگه
bitirmeyeceğim,bu1bo2yrmyh||xu1ko7m,بتیرمیه‌جگم
bitirmiş,bu1ybo2yrmso3,بیتیرمش
bitirse,bu1ybo2yrsh,بیتیرسه
bitirseydim,bu1ybo2yrsh eydm,بیتیرسه ایدم
bitirsin,bu1ybo2yrsybo1,بیتیرسین
bitiyor,bu1ybo2yywr,بیتییور
bitiyordu,bu1ybo2yywrdy,بیتییوردی
bitiş,bu1ybo2yso3,بیتیش
bitişdir,bu1ybo2yso3dyr,بیتیشدیر
bitişdirmek,bu1ybo2yso3dyrmk,بیتیشدیرمک
bitişik,bu1bo2so3k,بتشک
bitişik,bu1bo2yso3yk,بتیشیک
bitişik,bu1ybo2yso3yk,بیتیشیک
bitişikti,bu1ybo2yso3kdy,بیتیشکدی
bitişiktir,bu1ybo2yso3kdr,بیتیشکدر
bitişiğinde,bu1bo2yso3yko7bo1dh,بتیشیگنده
bitişiğindeki,bu1ybo2yso3ko7bo1dh||ky,بیتیشگنده‌کی
bitişmek,bu1bo2so3mk,بتشمک
bitişmek,bu1ybo2yso3mk,بیتیشمک
bitiştirmek,bu1bo2so3drmk,بتشدرمک
bitiştirmektir,bu1ybo2yso3bo2yrmkdr,بیتیشتیرمکدر
bitkin,bu1ybo2kybo1,بیتکین
bitlen,bu1ybo2lh<>bo1,بیتله‌ن
bitlenmek,bu1bo2lbo1mk,بتلنمک
bitlenmek,bu1ybo2lh<>bo1mk,بیتله‌نمک
bitlenmek,bu1ybo2lh||bo1mk,بیتله‌نمک
bitlerini,bu1ybo2lrybo1y,بیتلرینی
bitlis'e,bu1ybo2lysh,بیتلیسه
bitlis'i,bu1ybo2lysy,بیتلیسی
bitlis'in,bu1ybo2lysko3,بیتلیسڭ
bitlis'li,bu1ybo2lysly,بیتلیسلی
bitlis'te,bu1ybo2lysdh,بیتلیسده
bitlis'ten,bu1ybo2lysdbo1,بیتلیسدن
bitlis,bu1bo2lys,بتلیس
bitlis,bu1ybo2lys,بیتلیس
bitlisliyim,bu1ybo2lysly||ym,بیتلیسلی‌یم
bitmeden,bu1ybo2mh||dbo1,بیتمه‌دن
bitmedi,bu1ybo2mdy,بیتمدی
bitmediğinden,bu1ybo2mdyko7bo1dbo1,بیتمدیگندن
bitmediğine,bu1ybo2mdyko7bo1h,بیتمدیگنه
bitmek,bu1bo2mk,بتمک
bitmek,bu1ybo2mk,بیتمک
bitmemek,bu1bo2memk,بتمامک
bitmemesi,bu1ybo2mh||msy,بیتمه‌مسی
bitmemiş,bu1bo2memso3,بتمامش
bitmemiş,bu1ybo2mh||mso3,بیتمه‌مش
bitmemiştir,bu1ybo2mh||mso3dr,بیتمه‌مشدر
bitmesiyle,bu1ybo2msylh,بیتمسیله
bitmeyen,bu1ybo2mh||ybo1,بیتمه‌ین
bitmez,bu1ybo2mro1,بیتمز
bitmiyor,bu1ybo2myywr,بیتمییور
bitmiyordu,bu1ybo2myywrdy,بیتمییوردی
bitmiş,bu1bo2mso3,بتمش
bitmiş,bu1ybo2mso3,بیتمش
bitmişti,bu1ybo2mso3dy,بیتمشدی
bitmiştir,bu1ybo2mso3dr,بیتمشدر
bitpazarı,bu1ybo2 bu3ero1ery,بیت پازاری
bitsin,bu1ybo2sybo1,بیتسین
bittab',bu1eltbu1a,بالطبع
bittab',bu1elto8o4bu1a,بالطَّبع
bittabi,bu1eltbu1a,بالطبع
bittabi,bu1u4eltbu1a,بِالطبع
bittabî,bu1eltbu1a,بالطبع
bittab’,bu1eltbu1a,بالطبع
bittafsil,bu1elbo2fo1zyl,بالتفصیل
bittafsîl,bu1elbo2fo1zbu2l,بالتفصيل
bittakdir,bu1u4elbo2fo2dyr,بِالتقدیر
bittamam,bu1elbo2mem,بالتمام
bittamâm,bu1elbo2mem,بالتمام
bittarîk-ıl,bu1u4eltryfo2 el,بِالطریق ال
bittasavvur,bu1u4elbo2o4o8zo4wo9o8ro0,بِالتَّصَوُّرْ
bittasavvur,bu1u4elbo2zwo8r,بِالتصوّر
bittecrübe,bu1elbo2xu1rbu1h,بالتجربه
bittecrübe,bu1elbo2xu1rbu1h||,بالتجربه‌
bittecrübe,bu1u4elbo2o4o8xu1o0ro9bu1o4h,بِالتَّجْرُبَه
bittecrübe,bu1u4elbo2o4o8xu1o0ro9bu1o4h||,بِالتَّجْرُبَه‌
bittecrübe,bu1u4elbo2xu1rbu1h,بِالتجربه
bitti,bu1bo2dy,بتدی
bitti,bu1ybo2dy,بیتدی
bittikten,bu1ybo2dkdbo1,بیتدکدن
bittiği,bu1ybo2dyko7y,بیتدیگی
bittiğinden,bu1ybo2dyko7bo1dbo1,بیتدیگندن
bityeniği,bu1ybo2 ybo1yky,بیت ینیکی
bive,bu1ywh||,بیوه‌
bivefa,bu1y wfo1e,بی وفا
bivezen,bu1ywh ro1bo1,بیوه زن
biyedih-il,bu1u4yo4du4hu4 elo0,بِیَدِهِ الْ
biyedihilhayr,bu1u4yo4du4hu4 elo0xo1o4yo0ro9,بِیَدِهِ الْخَیْرُ
biyedî,bu1u4yo4du4y,بِیَدِی
biyoloji,bu1ywlwro3y,بیولوژی
biz,bu1bu2ro1,بيز
biz,bu1ro1,بز
biz,bu1yro1,بیز
bizans,bu1ro1ebo1s,بزانس
bizar,bu1yro1er,بیزار
bizatihi,bu1do1ebo2h||,بذاته‌
bizatihi,bu1u4do1ebo2hu4,بِذاتهِ
bizatihi,bu1u4do1o4ebo2u4h,بِذَاتِه
bizce,bu1ro1xu1h,بزجه
bizde,bu1ro1dh,بزده
bizdedir,bu1ro1dh||dr,بزده‌در
bizdeki,bu1ro1dh||ky,بزده‌کی
bizden,bu1ro1dbo1,بزدن
bizdendi,bu1ro1dbo1dy,بزدندی
bize,bu1ro1h,بزه
bize,bu1ro1h||,بزه‌
bizi,bu1ro1y,بزی
bizim,bu1ro1m,بزم
bizimdir,bu1ro1mdr,بزمدر
bizimki,bu1ro1mky,بزمکی
bizimkiler,bu1ro1mkbu2er,بزمکيار
bizimkiler,bu1ro1mkyer,بزمکیار
bizimkilerden,bu1ro1mkylrdbo1,بزمکیلردن
bizimkine,bu1ro1mkybo1h,بزمکینه
bizimle,bu1ro1mlh,بزمله
bizin,bu1ro1ko3,بزڭ
bizler,bu1ro1lr,بزلر
bizlerde,bu1ro1lrdh,بزلرده
bizlerdedir,bu1ro1lrdh||dr,بزلرده‌در
bizlerdeki,bu1ro1lrdh||ky,بزلرده‌کی
bizlerden,bu1ro1lrdbo1,بزلردن
bizlere,bu1ro1lrh,بزلره
bizlere,bu1ro1lrh||,بزلره‌
bizleri,bu1ro1lry,بزلری
bizlerin,bu1ro1lrko3,بزلرڭ
bizlerle,bu1ro1lrlh,بزلرله
bizmut,bu1yro1mwbo2,بیزموت
bizzarure,bu1elzo1rwrh||,بالضروره‌
bizzarure,bu1u4elzo1rwrh,بِالضروره
bizzarûre,bu1elzo1rwrh,بالضروره
bizzat,bu1eldo1ebo2,بالذات
bizzat,bu1u4eldo1o4o8ebo2o0,بِالذَّاتْ
bizzat,bu1u4eldo1o8ebo2,بِالذّات
bizzât,bu1u4eldo1o4o8ebo2o0,بِالذَّاتْ
bizzât,bu1u4eldo1o8ebo2,بِالذّات
bizzâttır,bu1u4eldo1o8ebo2dr,بِالذّاتدر
bizâtiha,bu1u4do1ebo2he,بِذاتها
bizâtihi,bu1do1ebo2h,بذاته
bizâtihi,bu1u4do1ebo2h,بِذاته
bizâtihî,bu1u4do1ebo2h,بِذاته
bizâtihî,bu1u4do1o4ebo2u4h,بِذَاتِه
biç,bu1yxu3,بیچ
biçare,bu1yxu3erh,بیچاره
biçare,bu1yxu3erh||,بیچاره‌
biçare,bu1yxu3o4ero4h||,بیچَارَه‌
biçaregan,bu1yxu3erko7ebo1,بیچارگان
biçdir,bu1yxu3dyr,بیچدیر
biçdirmek,bu1yxu3dyrmk,بیچدیرمک
biçer,bu1yxu3r,بیچر
biçil,bu1yxu3yl,بیچیل
biçilerek,bu1yxu3ylh||rk,بیچیله‌رک
biçilip,bu1yxu3ylwbu1,بیچیلوب
biçilir,bu1yxu3ylyr,بیچیلیر
biçilmek,bu1yxu3ylmk,بیچیلمک
biçilmez,bu1yxu3ylmro1,بیچیلمز
biçilmiş,bu1yxu3ylmso3,بیچیلمش
biçim vakti,bu1xu3m wfo2bo2y,بچم وقتی
biçim vermek,bu1xu3m wbu2rmk,بچم ويرمک
biçim vermek,bu1xu3m wyrmk,بچم ویرمک
biçim,bu1xu3m,بچم
biçim,bu1yxu3ym,بیچیم
biçime sokmak,bu1xu3mh zwfo2mfo2,بچمه صوقمق
biçimini,bu1yxu3ymbo1y,بیچیمنی
biçimleri,bu1yxu3ymlry,بیچیملری
biçimli,bu1xu3mlw,بچملو
biçimli,bu1yxu3ymly,بیچیملی
biçimsiz,bu1yxu3ymsro1,بیچیمسز
biçip,bu1yxu3wbu1,بیچوب
biçiyor,bu1yxu3yywr,بیچییور
biçki,bu1xu3fo2y,بچقی
biçki,bu1yxu3ky,بیچکی
biçmek,bu1xu3mk,بچمک
biçmek,bu1yxu3mk,بیچمک
biçmekte,bu1yxu3mkdh,بیچمکده
biçmeye,bu1yxu3myh,بیچمیه
biçmişler,bu1yxu3mso3lr,بیچمشلر
biçsin,bu1yxu3sybo1,بیچسین
biçunuçira,bu1y xu3wbo1 w xu3re,بی چون و چرا
biçâre,bu1yxu3erh,بیچاره
biçâreler,bu1yxu3erh||lr,بیچاره‌لر
biçârelerin,bu1yxu3erh||lrko3,بیچاره‌لرڭ
biğayrihakkın,bu1ao1yrxfo2u44,بغیرحقٍ
bişe,bu1yso3h||,بیشه‌
bişerm,bu1y so3rm,بی شرم
bişr'in,bu1so3o0rko3,بشْرڭ
bişr,bu1so3o0r,بشْر
bişuur,bu1y so3awr,بی شعور
bişübhe,bu1y so3bu1hh||,بی شبهه‌
bişümar,bu1y so3mer,بی شمار
bi̇'set,bu1abo3bo2,بعثت
bi̇-günah,bu1y ko7o9bo1o4eho0,بی گُنَاهْ
bi̇-haber,bu1y xo1o4bu1o4ro0,بی خَبَرْ
bi̇d'at,bu1u4do0ao4bo2o0,بِدْعَتْ
bi̇d-i̇ mecnun,bu1yd mxu1bo1wbo1,بید مجنون
bi̇dat,bu1dabo2,بدعت
bi̇dayet,bu1deybo2,بدایت
bi̇dayet,bu1u4do4eyo4bo2o0,بِدَایَتْ
bi̇hakkin,bu1u4xo4fo2u44o8,بِحَقٍّ
bi̇l'ahi̇re,bu1u4elo0exo1u4ro4h||,بِالْاخِرَه‌
bi̇l'aki̇s,bu1u4elo0ao4ku4so0,بِالْعَکِسْ
bi̇l'i̇cma',bu1u4elo0eu4xu1o0mo4eao0,بِالْاِجْمَاعْ
bi̇l'i̇lti̇zam,bu1u4elo0eu4lo0bo2u4ro1o4emo0,بِالْاِلْتِزَامْ
bi̇l'i̇man,bu1u4elo0eymo4ebo1o0,بِالْایمَانْ
bi̇l'i̇sti̇'dad,bu1u4elo0eu4so0bo2u4ao0do4edo0,بِالْاِسْتِعْدَادْ
bi̇l'i̇sti̇hkāk,bu1u4elo0eu4so0bo2u4xo0fo2o4efo2o0,بِالْاِسْتِحْقَاقْ
bi̇l'i̇tti̇fak,bu1u4elo0eu4yu4o8fo1o4efo2o0,بِالْاِیِّفَاقْ
bi̇l'i̇şti̇yak,bu1u4elo0eu4so3o0bo2u4yo4efo2o0,بِالْاِشْتِیَاقْ
bi̇l'umum,bu1u4elo0ao9mo9wmo0,بِالْعُمُومْ
bi̇la,bu1le,بلا
bi̇la-i̇sti̇sna,bu1u4lo4e eu4so0bo2u4bo3o0bo1o4e,بِلَا اِسْتِثْنَا
bi̇laki̇s,bu1elaks,بالعکس
bi̇lbedahe,bu1elbu1dehh||,بالبداهه‌
bi̇lcümle,bu1u4elo0xu1o9mo0lo4h||,بِالْجُمْلَه‌
bi̇lfi̇i̇l,bu1elfo1al,بالفعل
bi̇lfi̇i̇l,bu1u4elo0fo1u4au4lo0,بِالْفِعِلْ
bi̇lhak,bu1u4elo0xo4fo2o0,بِالْحَقْ
bi̇lhassa,bu1u4elo0xo1o4ezo4o8h||,بِالْخَاصَّه‌
bi̇lkuvve,bu1elfo2wh||,بالقوه‌
bi̇lkuvve,bu1u4elo0fo2o9wo4o8h||,بِالْقُوَّه‌
bi̇lmüşahede,bu1elmso3ehdh||,بالمشاهده‌
bi̇lvasita,bu1u4elo0wo4esu4to4h||,بِالْوَاسِطَه‌
bi̇na,bu1u4bo1o4e,بِنَا
bi̇naen,bu1bo1eco44,بناءً
bi̇naen,bu1u4bo1o4eco44,بِنَاءً
bi̇naenaleyh,bu1u4bo1o4eco44 ao4lo4yo0ho0,بِنَاءً عَلَیْهْ
bi̇nni̇yet,bu1u4elbo1u4o8yo4bo2o0,بِالنِّیَتْ
bi̇nni̇yye,bu1u4elbo1u4o8yo4h||,بِالنِّیَه‌
bi̇rader,bu1u4ro4edo4ro0,بِرَادَرْ
bi̇rader-i̇ mi̇sali̇,bu1u4ro4edo4ru4 mu4bo3o4elu4y,بِرَادَرِ مِثَالِی
bi̇smi̇llah,bu1sm ello8h||,بسم اللّه‌
bi̇smi̇llah,bu1sm ello8h||,بسم اللّه‌
bi̇smi̇llah,bu1u4so0mu4 ello8ho0,بِسْمِ اللّهْ
bi̇taraf,bu1y to4ro4fo1o0,بی طَرَفْ
bi̇ttasavvur,bu1u4elbo2o4o8zo4wo9o8ro0,بِالتَّصَوُّرْ
bi̇ttecrübe,bu1u4elbo2o4o8xu1o0ro9bu1o4h||,بِالتَّجْرُبَه‌
bi̇zati̇hi̇,bu1u4do1o4ebo2u4h,بِذَاتِه
bi̇zzat,bu1eldo1ebo2,بالذات
bi̇zzat,bu1u4eldo1o4o8ebo2o0,بِالذَّاتْ
bi̇çare,bu1yxu3o4ero4h||,بیچَارَه‌
bi’r,bu1bo5r,بئر
bi’set,bu1bo5bo3bo2,بئثت
blançoları,bu1lebo1xu3wlry,بلانچولری
bluz,bu1wlwro1,بولوز
blöf,bu1lwfo1,بلوف
bobin,bu1wbu1ybo1,بوبین
