âbâ,eo6bu1ec
nezĀfet-i medeniye,bo1o4to1o4efo1o4bo2u4 mo4do4bo1u4bu2o4h
nezâhet,bo1o4ro1o4eho4bo2o0
nezâret,bo1o4to1o4ero4bo2o0
nezîh,bo1o4ro1bu2ho0
nısf,bo1u4zo0fo1o0
nısf-ı âhir,bo1u4zo0fo1u4 exo1u4ro0
nısf-ı evvel,bo1u4zo0fo1u4 eo4wo4o8lo0
nısf-ı arz,bo1u4zo0fo1u4 eo4ro0zo1o0
nidâ,bo1u4do4e
nifâk,bo1u4fo1o4efo2o0
nihâyet,bo1u4ho4ebu2o4bo2o0
nikmet,bo1u4fo2o0mo4bo2o0
nisbet,bo1u4so0bu1o4bo2o0
nisbeten,bo1u4so0bu1o4bo2o44e
nisbet-i rabbâniye,bo1u4so0bu1o4bo2u4 ro4bu1o4o8ebo1u4bu2o4h
nisbet-i vatanî,bo1u4so0bu1o4bo2u4 wo4tu4bo1u4bu2
niseb,bo1u4so4bu1o0
nisyân,bo1u4so0bu2o4ebo1o0
nisyan-ı mutlak,bo1u4so0bu2o4ebo1u4 mo9to0lo4fo2o0
nişân,bo1u4so3o4ebo1o4
niam,bo1u4ao4mo0
niyâz,bo1u4bu2o4ero1o0
niyet-i sâdıka,bo1u4bu2o4bo2u4 zo4edu4fo2o4h
nizâ',bo1u4ro1o4eao0
nizâm,bo1u4to1o4emo0
nizĀm,bo1u4to1o4emo0
nizâm-ı hikmet,bo1u4to1o4emu4 xu4ko0mo4bo2o0
nizam-ı ekmel,bo1u4to1o4emu4 eo4ko0mo4lo0
nizam-ı fıtrat,bo1u4to1o4emu4 fo1u4to0ro4bo2o0
noksâniyet,bo1o9fo2o0zo4ebo1u4bu2o4bo2o0
nokta-i ittisal,bo1o9fo2o0to4u4 eu4bo2u4o8zo4elo0
nokta-i kemal,bo1o9fo2o0to4u4 ko4mo4elo0
nokta-i nazar,bo1o9fo2o0to4u4 bo1o4to1o4ro0
nota,bo1o9wto4h
nûrânî,bo1o9wro4ebo1bu2
nûr-u tevhîd,bo1o9wro9 bo2o4wo0xbu2do0
nûr-u a'zam,bo1o9wro9 eo4ao0to1o4mo0
nûru'l-envâr,bo1o9wro9 eo0leo4bo1o0wo4ero0
nûrun alâ nûr,bo1o9wro99 ao4lbu2 bo1o9wro0
nübüvvet,bo1o9bu1o9wo4o8bo2o0
nüfûs,bo1o9fo1o9wso0
nüfûs-u habîse,bo1o9fo1o9wso9 xo1o4bu1u4bu2bo3o4h
nüfûs-u seba,bo1o9fo1o9wso9 so4bu1o0ao4h
nüfûz,bo1o9fo1o9wdo1o0
nükte,bo1o9ko0bo2o4h
nüsha,bo1o9so0xo1o4h
nüsha-i âhar,bo1o9so0xo1o4u4 eo6xo1o4ro0
nüsha-i câmia,bo1o9so0xo1o4u4 xu1o4emu4ao4h
nüsha-i enver,bo1o9so0xo1o4u4 eo4bo1o0wo4ro0
nüve,bo1o9wo4h
nüve-i imtisâl,bo1o9wo4u4 eu4mo0bo2u4bo3o4elo0
nüzûl,bo1o9ro1o9wlo0
nüzûl-ü vahiy,bo1o9ro1o9wlo9 wo4xu4bu2o0
numûne,bo1o9mo9wbo1o4h
nur cemal,bo1o9wro0 xu1o4mo4elo0
nurefşan,bo1o9wro0eo4fo1o0so3o4ebo1o0
nur-u ilm-i ezelî,bo1o9wro9 au4lo0mu4 eo4ro1o4lbu2
nur-u rahmet-i alem,bo1o9wro9 ro4xo0mo4bo2u4 ao4elo4mo0
nur-u a'zam-ı nübüvvet,bo1o9wro9 eo4ao0to1o4mu4 bo1o9bu1o9wo4o8bo2o0
nutfe,bo1o9to0fo1o4h
nutk-u beşerî,bo1o9to0fo2o9 bu1o4so3o4rbu2
nutuk,bo1o9to9fo2o0
nacî,bo1o4exu1u4bu2
nafaka,bo1o4fo1o4fo2o4h
nahîf,bo1o4xbu2fo1o0
nahîfe,bo1o4xbu2fo1o4h
nahiv,bo1o4xu4wo0
nahnü,bo1o4xo0bo1o9
nakd-i ömür,bo1o4fo2o0du4 ao9mo9ro0
nakîsa,bo1o4fo2bu2zo4h
naks,bo1o4fo2o0zo0
nakş-ı vahdet,bo1o4fo2o0so3u4 wo4xo0do4bo2o0
nakz,bo1o4fo2o0zo1o0
nas,bo1o4zo8
nasb,bo1o4zbu1
nasr,bo1o4zo0ro0
nasrânî,bo1o4zo0ro4ebo1bu2
nass-ı âyet,bo1o4zu4o8 ebu2o4bo2o0
nass-ı kelâm,bo1o4zu4o8 ko4lo4emo0
nass-ı kur'ân,bo1o4zu4o8 fo2o9ro0ebo1o0
nazenîn,bo1o4ero1o4bo1bu2bo1o0
nazım,bo1o4to1u4mo0
nazîf,bo1o4to1bu2fo1o0
nazîr,bo1o4to1bu2ro0
nazîre,bo1o4to1bu2ro4h
nazm-ı garîb-i hikmet,bo1o4to1o0mu4 ao1o4ru4bu2bu1u4 xu4ko0mo4bo2o0
nazar,bo1o4to1o4ro0
nazar,bo1o4to1o4ro0
nazar-ı beşer,bo1o4to1o4ru4 bu1o4so3o4ro0
nazar-ı dikkat,bo1o4to1o4ru4 du4fo2o4o8bo2o0
nazar-ı dalâlet,bo1o4to1o4ru4 zo1o4lo4elo4bo2o0
nazar-ı ehemmiyet,bo1o4to1o4ru4eo4ho4mu4o8bu2o4bo2
nazar-ı gaflet,bo1o4to1o4ru4 ao1o4fo1o0lo4bo2o0
nazar-ı hikmet,bo1o4to1o4ru4 xu4ko0mo4bo2o0
nazar-ı ibret,bo1o4to1o4ru4 au4bu1o0ro4bo2o0
nazar-ı inâyet,bo1o4to1o4ru4 au4bo1o4ebu2o4bo2o0
nazar-ı mütâlaa,bo1o4to1o4ru4 mo9to4elo4ao4h
nazar-ı nübüvvet,bo1o4to1o4ru4 bo1o9bu1o9wo4o8bo2o0
nazar-ı rabbanî,bo1o4to1o4ru4 ro4bu1o4o8ebo1u4bu2
nazar-ı rağbet,bo1o4to1o4ru4 ro4ao1o0bu1o4bo2o0
nazar-ı umûmî,bo1o4to1o4ru4 ao9mo9wmbu2
nazar-ı zâhirî,bo1o4to1o4ru4 to1o4ehu4rbu2
nazarî,bo1o4to1o4rbu2
nazariyât,bo1o4to1o4ru4bu2o4ebo2o0
nazariyât-ı dîniye,bo1o4to1o4ru4bu2o4ebo2u4 du4bu2bo1u4bu2o4h
nazariye,bo1o4to1o4ru4bu2o4h
nazarîyat,bo1o4to1o4ru4bu2o4ebo2o0
nazaran,bo1o4to1o4ro44e
nazaran,bo1o4to1o4ro44e
okka,eo9wfo2o4o8h
ordugâh,eo9wro0do9wko7o4eho0
otağ,eo9wbo2o4eao1o0
ömr-ü zâil,ao9mo0ro99 ro1o4ebo5u4lo0
örfî,ao9ro0fo1bu2
pâdişâh-ı âlî,bu3o4edu4so3o4ehu4 ao4elu4bu2
pâk,bu3o4eko0
pâyân,bu3o4ebu2o4ebo1o0
pâyitaht,bu3o4ebu2u4 bo2o4xo1o0bo2o0
peder,bu3o4do4ro0
perdedâr-ı dest-i kudret,bu3o4ro0do4h do4eru4 do4so0bo2u4 fo2o9do0ro4bo2o0
perde-i izzet,bu3o4ro0do4u4 au4ro1o4o8bo2o0
perde-i izzet ve azamet,bu3o4ro0do4u4 au4ro1o4o8bo2o0 w ao4to1o4mo4bo2o0
perde-i zâhirî,bu3o4ro0do4u4 to1o4ehu4rbu2
perde-i zĀhiriye,bu3o4ro0do4u4 to1o4ehu4ru4bu2o4h
perestiş,bu3o4ro4so0bo2u4so3o0
perestişkâr,bu3o4ro4so0bo2u4so3o0ko4ero0
pervâ,bu3o4ro0wo4e
pervâz,bu3o4ro0wo4ero1o0
perverde,bu3o4o4ro0wo4ro0do4h
pervane,bu3o4ro0wo4ebo1o4h
pest,bu3o4so0bo2o0
peydâ,bu3o4bu2o0do4e
peyk,bu3o4bu2o0ko0
pîr,bu3bu2ro0
pîşdâr,bu3bu2so3o0do4ero0
pîşe,bu3u4bu2so3o4h
pür-hatar,bu3o9ro0 xo1o4to4ro0
pür-merâk,bu3o9ro0mo4ro4efo2o0
pür-şer beşer,bu3o9ro0 so3o4ro0 bu1o4so3o4ro0
pusula,bu3o9wzo9wlo4h
pare,bu3o4ero4h
para,bu3o4ero4h
patiska,bu3o4ebo2u4so0fo2ho4
râbıta,ro4ebu1u4to4h
râbia,ro4ebu1u4ao4h
râci',ro4exu1u4ao0
râcih,ro4exu1u4xo0
râdde,ro4edo4o8h
râsih,ro4esu4xo1o0
râyiha,ro4ebu2u4xo4h
recâ,ro4xu1o4e
redd-i müdâhale,ro4du4o8 mo9do4exo1o4lo4h
refâkat,ro4fo1o4efo2o4bo2o0
re'fet,ro4eo5o0fo1o4bo2o0
re'fet-i rabbaniye,ro4eo5o0fo1o4bo2u4 ro4bu1o4o8ebo1u4bu2o4h
re'fetkârâne,ro4eo5o0fo1o4bo2o0ko4ero4ebo1o4h
refîk,ro4fo1u4bu2fo2o0
refîka,ro4fo1bu2fo2o4h
refahet,ro4fo1o4eho4bo2o0
rehâvet,ro4xo1o4ewo4bo2o0
rehber-i ekmel,ro4ho0bu1o4ru4 eo4ko0mo4lo0
remiz,ro4mu4ro1o0
remzen,ro4mo0ro1o44e
remzî,ro4mo0ro1bu2
remz-i hikmet,ro4mo0ro1u4 xu4ko0mo4bo2o0
remz-i hikmet-i kâinât,ro4mo0ro1u4 xu4ko0mo4bo2u4 ko4ebo5u4bo1o4ebo2o0
remz-i kader,ro4mo0ro1u4 fo2o4do4ro0
remz-i nizâm,ro4mo0ro1u4 bo1u4to1o4emo0
rencide,ro4bo1o0xu1bu2do4h
rencîde,ro4bo1o0xu1bu2do4h
re's,ro4eo5o0so0
resûl,ro4so9wlo0
reşha,ro4so3o0xo4h
revân,ro4wo4ebo1o0
rezzâk,ro4ro1o4o8efo2o0
rızâ-yı bâri,ru4zo1o4ebu2u4 bu1o4erbu2
rızâ-yı ilâhî,ru4zo1o4ebu2u4 eu4lhbu2
rızâ-yı küfür,ru4zo1o4ebu2u4 ko9fo1o9ro0
rızk-ı fıtrî,ru4ro1o0fo2u4 fo1u4to0rbu2
riâyet,ru4ao4ebu2o4bo2o0
ricâl-i devlet,ru4xu1o4elu4  do4wo0lo4bo2o0
rikkat,ru4fo2o4o8bo2o0
rikkat-i cinsiye,ru4fo2o4o8bo2u4 xu1u4bo1o0su4bu2o4h
risâle,ru4so4elo4h
risâlet,ru4so4elo4bo2o0
rivâyet,ru4wo4ebu2o4bo2o0
riyâ,ru4bu2o4e
riyâkâr,ru4bu2o4eko4ero0
riyâset,ru4bu2o4eso4bo2o0
riyâzet,ru4bu2o4ezo1o4bo2o0
riyâzî,ru4bu2o4ezo1bu2
rûh-u âlî,ro9wxo9 ao4elu4bu2
rûh-u beşer,ro9wxu4 bu1o4so3o4ro0
rûh-u habîs,ro9wxo9 xo1o4bu1bu2bo3o0
rûznâme,ro9wro1o0bo1o4emo4h
rûz-u cezâ,ro9wro1u4 xu1o4ro1o4e
rücû',ro9xu1o9wao0
rüesâ,ro9wo5o4so4e
rükün,ro9ko9bo1o0
rütbeten,ro9bo2o0bu1o4ho2o44
rüyâ-yı sâdıka,ro9wo5o0bu2o4ebu2u4 zo4edu4fo2o4h
rü'yet,ro9wo5o0bu2o4bo2o0
rü'yet-i cemâl,ro9wo5o0bu2o4bo2u4 xu1o4mo4elo0
rü'yet-i cemâl-i ilâhî,ro9wo5o0bu2o4bo2u4 xu1o4mo4elu4 eu4lo6hu4bu2
rü'yet-i ilâhiye,ro9wo5o0bu2o4bo2u4 eu4lhu4bu2o4h
ruhbâniyet,ro9ho0bu1o4ebo1u4bu2o4bo2o0
ruhsat,ro9xo1o0zo4bo2o0
ruhanî,ro9wxo4ebo1bu2
rumûz-u şathiyât,ro9mo9wro1o9 so3o4to0xu4bu2o4ebo2o0
rumuz,ro9mo9wro1o0
rab,ro4bu1o0
rabbânî,ro4bu1o4o8ebo1bu2
rabb-i rahîm,ro4bu1u4o8 ro4xbu2mo0
rabt,ro4bu1o0to0
rağbet-i amme,ro4ao1o0bu1o4bo2u4 ao4emo4o8h
rahîm,ro4xbu2mo0
rahîm,ro4xbu2mo0
rahîm-i kerîm,ro4xbu2mu4 ko4rbu2mo0
rahîm-i mutlak,ro4xbu2mu4 mo9to0lo4fo2o0
rahmân,ro4xo0mo4bo1o0
rahmân-ı rahîm,ro4xo0mbo1u4 ro4xbu2mo0
rahmet,ro4xo0mo4bo2o0
rahmet,ro4xo0mo4bo2o0
rahmet-i uzmâ-yı ilâhiye,ro4xo0mo4bo2u4 ao9to1o0mo4ebu2u4 eu4lhu4bu2o4h
rahne,ro4xo1o0bo1o4h
raiyet,ro4au4bu2o4bo2o0
raiyetperver,ro4au4bu2o4bo2o0bu3o4ro0wo4ro0
raks,ro4fo2o0so0
rasad,ro4zo4do0
raûf,ro4wo5o9fo1o0
rayb,ro4bu2o0bu1o0
sâbık,so4ebu1u4fo2o0
sâbıkan,so4ebu1u4fo2o44e
sâbir,zo4ebu1u4ro0
sâbit,bo3o4ebu1u4bo2o0
sâbia,so4ebu1u4aho4
sâcid,so4exu1u4do0
sâdık,zo4edu4fo2o0
sâdıkĀne,zo4edu4fo2o4ebo1o4h
sâfî,zo4efo1bu2
sâhib-i kemâl,zo4exu4bu1u4 ko4mo4elo0
sâik,so4ebo5u4fo2o0
sâik-i hakîm,so4ebo5u4fo2u4 xo4ku4bu2mo0
sâika,so4ebo5u4fo2o4h
sâika,zo4eau4fo2o4h
sâir,so4ebo5u4ro0
sâkıt,so4efo2u4to0
sâkit,so4eku4bo2o0
sâlisen,bo3o4elu4bo3o44e
sâmia,so4emu4ao4h
sâni',zo4ebo1u4ao0
sânî,bo3o4ebo1bu2
sâniyen,bo3o4ebo1u4bu2o44e
sârî,so4erbu2
sârî illet,so4erbu2 au4lo4o8bo2o0
sârîye,so4eru4bu2o4h
sâye,so4ebu2o4h
sebât,bo3o4bu1o4ebo2o0
sebâtkâr,bo3o4bu1o4ebo2o0ko4ero0
sebeb-i def'-i musibet,so4bu1o4bu1u4 do4fo1o0au4 mo9zbu2bu1o4bo2o0
sebeb-i hilkat-i âlem,so4bu1o4bu1u4 xo1u4lo0fo2o4bo2u4 ao4elo4mo0
sebeb-i hilkat-i eflâk,so4bu1o4bu1u4 xo1u4lo0fo2o4bo2u4 eo4fo1o0leo4ko0
sebeb-i husûl,so4bu1o4bu1u4 xo9zo9wlo0
sebeb-i necât,so4bu1o4bu1u4 bo1o4xu1o4ebo2o0
sebkat,so4bu1o0fo2o4bo2o0
sebkatiyet,so4bu1o0fo2o4bo2u4bu2o4bo2o0
seciye,so4xu1u4bu2o4h
seciyeten,so4xu1u4bu2o4bo2o44e
sed,so4do0
sefâlet,so4fo1o4elo4bo2o0
seferberlik,so4fo1o4ro0bu1o4ro0lu4ko0
sefîh,so4fo1bu2ho0
sefîl,so4fo1bu2u4lo0
sefîne,so4fo1bu2bo1ho4
sehâvet,so4xo1o4ewo4bo2o0
sehhâr,so4xo4o8ero0
sehil,so4hu4lo0
sehiv,so4hu4wo0
sehven,so4ho0wo44e
sekene,so4ko4bo1o4h
sekene-i arz,so4ko4bo1o4u4 ero0zo1o0
sekîne,so4kbu2bo1o4h
sekir,so4ku4ro0
sekte,so4ko0bo2o4h
selâm,so4lo4emo0
selâmet,so4lo4emo4bo2o0
selâmet-i îmân,so4lo4emo4bo2u4 ebu2mo4ebo1o0
selâset,so4lo4eso4bo2o0
selâtîn,so4lo4etu4bu2bo1o0
selb,so4lo0bu1o0
selef,so4lo4fo1o0
selîm,so4lbu2mo0
selm,so4lo0mo0
sem',so4mo0ao0
semâ,so4mo4e
semâvât,so4mo4ewo4ebo2o0
semâvî,so4mo4ewbu2
semek,so4mo4ko0
semerât,bo3o4mo4ro4ebo2o0
semere,bo3o4mo4ro4h
semere-i âlem,bo3o4mo4ro4u4 ao4elo4mo0
semere-i şecere-i hilkat,bo3o4mo4ro4u4 so3o4xu1o4ro4u4 xo1u4lo0fo2o4bo2o0
semî',so4mbu2ao0
semm-i murdar,so4mu4o8 mo9ro0do4ero0
senâ,bo3o4bo1o4e
senâ-yı kur'ânîye,bo3o4bo1o4ebu2u4 fo2o9ro0ebo1bu2o8ho4
sened,so4bo1o4do0
sened-i sahîh,so4bo1o4du4 zo4xbu2xo0
senevî,so4bo1o4wbu2
serâ,bo3o4ro4e
serâb,so4ro4ebu1o0
serâpâ,so4ro4ebu3o4e
serbeser,so4ro0bu1o4so4ro0
serd,so4ro0do0
sergüzeşt,so4ro0ko7o9do1o4so3o0bo2o0
sergüzeşt-i hayat,so4ro0ko9ro1o4so3o0bo2u4 xo4bu2o4ebo2o0
ser-i serdar,so4ru4 so4ro0do4ero0
serkeş,so4ro0ko4so3o0
sermedî,so4ro0mo4dbu2
sermediyet,so4ro0mo4du4bu2o4bo2o0
sermediyet-i hâkimiyet,so4ro0mo4du4bu2o4bo2u4 xo4eku4mu4bu2o4bo2o0
serpûş,so4ro0bu3o9wso3o0
serrişte,so4ro0 ru4so3o0bo2o4h
server,so4ro0wo4ro0
serasker,so4ro0 ao4so0ko4ro0
setir,so4bo2u4ro0
setr,so4bo2o0ro0
settâr,so4bo2o4o8ero0
sevâb-ı a'mâl,bo3o4wo4ebu1u4 eo4ao0mo4elo0
sevâd,so4wo4edo0
sevk,so4wo0fo2o0
sevk-i fıtrî,so4wo0fo2u4 fo1u4to0rbu2
sevr,bo3o4wo0ro0
seyelân,so4bu2o4lo4ebo1o0
seyf,so4bu2o0fo1o0
seyf-i rahmet-i âlem,so4bu2o0fo1u4 ro4xo0mo4bo2u4 ao4elo4mo0
seyl-i kâinât,so4bu2o0lu4 ko4ebo5u4bo1o4ebo2o0
seyl-i zamân,so4bu2o0lu4 ro1o4mo4ebo1o0
seyyâh,so4bu2o4o8exo0
seyyâh-ı tâlib,so4bu2o4o8exu4 to4elu4bu1o0
seyyâl,so4bu2o4o8elo0
seyyâr,so4bu2o4o8ero0
seyyâre,so4bu2o4o8ero4h
seyyiât,so4bu2u4o8ebo2o0
seyyid,so4bu2u4o8do0
seyyie,so4bu2u4o8bo5o4h
sezâ,so4ro1o4e
sıbga-i rahmânî,zu4bu1o0ao1o4u4 ro4xo0mo4ebo1u4bu2
sıdk,zu4do0fo2o0
sıfât,zu4fo1o4ebo2o0
sıfat-ı irade,zu4fo1o4bo2u4 eu4ro4edo4h
sıhhiye,zu4xu4o8bu2o4h
sıhhat,zu4xo4o8bo2o0
sıklet,bo3u4fo2o0lo4bo2o0
sırât-ı müstakîm,zu4ro4etu4 mo9so0bo2o4fo2bu2mo0
sırr-ı dakîk,su4ru4o8 do4fo2bu2fo2o0
sırr-ı ehadiyet,su4ru4o8  eo4xo4du4bu2o4bo2o0
sırr-ı hilkat,su4ru4o8xo1u4lo0fo2o4bo2o0
sırr-ı ihlâs,su4ru4o8 eu4xo1o0lo4ezo0
sırr-ı insanî,su4ru4o8 eu4bo1o0so4ebo1bu2
sırr-ı işârî,su4ru4o8 eu4so3o4erbu2
sırr-ı teklîf,su4ru4o8 bo2o4ko0lu4bu2fo1o0
sırr-ı verâset-i nübüvvet,su4ru4o8 wo4ro4ebo3o4bo2u4 bo1o9bu1o9wo4o8bo2o0
sırr-ı vahdet,su4ru4o8 wo4xo0do4bo2o0
sırr-ı uhuvvet,su4ru4o8 eo9xo1o9wo4o8bo2o0
sırr-ı uhuvvet-i hakîkiye,su4ru4o8 eo9xo1o9wo4o8bo2u4 xo4fo2bu2fo2u4bu2o4h
sırr-ı adediyet,su4ru4o8 ao4do4du4bu2o4bo2o0
sıyânet,zu4bu2o4ebo1o4bo2o0
sicin,su4xu1u4bo1o0
sidre,su4do0ro4h
sikke,su4ko4o8h
sikke-i ehadiyet,su4ko4o8u4 eo4xo4du4bu2o4bo2o0
sikke-i fıtrat,su4ko4o8u4 fo1u4to0ro4bo2o0
sikke-i gaybiye,su4ko4o8u4 ao1o4bu2o0bu1u4bu2o4h
sikke-i hilkat,su4ko4o8u4 xo1u4lo0fo2o4bo2o0
sikke-i samediyet,su4ko4o8u4 zo4mo4du4bu2o4bo2o0
sikke-i tevhîd,su4ko4o8u4 bo2o4wo0xbu2do0
sîkke-i tasdîk,su4ko4o8u4 bo2o4zo0dbu2fo2o0
sikke-i vahdet,su4ko4o8u4 wo4xo0do4bo2o0
sille,su4lo4o8h
silsile,su4lo0su4lo4h
silsile-i efkâr,su4lo0su4lo4u4 eo4fo1o0ko4ero0
silsile-i hasenât,su4lo0su4lo4u4 xo4so4bo1o4ebo2o0
silsile-i kerâmet,su4lo0su4lo4u4 ko4ro4emo4bo2o0
silsile-i mevcûdât,su4lo0su4lo4u4 mo4wo0xu1o9wdo4ebo2o0
sîne,sbu2bo1o4h
sinnen,su4bo1o44o8e
sinn-i kemâl,su4bo1u4o8 ko4mo4elo0
sinn-i teklîf,su4bo1u4o8 bo2o4ko0lu4bu2fo1o0
sinn-i temyiz,su4bo1u4o8 bo2o4mo0bu2u4bu2ro1o0
sirâc,su4ro4exu1o0
sirâyet,su4ro4ebu2o4bo2o0
sirkat,su4ro0fo2o4bo2o0
sofestâî,so9wfo1o4so0to4ebo5bu2
sofî,zo9wfo1bu2
sosyalist,zo9wso9bu2o4elu4sbo2o0
sû'-i ihtiyâr,so9wcu4 eu4xo1o0bo2u4bu2o4ero0
sû'-i isti'mâlât,so9wcu4 eu4so0bo2u4ao0mo4elo4ebo2o0
sû'-i tefsîr,so9wcu4 bo2o4fo1o0su4bu2ro0
sûret,zo9wro4bo2o0
sŪret-i tahakkuk,zo9wro4bo2u4 bo2o4xo4fo2o9o8fo2o0
sübût,bo3o9bu1o9wbo2o0
sübût-u ilmî,bo3o9bu1o9wbo2o9 au4lo0mbu2
süflî,so9fo1o0lbu2
süfyân,so9fo1o0bu2o4ebo1o0
süfyân,so9fo1o0bu2o4ebo1o0
sükûn,so9ko9wbo1o0
sükûnet,so9ko9wbo1o4bo2o0
sükût,so9ko9wbo2o0
sülûk,so9lo9wko0
sülüs,bo3o9lo9bo3o0
sülüs-ü kur'ân,bo3o9lo9bo3o9 fo2o9ro0eo6bo1o0
sümme,bo3o9mo4o8
sünnet,so9bo1o4o8bo2o0
sünnet-i müekkede,so9bo1o4o8bo2u4  mo9wo5o4ko4o8do4h
sünnet-i seniye,so9bo1o4o8bo2u4 so4bo1u4bu2o4h
sünnetullâh,so9bo1o4o8ho2o9 ello8ho0
süreyyâ,bo3o9ro4bu2o4o8e
sürûr,so9ro9wro0
sürûr-u mukaddes,so9ro9wru4 mo9fo2o4do4o8so0
süver-i kur'âniye,so9wo4ru4 fo2o9ro0ebo1u4bu2o4h
süveydâ,so9wo4bu2o0do4e
süveydâ-yı kalb,so9wo4bu2o0do4ebu2u4 fo2o4lo0bu1o0
suâl,so9wo5o4elo0
suâl-i mukadder,so9wo5o4elu4 mo9fo2o4do4o8ro0
subh-u haşir,zo9bu1o0xo9 xo4so3o0ro0
subh-u kıyamet,zo9bu1o0xo9 fo2u4bu2o4emo4bo2o0
sudûr,zo9do9wro0
suhre,so9xo1o0ro4h
suhûlet,so9ho9wlo4bo2o0
suhûlet-i beyân,so9ho9wlo4bo2u4 bu1o4bu2o4ebo1o0
suhûlet-i mutlaka,so9ho9wlo4bo2u4 mo9to0lo4fo2o4h
suhuf,zo9xo9fo1o0
su'-i hal,so9wcu4 xo4elo0
sukŪt,so9fo2o9wto0
sulehâ,zo9lo4xo4e
sulfato,zo9wlo0fo1o4ebo2o9w
sulh,zo9lo0xo0
sultân-ı ezel ve ebed,so9lo0to4ebo1u4 eo4ro1o4lo0 wo4 eo4bu1o4do0
sultan-ı sermedî,so9lo0to4ebo1u4 so4ro0mo4du4bu2
sun',zo9bo1o0ao0
sun'î,zo9bo1o0abu2
suûd,zo9ao9wdo0
saâdet-i uhrevîye,so4ao4edo4bo2u4 eo9xo1o0ro4wu4bu2o4h
sabırşiken,zo4bu1u4ro0 so3u4ko4bo1o0
sabr-ı cemîl,zo4bu1o0ru4 xu1o4mbu2lo0
sadâ,zo4do4e
sadâkat,zo4do4efo2o4bo2o0
sadâ-yı kur'ân,zo4do4ebu2u4 fo2o9ro0ebo1o0
saded,zo4do4do0
sade-dil,so4edo4h du4lo0
sadır,zo4du4ro0
sadaka-i makbûle,zo4do4fo2o4u4 mo4fo2o0bu1o9wlo4h
safâ,zo4fo1o4e
safderûn,zo4efo1o0do4ro9wbo1o0
safdil,zo4efo1o0 du4lo0
saff-ı evvel,zo4fo1u4o8 eo4wo4o8lo0
safsata,so4fo1o0so4to4h
safahât,zo4fo1o4xo4ebo2o0
sahâbe,zo4xo4ebu1o4h
sahâbet,zo4xo4ebu1o4bo2o0
sahîh,zo4xbu2xo0
sahra,zo4xo0ro4e
saîd,so4abu2do0
sakf,so4fo2o0fo1o0
sakîl,bo3o4fo2bu2lo0
sakîl,bo3o4fo2bu2lo0
sakîm,so4fo2bu2mo0
sakin,so4eku4bo1o0
sako,zo4efo2o9w
sakar,so4fo2o4ro0
salâbet,zo4lo4ebu1o4bo2o0
salâbet-i dîniye,zo4lo4ebu1o4bo2u4 dbu2bo1u4bu2o4h
salâh,zo4lo4exo0
salâh-ı hâl,zo4lo4exu4 xo4elo0
salâhiyet,zo4lo4exu4bu2o4bo2o0
salât,zo4lo4ebo2o0
saltanat-ı haşmet,so4lo0to4bo1o4bo2u4 xo4so3o0mo4bo2o0
salavât,zo4lo4wo4ebo2o0
samed,zo4mo4do0
samediyet,zo4mo4du4bu2o4bo2o0
sandukça-i uhreviye,zo4bo1o0do9wfo2o0xu1o4u4 eo9xo1o0ro4wu4bu2o4h
sanem,zo4bo1o4mo0
sanem-misâl,zo4bo1o4mo0 mu4bo3o4elo0
sanemperest,zo4bo1o4mo0bu3o4ro4so0bo2o0
sansür,so4ebo1o0so9wro0
san'atkârâne,zo4bo1o0ao4bo2o0ko4ero4ebo1o4h
sarâhat,zo4ro4exo4bo2o0
sarâhaten,zo4ro4exo4bo2eo44
sarf,zo4ro0fo1o0
sarf,zo4ro0fo1o0
sarf ve nahiv,zo4ro0fo1o0 wo4 bo1o4xu4wo0
sarf-ı nazar,zo4ro0fo1u4 bo1o4to1o4ro0
sarfiyât,zo4ro0fo1u4bu2o4ebo2o0
sarîh,zo4rbu2xo0
sath-ı arz,so4to0xu4 eo4ro0zo1o0
sathî,so4to0xbu2
satıh,so4tu4xo0
savlet,zo4wo0lo4bo2o0
savm-ı visâl,zo4wo0mu4  wu4zo4elo0
savt,zo4wo0bo2o0
saadet-i ebediye,so4ao4edo4bo2u4 eo4bu1o4du4bu2o4h
sa'y,so4ao0bu2o0
sayha,zo4bu2o0xo4h
şâd,so3o4edo0
şâfî,so3o4efo1bu2
şâfî-i hakîm,so3o4efo1bo5u4 xo4kbu2mo0
şâh-ı velâyet,so3o4ehu4 wo4lo4ebu2o4bo2o0
şâhid-i ezelî,so3o4ehu4du4 eo4ro1o4lu4bu2
şâhid-i sâdık,so3o4ehu4du4 zo4edu4fo2o0
şâhid-i sĀdık,so3o4ehu4du4 zo4edu4fo2o0
şâhika,so3o4ehu4fo2o4h
şâkî,so3o4eku4bu2
şâkir,so3o4eku4ro0
şâmil,so3o4emu4lo0
şârık,so3o4eru4fo2o0
şâyân,so3o4ebu2o4ebo1o0
şâyân-ı hayret,so3o4ebu2o4ebo1u4 xo4bu2o0ro4bo2o0
şâyân-ı şükrân,so3o4ebu2o4ebo1u4 so3o9ko0ro4ebo1o0
şâyân-ı temâşâ,so3o4ebu2o4ebo1u4 bo2o4mo4eso3o4e
şâyeste,so3o4ebu2o4so0bo2o4h
şâz,so3o4edo1o0
şeâmet,so3o4bo5o4emo4bo2o0
şebnem,so3o4bu1o0bo1o4mo0
şecâat,so3o4xu1o4eao4bo2o0
