a,h
NAKKARE,bo1fo2erh
NAKL,bo1fo2l
NAKLEN,bo1fo2le
NAKLİYAT,bo1fo2lbu2ebo2
NAKLİYE,bo1fo2lbu2h
NAKŞ,bo1fo2so3
NÂKUS,bo1efo2ws
NAKZ,bo1fo2zo1
NA'L,bo1al
NÂLÂN,bo1elebo1
NA'LBEND,bo1albu1bo1d
NA'LBUR,bo1albu1r
NA'LÇE,bo1alxu3h
NÂLE,bo1elh
NÂLENDE,bo1elbo1dh
NÂM,bo1em
NÂMAHDUD,bo1emxdwd
NÂMAHREM,bo1emxrm
NÂMAHSUS,bo1emxsws
NÂMAKBUL,bo1emfo2bu1wl
NÂMAKUL,bo1emafo2wl
NÂMALÛM,bo1emalwm
NÂMÂVER,bo1em eo6wr
NAMAZ,bo1mero1
NAMAZGÂH,bo1mero1ko7eh
NÂMBERDAR,bo1embu1rder
NÂMCÛ,bo1emxu1w
NÂMDAR,bo1emder
NÂME,bo1emh
NÂMEFHÛM,bo1emfo1hwm
NÂME'MÛL,bo1emeo5mwl
NÂMERD,bo1emrd
NÂMER'Î,bo1emrbo5y
NÂMESBÛK,bo1emsbu1wfo2
NÂMÎ,bo1emy
NÂMURAD,bo1emred
NÂMUS,bo1emws
NÂMUSKÂR,bo1emwsker
NAMUSKÂRANE,bo1emwskerebo1h
NÂMÜSAİD,bo1emsead
NÂMÜTENAHİ,bo1embo2bo1ehy
NÂMVER,bo1emwr
NAMZED,bo1emro1d
NÂN,bo1ebo1
NA'NÂ',bo1abo1ea
NÂPÂYİDAR,bo1ebu3eyder
NÂPERVÂ,bo1ebu3rwe
NA'RE,bo1arh
NÂRENCÎ,bo1erbo1xu1y
NÂRES,bo1ers
NÂRESÂ,bo1erse
NÂREVÂ,bo1erwe
NARH,bo1rxo1
NÂS,bo1es
NASÂRA,bo1zere
NASÂYİH,bo1zeyx
NASİB,bo1zbu2bu1
NASİHAT,bo1zbu2xbo2
NÂSİPAS,bo1esbu3es
NÂSİYE,bo1ezbu2h
NASRÂNİ,bo1zrebo1y
NASS,bo1z
NÂSÛTÎ,bo1eswbo2y
NA'Ş,bo1aso3
NÂŞÎ,bo1eso3y
NÂŞİNAS,bo1eso3bo1es
NÂŞİR,bo1eso3r
NA'T,bo1abo2
NÂTAMAM,bo1ebo2mem
NÂTIK,bo1etfo2
NÂTIKA,bo1etfo2h
NÂTIKAPERDÂZ,bo1etfo2h bu3rdero1
NATS,bo1ts
NATÛK,bo1twfo2
NÂTÜVÂN,bo1ebo2webo1
NÂV,bo1ew
NÂVDAN,bo1ewdebo1
NÂVEK,bo1ewk
NÂY,bo1ey
NÂYÇE,bo1eyxu3h
NÂYÎ,bo1eyy
NÂYZEN,bo1eyro1bo1
NAZ,bo1ero1
NÂZAN,bo1ero1ebo1
NAZAR,bo1to1r
NAZARAN,bo1to1re
NAZARGÂH,bo1to1rko7eh
NAZAR-I ŞÜBHE,bo1to1r so3bu1hh
NAZARÎ,bo1to1ry
NAZARİYAT,bo1to1ryebo2
NAZARİYE,bo1to1ryh
NAZARİYYAT,bo1to1ryebo2
NÂZENDE,bo1ero1bo1dh
NÂZENİN,bo1ero1bo1bu2bo1
NÂZIM,bo1eto1m
NÂZIR,bo1eto1r
NAZİF,bo1to1bu2fo1
NÂZİK,bo1ero1k
NÂZİKÂNE,bo1ero1kebo1h
NÂZİL,bo1ero1l
NAZİLE,bo1ero1lh
NAZÎR,bo1to1bu2r
NAZM,bo1to1m
NAZMEN,bo1to1me
NÂZPERVER,bo1ero1bu3rwr
NÂZPERVERDE,bo1ero1bu3rwrdh
NEBAT,bo1bu1ebo2
NEBÂT,bo1bu1ebo2
NEBÂTÂT,bo1bu1ebo2ebo2
NEBATÎ,bo1bu1ebo2y
NEBERD,bo1bu1rd
NEBÎ,bo1bu1y
NEBÎRE,bo1bu1bu2rh
NECABET,bo1xu1ebu1bo2
NECÂSET,bo1xu1esbo2
NECÎB,bo1xu1bu2bu1
NECÎS,bo1xu1bu2s
NECM,bo1xu1m
NEDÂMET,bo1dembo2
NEDİM,bo1dym
NEDRET,bo1drbo2
NEF',bo1fo1a
NEFÂİS,bo1fo1ebo5s
NEFÂSET,bo1fo1esbo2
NEFER,bo1fo1r
NEFHA,bo1fo1xh
NEFÎR,bo1fo1bu2r
NEFRİN,bo1fo1rybo1
NEFS,bo1fo1s
NEFS- İ EMMÂRE,bo1fo1s emerh
NEFS-İ,bo1fo1s
NEFSÎ,bo1fo1sy
NEFTÎ,bo1fo1bo2y
NEHÂR,bo1her
NEHÂRÎ,bo1hery
NEHC,bo1hxu1
NEHENG,bo1hbo1ko7
NEHİY,bo1hy
NEHR,bo1hr
NEHY,bo1hy
NEJAD,bo1ro3ed
NEKAHET,bo1fo2ehbo2
NEKBET,bo1kbu1bo2
NEKES,bo1ks
NEM,bo1m
NEMÂ,bo1me
NEMED,bo1md
NEMEDPÛŞ,bo1mdbu3wso3
NEMEK,bo1mk
NEML,bo1ml
NEMNÂK,bo1mbo1ek
NENG,bo1bo1ko7
NERD,bo1rd
NERM,bo1rm
NERMİN,bo1rmbu2bo1
NESC,bo1sxu1
NESEB,bo1sbu1
NESH,bo1sxo1
NESÎM,bo1sbu2m
NESL,bo1sl
NESR,bo1bo3r
NESREN,bo1bo3re
NESRİN,bo1srybo1
NESSAC,bo1sexu1
NESTEREN,bo1sbo2rbo1
NEŞAT,bo1so3et
NEŞ'ET,bo1so3bo5bo2
NEŞÎDE,bo1so3bu2dh
NEŞR,bo1so3r
NEŞRİYAT,bo1so3ryebo2
NEŞV Ü NEMÂ,bo1so3w w bo1me
NEŞVE,bo1so3wh
NEŞVEDÂR,bo1so3wh der
NETÂİC,bo1bo2ebo5xu1
NETÎCE,bo1bo2bu2xu1h
NEV,bo1w
NEV',bo1wa
NEVÂ,bo1we
NEVÂDE,bo1wedh
NEVÂDİR,bo1wedr
NEVÂLE,bo1welh
NEVÂZ,bo1wero1
NEVÂZİŞ,bo1wero1so3
NEVBAHAR,bo1wbu1her
NEVBET,bo1wbu1bo2
NEVCİVAN,bo1wxu1webo1
NEVDEVLET,bo1wdwlbo2
NEVHA,bo1wxh
NEVİ,bo1wa
NEVRES,bo1wrs
NEVRUZ,bo1wrwro1
NEVRUZİYE,bo1wrwro1yh
NEVZAD,bo1wro1ed
NEZ',bo1ro1a
NEZÂFET,bo1to1efo1bo2
NEZÂKET,bo1ro1ekbo2
NEZÂRET,bo1to1erbo2
NEZD,bo1ro1d
NEZİH,bo1ro1yh
NEZR,bo1do1r
NISF,bo1zfo1
NISF-I AHÎR,bo1zfo1 exo1bu2r
NISFUNNEHÂR,bo1zfo1 elbo1her
NİAM,bo1am
NİDÂ',bo1dec
NİFÂK,bo1fo1efo2
NİGÂH,bo1ko7eh
NİGÂR,bo1ko7er
NİGEH,bo1ko7h
NİGÎN,bo1ko7bu2bo1
NİHÂD,bo1hed
NİHÂL,bo1hel
NİHÂN,bo1hebo1
NİHAYET,bo1heybo2
NİJÂD,bo1ro3ed
NİKAB,bo1fo2ebu1
NİMET,bo1ambo2
NİSÂ,bo1se
NİSÂB,bo1zebu1
NİSÂR,bo1bo3er
NİSBET,bo1sbu1bo2
NİSBÎ,bo1sbu1y
NİSVÂN,bo1swebo1
NİSYÂN,bo1sbu2ebo1
NİŞAN,bo1so3ebo1
NİŞÂNE,bo1so3ebo1h
NİŞANGÂH,bo1so3ebo1ko7eh
NİŞÎN,bo1so3bu2bo1
NİZÂ,bo1ro1ea
NİZÂM,bo1to1em
NİZÂMNAME,bo1to1em bo1emh
NOHUDÎ,bo1xo1wdy
NOKSÂN,bo1fo2zebo1
NOKTA-İ NAZAR,bo1fo2thc bo1to1r
NUHBE,bo1xo1bu1h
NUKÂT,bo1fo2et
NUKUD,bo1fo2wd
NUKÛŞ,bo1fo2wso3
NUR,bo1wr
NURANÎ,bo1wrebo1y
NUSH,bo1zx
NUSRET,bo1zrbo2
NÛŞİN,bo1wso3bu2bo1
NUTFE,bo1tfo1h
NUTK,bo1tfo2
NUZZÂR,bo1to1er
NÜBÜVVET,bo1bu1wbo2
NÜCUM,bo1xu1wm
NÜFUS,bo1fo1ws
NÜFUZ,bo1fo1wdo1
NÜKHET,bo1khbo2
NÜKTE,bo1kbo2h
NÜKTEDAN,bo1kbo2h debo1
NÜMAYAN,bo1meyebo1
NÜMAYİŞ,bo1meyso3
NÜMUNE,bo1mwbo1h
NÜSAH,bo1sxo1
NÜSHA,bo1sxo1h
NÜZHET,bo1ro1hbo2
NÜZUL,bo1ro1wl
ÖRFÎ İDARE,arfo1y ederh
RAVZA-İ MUTAHHARA,rwzo1hc mthrh
RECÜL-İ SİYASÎ,rxu1l sbu2esy
RESM-İ KÜŞÂD,rsm kso3ed
RÛZ-İ CEZÂ,rwro1 xu1ro1e
RÜSVÂ,rswey
RÜSVÂY,rswey
SADR-I A'ZAM,zdr eato1m
SADR-I ESBAK,zdr esbu1fo2
SÂKEYN-İ ŞİBH-İ MÜNHARİF,sefo2bu2bo1 so3bu1h mbo1xrfo1
SANÂYİ-İ NEFÎSE,zbo1eya bo1fo1bu2sh
SENE-İ HİCRİYYE,sbo1hc hxu1ryh
SENE-İ KAMERİYYE,sbo1hc fo2mryh
SENE-İ MÎLÂDİYYE,sbo1hc mbu2ledyh
SENE-İ ŞEMSİYYE,sbo1hc so3msbu2h
SERV-İ BÜLEND,srw bu1lbo1d
SERV-İ HIRÂMÂN,srw xo1remebo1
SERV-İ NİHÂL,srw bo1hel
SERV-İ REVÂN,srw rwebo1
SEVK-İ TABİ'Î,swfo2 tbu1bu2ay
SILA-İ RAHM,zlhc rxm
SINÂÂT-I EDEBÎ,zbo1eaebo2 edbu1y
SIRÂT-I MÜSTAKÎM,zret msbo2fo2bu2m
SİLSİLE-İ MERÂTİB,slslhc mrebo2bu1
SİTTİN SENE,sbo2bo2bu2bo1 sbo1h
SUBH Ü MESÂ,zbu1x w mse
SÜRMEDAN,srmh debo1
ŞAKÂİKÜNNUMÂN,so3fo2ecfo2 elbo1amebo1
ŞEB-İ ARÛS,so3bu1  arws
ŞEB-İ YELDÂ,so3bu1 ylde
TELKÂRÎ,bo2l kery
TUĞRÂKEŞ,tao1rekso3
TÛRANÎ,bo2wrebo1y
TÛRANİYÜLASL,bo2wrebo1y elezl
TÜRKİYÂT,bo2rkbu2ebo2
TÜRKTÂZ,bo2rkbo2ero1
VÂKİ',wefo2a
VAZ'-I HAML,wzo1a xml
VAZ'-I KADÎM,wzo1a fo2dym
VAZ'-I YED,wzo1a yd
ZİRÂ',do1rea
HATA,xo1te
BİLA,bu1le
HASAN,xsbo1
CİHAZ,xu1hero1
BİLKUVVE,bu1elfo2wh
MEDAR,mder
AMİN,eo6mbu2bo1
DERECAT,drxu1ebo2
İSTİMDAD,esbo2mded
TENKİD,bo2bo1fo2bu2d
DAHİL,dexo1l
FARAZA,fo1rzo1e
KAVAİD,fo2wead
MÜCAHEDE,mxu1ehdh
TEZYİN,bo2ro1bu2bu2bo1
FİRAK,fo1refo2
İNAD,abo1ed
MUHAL,mxel
ŞAKİRD,so3ekrd
FÜYÜZAT,fo1bu2wzo1ebo2
İFRAT,efo1ret
SADIK,zedfo2
İSTİHDAM,esbo2xo1dem
ERZAK,erro1efo2
YEİS,bu2eo5s
ZİYARET,ro1bu2erbo2
DAİRE,debo5rh
HÂFIZ,xefo1to1
TEZAHÜR,bo2to1ehr
VUKU,wfo2wa
VAZİFE,wto1bu2fo1h
TECELLİ,bo2xu1lbu2
RÜKÜN,rkbo1
İZHAR,eto1her
ÂKIBET,aefo2bu1bo2
SAHİB,zexbu1
ÜSTAD,esbo2ed
VİSAL,wzel
ÇARK,xu3rxo1
HULASA,xo1lezh
MUVAFIK,mwefo1fo2
İHTİLAT,exo1bo2let
FETİH,fo1bo2x
KAİDE,fo2eadh
MEKKE,mkh
GAYE,ao1ebu2h
BİDAYET,bu1debu2bo2
KISIM,fo2sm
İMTİHAN,embo2xebo1
SÛRE,swrh
AHVAL,exwel
TEMSİL,bo2mbo3bu2l
VASIF,wzfo1
HALAT,xelebo2
HATIRA,xo1etrh
NİSYAN,bo1sbu2ebo1
İSTİKAMET,esbo2fo2embo2
DİVANE,dbu2webo1h
İFHAM,efo1hem
VAZAİF,wto1ebo5fo1
MURASSA',mrza
SANAT,zbo1abo2
TESBİH,bo2sbu1bu2x
CEVAB,xu1webu1
İNTİSAB,ebo1bo2sebu1
HASIL,xezl
HALİS,xo1elz
HEDİYE,hdbu2h
İCMALEN,exu1meleo44
İ'LAN,ealebo1
NAKIS,bo1efo2z
TEKMİL,bo2kmbu2l
MURAD,mred
MEVSİM,mwsm
ŞEKİL,so3kl
BAHAR,bu1her
İSA,abu2sbu2
LEZİZ,ldo1bu2do1
BEDİÜZZAMAN,bu1dbu2a elro1mebo1
DAİM,debo5m
VAAD,wad
ETBÂ,ebo2bu1ea
ÖZÜR,ado1r
SUHULET,shwlbo2
ZAHİR,to1ehr
HATİME,xo1ebo2mh
GAFFAR,ao1fo1er
İSTİKLAL,esbo2fo2lel
İZAH,ebu2zo1ex
HUSUSEN,xo1zwzo44e
NİZAM,bo1to1em
ADAVET,adewbo2
ENDİŞE,ebo1dbu2so3h
EZVAK,edo1wefo2
MEDRESE,mdrsh
HİLAL,hlel
MÜNEZZEH,mbo1ro1h
BİDAT,bu1dabo2
ÜSLUB,eslwbu1
CİDAL,xu1del
FELSEFE,fo1lsfo1h
İŞARET,eso3erbo2
RİSALETÜNNUR,rselbo2 elbo1wr
İZALE,ero1elh
MUSTAFA,mztfo1bu2
İSTİHSAN,esbo2xsebo1
EVAMİR,ewemr
BÂHİR,bu1ehr
DUA,dae
MASNU',mzbo1wa
MUTİ',mtbu2a
ZUHUR,to1hwr
İNKISAM,ebo1fo2sem
DALALET,zo1lelbo2
RÜZGAR,rwro1ko7er
ZULUMAT,to1lmebo2
MÜNASİP,mbo1esbu1
ZAMAN,ro1mebo1
VAHİY,wxbu2
HÜKÜM,xkm
VACİB,wexu1bu1
HAVA,hwe
İSTİKBAL,esbo2fo2bu1el
İŞTİRAK,eso3bo2rek
İBARET,abu1erbo2
İNSAN,ebo1sebo1
ŞEYTAN,so3bu2tebo1
EMİN,embu2bo1
TAĞAYYUR,bo2ao1bu2r
VAKIA,wefo2ah
ÎFA,ebu2fo1e
TEVATÜR,bo2webo2r
MÜKAFAT,mkefo1ebo2
İRADE,eredh
CEVELAN,xu1wlebo1
KEBİR,kbu1bu2r
CİBAL,xu1bu1el
CİNAYET,xu1bo1ebu2bo2
MEVCUD,mwxu1wd
NÜMA,bo1me
AHLAK,exo1lefo2
EVSAF,ewzefo1
İSİM,esm
FEZA,fo1zo1e
MÜKEMMEL,mkml
FASIK,fo1esfo2
İHTİYAÇ,exbo2bu2exu1
ŞEFKAT,so3fo1fo2bo2
FATIR,fo1etr
İKRAM,ekrem
İLHAD,elxed
TESADÜF,bo2zedfo1
İMZA,emzo1e
SARAY,srebu2
MUKABELE,mfo2ebu1lh
İDARE,ederh
ZİYADE,ro1bu2edh
ANASIR,abo1ezr
MUHAMMED,mxmd
İSTİLZAM,esbo2lro1em
FURKAN,fo1rfo2ebo1
NEMA,bo1me
RİVAYET,rwebu2bo2
TAKVA,bo2fo2wbu2
HİS,xs
İHATA,exeth
KÂBE,kabu1h
MAHKEME,mxkmh
ŞEFAAT,so3fo1eabo2
NEFES,bo1fo1s
NEHİR,bo1hr
BEDAHET,bu1dehbo2
TANZİM,bo2bo1to1bu2m
İLTİBAS,elbo2bu1es
MUHTEMEL,mxbo2ml
ESRAR,esrer
FAZİLET,fo1zo1bu2lbo2
RAB,rbu1
TASDİK,bo2zdbu2fo2
ZİKİR,do1kr
TE'SİR,bo2eo5bo3bu2r
İCTİHAD,exu1bo2hed
İKNA,efo2bo1ea
İKTİSAT,efo2bo2zed
LEZAİZ,ldo1ebo5do1
KİTAB,kbo2ebu1
TEVAZU,bo2wezo1a
İHLAS,exo1lez
ESARET,eserbo2
HAD,xd
İTİKAD,eabo2fo2ed
MECMU',mxu1mwa
KUR'AN,fo2reo6bo1
GALİB,ao1elbu1
İNTİŞAR,ebo1bo2so3er
HAMİYET,xmbu2bo2
İCAB,ebu2xu1ebu1
ÎMA,ebu2me
MAKUL,mafo2wl
DÂHİ,dehbu2
DAHÎ,dxo1bu2
İ'DAM,eadem
AHMED,exmd
FİRAVUN,fo1rawbo1
NETİCE,bo1bo2bu2xu1h
TESANÜD,bo2sebo1d
İSMAİL,esmabu2l
HAYAL,xo1bu2el
HADİS,xdbu2bo3
Zİ,do1bu2
SÜFLİ,sfo1lbu2
CİHAD,xu1hed
BİZZAT,bu1eldo1ebo2
MADDE,medh
SU-İ İSTİMAL,swc esbo2amel
MUSA,mwsbu2
BÂKİ,bu1efo2bu2
İSRAF,esrefo1
İSABET,ezebu1bo2
TAKLİD,bo2fo2lbu2d
FİHRİST,fo1hrsbo2
MUHALİF,mxo1elfo1
İCMA,exu1mea
EVLİYA,ewlbu2e
MEŞRU',mso3rwa
SARİH,zrbu2x
MÜ'MİN,mwo5mbo1
ZARURET,zo1rwrbo2
TAAM,taem
İBRAHİM,ebu1rehbu2m
İHRAÇ,exo1rexu1
TAHARET,therbo2
MEFTUN,mfo1bo2wbo1
SÜNNET,sbo1bo2
VERASET,wrebo3bo2
DELAİL,dlebo5l
SEVAB,bo3webu1
DAĞVARİ,teao1 werbu2
ALLAH,ello8h
DEHŞET,dhso3bo2
İTİRAF,eabo2refo1
MAZİ,mezo1bu2
İSBAT,ebo3bu1ebo2
EVHAM,ewhem
CEZİRE,xu1ro1bu2rh
HEYECAN,hbu2xu1ebo1
ŞAHIS,so3xo1z
MÜHÜR,mhr
HÂYIR,xo1bu2r
MAHARET,mherbo2
İCAD,ebu2xu1ed
TA'ZİM,bo2ato1bu2m
TEŞEKKÜR,bo2so3kr
MÜTENAHİ,mbo2bo1ehbu2
MEAL,mbo5el
ULEMA,alme
İLHAM,elhem
İMTİSAL,embo2bo3el
TEAVÜN,bo2aewbo1
AHBAB,exbu1ebu1
LÜTUF,ltfo1
CİFR,xu1fo1r
DELİL,dlbu2l
İHTİMAL,exbo2mel
ŞEAİR,so3aebo5r
A'DEM,adm
ENBİYA,ebo1bu1bu2e
TILSIM,tlsm
İHYA,exbu2e
SAİR,sebo5r
UHREVİ,exo1rwbu2
CÜR'ET,xu1rbo5bo2
EŞHAS,eso3xo1ez
İLAH,elh
VAHDANİYET,wxdebo1bu2bo2
KÂİNAT,kebo5bo1ebo2
İNS,ebo1s
NOKTA,bo1fo2th
LİSAN,lsebo1
ZÜ,do1w
MENBA',mbo1bu1a
ZAAF,zo1afo1
İNAYET,abo1ebu2bo2
ZINDIK,ro1bo1dfo2
İNKIRAZ,ebo1fo2rezo1
TE'VİL,bo2eo5wbu2l
İSTİKRAR,esbo2fo2rer
KAVİ,fo2wbu2
İHTİYAT,exbo2bu2et
İTİRAZ,eabo2rezo1
CENUB,xu1bo1wbu1
TEBDİL,bo2bu1dbu2l
ULVİ,alwbu2
BEDİHİ,bu1dbu2hbu2
MELCE',mlxu1eo5
CEREYAN,xu1rbu2ebo1
USUL,ezwl
MALUM,malwm
TAMİR,bo2ambu2r
BASİT,bu1sbu2t
MUKADDER,mfo2dr
BERAHÎN,bu1rehbu2bo1
KÜFÜR,kfo1r
TEVFİK,bo2wfo1bu2fo2
VECİH,wxu1h
MAHBUB,mxbu1wbu1
TAHKİR,bo2xfo2bu2r
MALİK,melk
MENFİ,mbo1fo1bu2
MUHTAÇ,mxbo2exu1
ZEVAL,ro1wel
CESARET,xu1serbo2
CEVVAL,xu1wel
EMSAL,embo3el
KIRAAT,fo2rebo5bo2
SURET,zwrbo2
FAİDE,fo1ebo5dh
MAANİ,maebo1bu2
SEYYİAT,sbu2eo6bo2
VAKİT,wfo2bo2
BİSMİLLAH,bu1sm ello8h
TA'RİF,bo2arbu2fo1
TEBLİĞ,bo2bu1lbu2ao1
CEVAZ,xu1wero1
CİNAN,xu1bo1ebo1
HAFİ,xo1fo1bu2
RİSALE-İ NUR,rsel bo1wr
İHSAS,exses
İSTİRAHAT,esbo2rexbo2
ENZAR,ebo1to1er
MUSİBET,mzbu2bu1bo2
MUKABİL,mfo2ebu1l
DÜSTUR,dsbo2wr
İSTİFADE,esbo2fo1edh
SİYASET,sbu2esbo2
ELHAMDÜLİLLAH,elxmd llo8h
HEVA,hwe
KAT'İ,fo2tabu2
FİİL,fo1al
İSNAD,esbo1ed
EZAN,edo1ebo1
SAİD,sabu2d
DEVA,dwe
GARAİB,ao1rebo5bu1
İNHİSAR,ebo1xzer
KEBAİR,kbu1ebo5r
SÜRAT,srabo2
TAHLİL,bo2xlbu2l
ASFİYA,ezfo1bu2e
VAKİ',wefo2a
SIDDÎK,zdbu2fo2
MİSAFİR,msefo1r
DÜNYA,dbo1bu2e
FESAD,fo1sed
TEVEKKÜL,bo2wkl
İHVAN,exo1webo1
MAŞALLAH,meso3ec ello8h
KABİLİYET,fo2ebu1lbu2bo2
DARB-I MESEL,zo1rbu1 mbo3l
TE'LİF,bo2eo5lbu2fo1
İHTİYAR,exo1bo2bu2er
MİZAN,mbu2ro1ebo1
VÜCUB,wxu1wbu1
HUZUR,xzo1wr
CESED,xu1sd
HEYET,hbu2bo5bo2
HAKAİK,xfo2ebo5fo2
ÜNSİYET,ebo1sbu2bo2
DANE,debo1h
MUARAZA,maerzo1h
BESMELE,bu1smlh
CİN,xu1bo1
KÂFİR,kefo1r
SULTAN,sltebo1
ALAMET,alembo2
İHTİVA,exbo2we
İSTİNAD,esbo2bo1ed
TEKZİB,bo2kdo1bu2bu1
VASITA,westh
ÂSAR,eo6bo3er
TALİM,bo2albu2m
ENANİYET,ebo1ebo1bu2bo2
MÜMKÜN,mmkbo1
İHTAR,exo1ter
MERCİ',mrxu1a
MUSAHHAR,msxo1r
SEFAHET,sfo1ehbo2
İCMAL,exu1mel
TESHİR,bo2sxo1bu2r
RAMAZAN,rmzo1ebo1
GARİB,ao1rbu2bu1
SAHABE,zxebu1h
ZAT,do1ebo2
BİLMÜŞAHEDE,bu1elmso3ehdh
KABİL,fo2ebu1l
MEHASİN,mxesbo1
HAL,xel
İSLAM,eslem
SAFİ,zefo1bu2
TERAKKİ,bo2rfo2bu2
ZİYA,zo1bu2e
İ'CAZ,eaxu1ero1
ÎCAZ,ebu2xu1ero1
HARİÇ,xo1erxu1
İTİMAD,eabo2med
ÜMİD,embu2d
İNBİSAT,ebo1bu1set
BİLBEDAHE,bu1elbu1dehh
HAİN,xo1ebo5bo1
ZALİM,to1elm
ENVÂ,ebo1wea
İMDAD,emded
KANAAT,fo2bo1eabo2
MEŞHUR,mso3hwr
SAADET,saedbo2
TEKBİR,bo2kbu1bu2r
MUKAYESE,mfo2ebu2sh
ŞAHİD,so3ehd
ÜMMİ,embu2
İBTAL,ebu1tel
HULLET,xo1lbo2
RİYA,rbu2e
DAİ,deabu2
DAKİK,dfo2bu2fo2
SÜKUT,sfo2wt
TEŞHİR,bo2so3hbu2r
İSTİĞFAR,esbo2ao1fo1er
İNCİZAB,ebo1xu1do1ebu1
MANEVİ,mabo1wbu2
MÜNAFİ,mbo1efo1bu2
TESELLİ,bo2slbu2
ÖMER,amr
HARİKA,xo1erfo2h
HİLAF,xo1lefo1
RABITA,rebu1th
HURUF,xrwfo1
İSYAN,azbu2ebo1
CÜNUD,xu1bo1wd
HELAK,hlek
NEFİS,bo1fo1s
TARİH,bo2erbu2xo1
BASİRET,bu1zbu2rbo2
CESAMET,xu1sembo2
TA'YİN,bo2abu2bu2bo1
LETAİF,ltebo5fo1
TULÛ',tlwa
MİRAC,marexu1
KAVANİN,fo2webo1bu2bo1
DEVİR,dwr
İSTİ'DAD,esbo2aded
MECBUR,mxu1bu1wr
ENVAR,ebo1wer
MELAİKE,mlebo5kh
VAHİD,wexd
GAİB,ao1ebo5bu1
İFSAD,efo1sed
MÜCMEL,mxu1ml
ARZU,eo6rro1w
CESİM,xu1sbu2m
HİSSİYAT,xsbu2ebo2
KUSUR,fo2zwr
TERKİB,bo2rkbu2bu1
TEVHİD,bo2wxbu2d
CUŞ-U HURUŞ,xu1wso3 w xo1rwso3
İCRA,exu1re
SINIF,zbo1fo1
İCTİMA,exu1bo2mea
ADALET,adelbo2
ME'HAZ,meo5xo1do1
VİCDAN,wxu1debo1
ZAİF,zo1abu2fo1
İBADET,abu1edbo2
UMUM,amwm
MERATİB,mrebo2bu1
MİSAL,mbo3el
VAHİM,wxo1bu2m
A'LA,ealbu2
EMARE,emerh
İMAN,ebu2mebo1
KÜBRA,kbu1re
TEVAFUK,bo2wefo1fo2
TİLAVET,bo2lewbo2
ULUM,alwm
ŞEHİD,so3hbu2d
TENVİR,bo2bo1wbu2r
DELALET,dlelbo2
BİNAEN,bu1bo1eco44
DURUB-U EMSAL,zo1rwbu1 embo3el
ESBAB,esbu1ebu1
İDAME,edemh
İN'AM,ebo1aem
TEHDİD,bo2hdbu2d
TEŞBİH,bo2so3bu1bu2h
RESULULLAH,rswl ello8h
FEDAKAR,fo1deker
OSMAN,abo3mebo1
ÂFV,afo1w
TELEZZÜZ,bo2ldo1do1
EHADİS,exedbu2bo3
SAAT,seabo2
SUAL,swo5el
ASIR,azr
BELAGAT,bu1leao1bo2
KİBİR,kbu1r
NİYET,bo1bu2bo2
CÜZ,xu1ro1
İHSAN,exsebo1
SEBAT,bo3bu1ebo2
EZCÜMLE,ero1 xu1mlh
CİSİM,xu1sm
İTAAT,eteabo2
MÜNASEBET,mbo1esbu1bo2
TARİK,trbu2fo2
SIR,sr
MEDİNE,mdbu2bo1h
ESMAÜL HÜSNA,esmec elxsbo1bu2
İSTİMAL,esbo2amel
HÜSEYİN,xsbu2bo1
MUCİZE,maxu1ro1h
TE'HİR,bo2eo5xo1bu2r
VESİLE,wsbu2lh
GURUR,ao1rwr
ETVAR,etwer
HALET,xelbo2
TEŞKİL,bo2so3kbu2l
TEŞVİK,bo2so3wbu2fo2
İNKİŞAF,ebo1kso3efo1
DAR,der
PADİŞAH,bu3edso3eh
TA'TİL,bo2atbu2l
TEDBİR,bo2dbu1bu2r
ŞEDİD,so3dbu2d
TESLİM,bo2slbu2m
CEZA,xu1ro1e
İHBAR,exo1bu1er
ERVAH,erwex
MÜSLÜMAN,mslmebo1
TERCİH,bo2rxu1bu2x
GAYET,ao1ebu2bo2
İMAM,emem
İNTİKAM,ebo1bo2fo2em
FANİ,fo1ebo1bu2
İKAZ,ebu2fo2eto1
MADEM,medem
HADİM,xo1edm
ŞEHADET,so3hedbo2
TEVEHHÜM,bo2whm
CUMHUR,xu1mhwr
LİLLAH,llo8h
MABEYN,mebu1bu2bo1
MEMNUN,mmbo1wbo1
MUKADDEME,mfo2dmh
ZİYAFET,zo1bu2efo1bo2
TEFRİK,bo2fo1rbu2fo2
UBUDİYET,abu1wdbu2bo2
RECEB,rxu1bu1
SU-İ ZAN,swc to1bo1
TEYİD,bo2eo5bu2bu2d
FÜNUN,fo1bo1wbo1
DAİR,debo5r
İNTİZAM,ebo1bo2to1em
İLTİZAM,elbo2ro1em
KUTUB,fo2tbu1
ASHAB,ezxebu1
İNCİL,ebo1xu1bu2l
SALTANAT,sltbo1bo2
TELAKKİ,bo2lfo2bu2
ELBETTE,elbu1bo2h
ACAİB,axu1ebo5bu1
İMKAN,emkebo1
ULUHİYET,elwhbu2bo2
GAFİL,ao1efo1l
ŞAKİR,so3ekr
FAKİR,fo1fo2bu2r
MAİŞET,mabu2so3bo2
AHKAM,exkem
RUSÜL,rsl
SALAVAT,zlwebo2
ŞİKAYET,so3kebu2bo2
İNKIYAD,ebo1fo2bu2ed
ÂBÂ,eo6bu1ec
ABDÂL,eo6bu1o0do4elo0
