a,h
suffe,zfo1h
sûfî,zwfo1y
sûfiyye,zwfo1bu2h
sufûf,zfo1wfo1
sugrâ,zao1re
suhan,sxo1bo1
sûhân,swhebo1
suhen,sxo1bo1
sûhte,swxo1bo2h
suhuf,zxfo1
sûikasd,swc fo2zd
sûinazar,swc bo1to1r
sûiniyet,swc bo1bu2bo2
sûizan,swc to1bo1
sûk,swfo2
sukût,sfo2wt
sulb,zlbu1
sulehâ,zlxe
sulh,zlx
sulhâmîz,zlx eo6mbu2ro1
sulhen,zlxe
sulta,slth
sultân,sltebo1
sun',zbo1a
sun'î,zbo1ay
sunûf,zbo1wfo1
sûr,swr
sûr,swr
sûr,zwr
sûrâh,swrexo1
surahî,zrexy
sûret,zwrbo2
sûretâ,zwrbo2e
sûretger,zwrbo2ko7r
sûrnâ,swrbo1e
surre,zrh
sûsen,swsbo1
sûsmâr,swsmer
sutûh,stwx
sutûr,stwr
su'ûbet,zawbu1bo2
suver,zwr
sûy,swy
sûz,swro1
sûzân,swro1ebo1
sûzen,swro1bo1
sûzende,swro1bo1dh
sûziş,swro1so3
sûznâk,swro1bo1ek
sübhan,sbu1xebo1
sübhânî,sbu1xebo1y
sübût,bo3bu1wbo2
sücûd,sxu1wd
südde,sdh
süedâ,swo5de
süfehâ,sfo1he
süferâ,sfo1re
süflî,sfo1ly
süfte,sfo1bo2h
süfün,sfo1bo1
sügur,bo3ao1wr
sühan,sxo1bo1
sühandan,sxo1bo1debo1
sühanperdaz,sxo1bo1 bu3rdero1
sühûlet,shwlbo2
sühûnet,sxo1wbo1bo2
sükkân,skebo1
sükker,skr
sükûn,skwbo1
sükûn,skwbo1
sükûnet,skwbo1bo2
sükût,skwbo2
sülâle,slelh
sülâsâ,bo3lbo3e
süllem,slm
süls,bo3lbo3
sülûk,slwk
sülüsân,bo3lbo3lebo1
süm,sm
sümpâre,sm bu3erh
sümûm,smwm
sünbâde,sbo1bu1edh
sünbül,sbo1bu1l
sünbüle,sbo1bu1lh
sünen,sbo1bo1
sünûhat,sbo1wxebo2
sürâdık,sredfo2
sürb,srbu1
süreyya,bo3rye
sürfe,srfo1h
sürh,srxo1
sürûd,srwd
sürur,srwr
sürûrengîz,srwr ebo1ko7bu2ro1
sürûş,srwso3
sürü,swrw
sürü,swry
süst,ssbo2
sütre,sbo2rh
sütûde,sbo2wdh
sütûn,sbo2wbo1
sütur,sbo2wr
süvar,swer
süvârî,swery
süyûf,sbu2wfo1
şâd,so3ed
şâdân,so3edebo1
şâdî,so3edy
şâdmân,so3edmebo1
şâdmânî,so3edmebo1y
şâdurvan,so3edrwebo1
şafak,so3fo1fo2
şâfi',so3efo1a
şâgird,so3eko7rd
şâgirdân,so3eko7rdebo1
şâh,so3exo1
şâh,so3eh
şahâdet,so3hedbo2
şahâdetname,so3hedbo2 bo1emh
şâhân,so3ehebo1
şâhâne,so3ehebo1h
şahbal,so3ehbu1el
şâhenşâh,so3ehbo1so3eh
şâheser,so3eh ebo3r
şâhî,so3ehy
şâhid,so3ehd
şâhika,so3ehfo2h
şahin,so3ehbu2bo1
şâhkâr,so3ehker
şahne,so3xbo1h
şâhnişin,so3ehbo1so3bu2bo1
şâhrah,so3ehreh
şâhreg,so3ehrko7
şahs,so3xo1z
şâhsâr,so3exo1ser
şahsen,so3xo1ze
şahsî,so3xo1zy
şahsiyet,so3xo1zbu2bo2
şahsüvar,so3eh swer
şahvar,so3ehwer
şâhzade,so3ehro1edh
şâibe,so3ebo5bu1h
şaîr,so3abu2r
şâir,so3ear
şâiran,so3earebo1
şâirâne,so3earebo1h
şâire,so3earh
şakî,so3fo2y
şâkî,so3eky
şâkir,so3ekr
şâkird,so3ekrd
şakk,so3fo2
şâkûl,so3ekwl
şakuli,so3efo2wly
şâl,so3el
şâm,so3em
şâme,so3emh
şâmgâh,so3emko7eh
şâmî,so3emy
şâmih,so3emxo1
şâmil,so3eml
şâmme,so3emh
şân,so3ebo1
şâne,so3ebo1h
şa'r,so3ar
şarâb,so3rebu1
şarâbî,so3rebu1y
şâri',so3era
şâribülleyli vennehâr,so3erbu1 ellbu2l welbo1her
şârih,so3erx
şa'riyye,so3aryh
şark,so3rfo2
şarkan,so3rfo2e
şarkî,so3rfo2y
şarkiyat,so3rfo2bu2ebo2
şarkiyyûn,so3rfo2bu2wbo1
şart,so3rt
şartiyyet,so3rtbu2bo2
şartnâme,so3rt bo1emh
şast,so3sbo2
şa'şa'a,so3aso3ah
şa'şa'adâr,so3aso3ah der
şathiyyat,so3txbu2ebo2
şâtır,so3etr
şatranc,so3trbo1xu1
şatt,so3t
şâyân,so3eyebo1
şâyed,so3eyd
şâyeste,so3eysbo2h
şâyestegî,so3eysbo2ko7y
şâygân,so3eyko7ebo1
şâyi',so3eya
şâyia,so3eyah
şâz,so3edo1
şeâmet,so3eo6mbo2
şeb,so3bu1
şebâb,so3bu1ebu1
şebâhet,so3bu1ehbo2
şebân,so3bu1ebo1
şebangâh,so3bu1ebo1ko7eh
şebâviz,so3bu1ewyro1
şebbûy,so3bu1 bu1wy
şebefrûz,so3bu1 efo1rwro1
şebeke,so3bu1kh
şebgerd,so3bu1ko7rd
şebgîr,so3bu1ko7bu2r
şebîh,so3bu1bu2h
şebîhûn,so3bu1bu2xo1wbo1
şebistan,so3bu1sbo2ebo1
şebnem,so3bu1bo1m
şebpere,so3bu1 bu3rh
şebreng,so3bu1 rbo1ko7
şebtâb,so3bu1bo2ebu1
şeburûz,so3bu1 w rwro1
şebzindedâr,so3bu1 ro1bo1dh der
şecâat,so3xu1eabo2
şecer,so3xu1r
şecere,so3xu1rh
şecî,so3xu1bu2a
şedîd,so3dyd
şefâat,so3fo1eabo2
şefafet,so3fo1efo1bo2
şefakat,so3fo1fo2bo2
şeffaf,so3fo1efo1
şefî',so3fo1bu2a
şefik,so3fo1bu2fo2
şeftâlû,so3fo1bo2elw
şegal,so3ao1el
şeh,so3h
şehâ,so3he
şehâdet,so3hedbo2
şehâdetnâme,so3hedbo2 bo1emh
şehâmet,so3hembo2
şehbâl,so3hbu1el
şehbender,so3hbu1bo1dr
şehbenderhâne,so3hbu1bo1dr xo1ebo1h
şehd,so3hd
şehenşâh,so3hbo1so3eh
şehevât,so3hwebo2
şehîd,so3hbu2d
şehîr,so3hbu2r
şehlâ,so3hle
şehnişin,so3hbo1so3bu2bo1
şehper,so3hbu3r
şehr,so3hr
şehrâşûb,so3hr eo6so3wbu1
şehrî,so3hry
şehristan,so3hrsbo2ebo1
şehryâr,so3hryer
şehryârî,so3hryery
şehsüvar,so3hswer
şehvânî,so3hwebo1y
şehvât,so3hwebo2
şehvet,so3hwbo2
şehvetengîz,so3hwbo2 ebo1ko7bu2ro1
şehvetperest,so3hwbo2 bu3rsbo2
şehzâde,so3hro1edh
şehzâdegân,so3hro1edko7ebo1
şekâvet,so3fo2ewbo2
şeker,so3kr
şekerâb,so3krebu1
şekerhand,so3krxo1bo1d
şekerleb,so3krlbu1
şekîbâ,so3kbu2bu1e
şekk,so3k
şekl,so3kl
şeklen,so3kle
şeklî,so3kly
şekvâ,so3kwe
şelgam,so3lao1m
şellâle,so3lelh
şelvâr,so3lwer
şelvârbend,so3lwerbu1bo1d
şem',so3ma
şemâil,so3mebo5l
şemâte,so3meth
şem'dan,so3madebo1
şemîm,so3mbu2m
şemme,so3mh
şems,so3ms
şems,so3ms
şemsî,so3msy
şemsiye,so3msbu2h
şemşîr,so3mso3bu2r
şe'n,so3eo5bo1
şenâat,so3bo1eabo2
şenbe,so3bo1bu1h
şenî',so3bo1bu2a
şe'niyet,so3eo5bo1bu2bo2
şer,so3r
şer',so3ra
şerâbhâr,so3rebu1xo1wer
şerâfet,so3refo1bo2
şerâit,so3rebo5t
şerâket,so3rekbo2
şer'an,so3rae
şerâre,so3rerh
şerâret,so3rerbo2
şerâyi',so3reya
şerbet,so3rbu1bo2
şeref,so3rfo1
şerefbahş,so3rfo1bu1xo1so3
şerer,so3rr
şerh,so3rx
şerha,so3rxh
şer'î,so3ray
şeriat,so3ryabo2
şerif,so3ryfo1
şerik,so3ryk
şerîr,so3ryr
şerîr,so3ryr
şerîta,so3ryth
şer'iye,so3rabu2h
şerm,so3rm
şermende,so3rmbo1dh
şermendegî,so3rmbo1dko7y
şermgîn,so3rmko7bu2bo1
şermnâk,so3rmbo1ek
şermsâr,so3rmser
şerr,so3r
şest,so3sbo2
şeş,so3so3
şeşbeş,so3so3 bu1so3
şeşcihar,so3so3 xu1her
şeşise,so3so3 w sh
şeşiyek,so3so3 w yk
şeşper,so3so3 bu3r
şeşüdü,so3so3 w dw
şeşüm,so3so3m
şeşüse,so3so3 w sh
şeşüyek,so3so3 w yk
şetâret,so3terbo2
şetm,so3bo2m
şevâgil,so3weao1l
şevher,so3whr
şevk,so3wfo2
şevket,so3wkbo2
şevketmeâb,so3wkbo2 meo6bu1
şevketpenâh,so3wkbo2 bu3bo1eh
şey',so3bo5
şeyâtin,so3bu2etbu2bo1
şeyb,so3bu2bu1
şeydâ,so3bu2de
şeyh,so3bu2xo1
şeyhûhet,so3bu2xo1wxo1bo2
şey'î,so3bu2bo5y
şey'iyet,so3bu2bo5bu2bo2
şeytanet,so3bu2tbo1bo2
şeytânî,so3bu2tebo1y
şıhne,so3xbo1h
şık,so3fo2
şîa,so3bu2ah
şiâr,so3aer
şibh,so3bu1h
şibh-i cezîre,so3bu1h xu1ro1yrh
şibh-i münharif,so3bu1h mbo1xrfo1
şicâ',so3xu1ea
şiddet,so3dbo2
şifâ',so3fo1ec
şifâbahş,so3fo1ebu1xo1so3
şifâhane,so3fo1exo1ebo1h
şifâhen,so3fo1ehe
şifâhî,so3fo1ehy
şifakâr,so3fo1eker
şifânâpezîr,so3fo1ebo1ebu3do1yr
şifâresân,so3fo1ersebo1
şifâyâb,so3fo1eyebu1
şîfte,so3bu2fo1bo2h
şîftedil,so3bu2fo1bo2h dl
şihâb,so3hebu1
şîhe,so3bu2hh
şîî,so3bu2ay
şiirâlud,so3ar eo6lwd
şîiyyet,so3bu2abu2bo2
şikâr,so3ker
şikârgah,so3kerko7eh
şikârî,so3kery
şikâyât,so3keyebo2
şikâyet,so3keybo2
şikâyetnâme,so3keybo2 bo1emh
şikem,so3km
şikembe,so3kmbu1h
şikemderd,so3km drd
şikemperest,so3km bu3rsbo2
şikemperver,so3km bu3rwr
şiken,so3kbo1
şikence,so3kbo1xu1h
şikest,so3ksbo2
şikeste,so3ksbo2h
şikestebâl,so3ksbo2h bu1el
şikestebeste,so3ksbo2h bu1sbo2h
şikestedil,so3ksbo2h dl
şikestetâli',so3ksbo2h tela
şimâl,so3mel
şimâlen,so3mele
şimâlî,so3mely
şimşâd,so3mso3ed
şimşir,so3mso3bu2r
şinâs,so3bo1es
şi'r,so3ar
şîr,so3bu2r
şîr,so3bu2r
şîrâze,so3bu2rero1h
şîrdan,so3bu2rdebo1
şîrdil,so3bu2rdl
şîre,so3bu2rh
şîrhar,so3bu2rxo1wer
şîrin,so3bu2rybo1
şîrinkâr,so3bu2rybo1ker
şîrinzeban,so3bu2rybo1 ro1bu1ebo1
şirk,so3rk
şirket,so3rkbo2
şîrmerd,so3bu2rmrd
şîrpençe,so3bu2rbu3bo1xu3h
şirret,so3rbo2
şiryân,so3ryebo1
şîşe,so3bu2so3h
şitâ,so3bo2e
şitâbân,so3bo2ebu1ebo1
şitâiyye,so3bo2ebo5bu2h
şîve,so3bu2wh
şîvebaz,so3bu2wh bu1ero1
şîvekâr,so3bu2wh ker
şîven,so3bu2wbo1
şöhre,so3hrh
şöhret,so3hrbo2
şöhretşiâr,so3hrbo2 so3aer
şuâ,so3aea
şuâât,so3aeaebo2
şuabât,so3abu1ebo2
şuarâ,so3are
şube,so3abu1h
şubede,so3abu1dh
şubedebâz,so3abu1dh bu1ero1
şuebât,so3abu1ebo2
şugl,so3ao1l
şugûl,so3ao1wl
şûh,so3wxo1
şûhmeşreb,so3wxo1 mso3rbu1
şu'le,so3alh
şu'ledar,so3alh der
şu'lereng,so3alh rbo1ko7
şu'lever,so3alh wr
şûm,so3wm
şûr,so3wr
şûrâ,so3wre
şûrbaht,so3wrbu1xo1bo2
şûre,so3wrh
şûrezâr,so3wrh ro1er
şûrîde,so3wrydh
şûrîdebaht,so3wrydh bu1xo1bo2
şûrîdehâtır,so3wrydh xo1etr
şûristân,so3wrsbo2ebo1
şûriş,so3wrso3
şurta,so3rth
şurûb,so3rwbu1
şurût,so3rwt
şuûbiyye,so3awbu1bu2h
şuûn,so3bo5wbo1
şuur,so3awr
şûy,so3wy
şübhe,so3bu1hh
şübhedar,so3bu1hh der
şücâ',so3xu1ea
şücâ'at,so3xu1eabo2
şüfeâ,so3fo1ae
şühedâ,so3hde
şühud,so3hwd
şühûr,so3hwr
şükr,so3kr
şükrân,so3krebo1
şükrâne,so3krebo1h
şükrgüzar,so3krko7ro1er
şükûfe,so3kwfo1h
şükûfezar,so3kwfo1h ro1er
şükûh,so3kwh
şüküfte,so3kfo1bo2h
şükür,so3kr
şümâr,so3mer
şümûl,so3mwl
şümürde,so3mrdh
şüpüş,so3bu3so3
şürb,so3rbu1
şürefâ,so3rfo1e
şürekâ,so3rke
şürû,so3rwa
şürûh,so3rwx
şürûr,so3rwr
şürut,so3rwt
şüs,so3s
şüst,so3sbo2
şüstüşû,so3sbo2 w so3w
şüş,so3so3
şütür,so3bo2r
şütürban,so3bo2rbu1ebo1
şütürdil,so3bo2rdl
şütürhâr,so3bo2rxo1wer
şütürmürg,so3bo2rmrao1
şüûn,so3bo5wbo1
şüûnât,so3bo5wbo1ebo2
şüyû,so3bu2wa
şüyûh,so3bu2wxo1
tâ,bo2e
tâ,bo2e
taab,bo2abu1
taabbüd,bo2abu1d
taaccüb,bo2axu1bu1
taaddî,bo2ady
taaddüd,bo2add
taadiyât,bo2adyebo2
taaffün,bo2afo1bo1
taahhüd,bo2ahd
taahhüdname,bo2ahd bo1emh
taakkul,bo2afo2l
taalluk,bo2alfo2
taallukât,bo2alfo2ebo2
taallül,bo2all
taâm,taem
taâmhane,taem xo1ebo1h
taammuk,bo2amfo2
taammüd,bo2amd
taammüden,bo2amde
taammüm,bo2amm
taannüd,bo2abo1d
taarruz,bo2arzo1
taarrüb,bo2arbu1
taassub,bo2azbu1
taassubkâr,bo2azbu1ker
taassubkârî,bo2azbu1kery
taassür,bo2asr
taaşşuk,bo2aso3fo2
tâat,teabo2
taavvuk,bo2awfo2
taayYün,bo2abu2bo1
taayYüş,bo2abu2so3
taazzuv,bo2azo1w
tab',tbu1a
tâb,bo2ebu1
tabâbet,tbu1ebu1bo2
tabâhat,tbu1exo1bo2
tabak,tbu1fo2
tabaka,tbu1fo2h
tabakât,tbu1fo2ebo2
tabakâtülarz,tbu1fo2ho2 elerzo1
tabakhâne,tbu1fo2 xo1ebo1h
tab'an,tbu1ae
tâbân,bo2ebu1ebo1
tab'âniyye,tbu1aebo1bu2h
tabasbus,bo2bu1zbu1z
tâbâver,bo2ebu1 eo6wr
tabâyi',tbu1eya
tabbâh,tbu1exo1
tabbâl,tbu1el
tâbdar,bo2ebu1der
tâbe,bo2ebu1h
tâbende,bo2ebu1bo1dh
tabh,tbu1xo1
tabhâne,tbu1a xo1ebo1h
tâbi,bo2ebu1a
tâbi',tebu1a
tabiat,tbu1bu2abo2
tabib,tbu1bu2bu1
tabîban,tbu1bu2bu1ebo1
tabîî,tbu1bu2ay
tabîiyyât,tbu1bu2abu2ebo2
tâbiiyyet,bo2ebu1abu2bo2
tabîiyyûn,tbu1bu2abu2wbo1
tabir,bo2abu1bu2r
tâbirat,bo2abu1bu2rebo2
tâbistan,bo2ebu1sbo2ebo1
tâbistânî,bo2ebu1sbo2ebo1y
tâbiş,bo2ebu1so3
ta'biye,bo2abu1bu2h
ta'biyetülceyş,bo2abu1bu2ho2 elxu1bu2so3
tabl,tbu1l
tablzen,tbu1l ro1bo1
tâbnâk,bo2ebu1bo1ek
tâbut,bo2ebu1wbo2
tâc,bo2exu1
tâcdâr,bo2exu1der
tâcıser,bo2exu1 sr
tacidar,bo2exu1der
ta'cîl,bo2axu1bu2l
tacir,bo2exu1r
taciz,bo2axu1bu2ro1
tâcser,bo2exu1sr
tâcver,bo2exu1wr
tadâd,bo2aded
ta'dâd,bo2aded
ta'dîl,bo2adyl
ta'dîlat,bo2adylebo2
ta'dîlen,bo2adyle
tafazzul,bo2fo1zo1l
tafra,tfo1rh
tafrafurûş,tfo1dh fo1rwso3
tafsil,bo2fo1zbu2l
tafsilât,bo2fo1zbu2lebo2
tafsîlen,bo2fo1zbu2le
tagaddî,bo2ao1dy
tagallüb,bo2ao1lbu1
tagannî,bo2ao1bo1y
tagayyür,bo2ao1bu2r
tagazzî,bo2ao1do1y
tağdiye,bo2ao1do1yh
tâğî,teao1y
tağlik,bo2ao1lbu2fo2
tağlît,bo2ao1lbu2t
tâğun,teao1wbo1
tâğût,teao1wbo2
tağyîr,bo2ao1bu2bu2r
tağyîrât,bo2ao1bu2bu2rebo2
tağziye,bo2ao1do1yh
tahaccür,bo2xxu1r
tahaddüb,bo2xdbu1
tahaddüs,bo2xds
tahaddüsiyye,bo2xdsbu2h
tahakkuk,bo2xfo2fo2
tahakküm,bo2xkm
tahallüs,bo2xo1lz
tahammül,bo2xml
tahammülfersâ,bo2xml fo1rse
tahammür,bo2xo1mr
tahâret,therbo2
taharrî,bo2xry
taharriyât,bo2xryebo2
tahassür,bo2xsr
tahassüs,bo2xss
tahaşşî,bo2xo1so3y
tahattî,bo2xo1ty
tahattur,bo2xo1tr
tahavvül,bo2xwl
tahavvülât,bo2xwlebo2
tahayyül,bo2xo1bu2l
tahayyülât,bo2xo1bu2lebo2
tahayyülî,bo2xo1bu2ly
tahayyür,bo2xbu2r
tahcîr,bo2xxu1bu2r
tahdîd,bo2xdyd
tahdîdât,bo2xdydebo2
tahfîf,bo2xo1fo1bu2fo1
tâhir,tehr
tahkik,bo2xfo2bu2fo2
tahkîkat,bo2xfo2bu2fo2ebo2
tahkim,bo2xkbu2m
tahkîmât,bo2xkbu2mebo2
tahkîr,bo2xfo2bu2r
tahkîrâmiz,bo2xfo2bu2r eo6mbu2ro1
tahlîf,bo2xlbu2fo1
tahlîl,bo2xlbu2l
tahlîlât,bo2xlbu2lebo2
tahlîs,bo2xo1lbu2z
tahlit,bo2xo1lbu2t
tahliye,bo2xo1lbu2h
tahmîl,bo2xmbu2l
tahmînen,bo2xo1mbu2bo1e
tahmînî,bo2xo1mbu2bo1y
tahmîr,bo2xo1mbu2r
tahmis,bo2xo1mbu2s
tahnit,bo2xbo1bu2t
tahrib,bo2xo1rybu1
tahrîbât,bo2xo1rybu1ebo2
tahrîbkâr,bo2xo1rybu1ker
tahrîf,bo2xryfo1
tahrîfat,bo2xryfo1ebo2
tahrîk,bo2xryk
tahrîkâmiz,bo2xryk eo6mbu2ro1
tahrim,bo2xrym
tahrir,bo2xryr
tahrîrî,bo2xryry
tahris,bo2xryz
tahriş,bo2xo1ryso3
tahsil,bo2xzbu2l
tahsîlat,bo2xzbu2lebo2
tahsildar,bo2xzbu2lder
tahsin,bo2xsbu2bo1
tahsis,bo2xo1zbu2z
tahsisat,bo2xo1zbu2zebo2
tahşiye,bo2xso3bu2h
taht,bo2xbo2
taht,bo2xo1bo2
tahtânî,bo2xbo2ebo1y
tahte,bo2xo1bo2h
tahtelarz,bo2xbo2 elerzo1
tahtelbahir,bo2xbo2 elbu1xr
tahteşşuur,bo2xbo2 elso3awr
tahtgâh,bo2xo1bo2ko7eh
tahtıe,bo2xo1tbo5h
tahtît-i arazi,bo2xo1tbu2t erezo1y
tahtnişin,bo2xo1bo2 bo1so3bu2bo1
tahtüşşuûr,bo2xbo2 elso3awr
tahvil,bo2xwyl
tahvîlât,bo2xwylebo2
tahzîr,bo2xdo1yr
tâib,bo2ebo5bu1
tâife,tebo5fo1h
tâir,tebo5r
tâk,bo2ek
tâk,tefo2
takabbül,bo2fo2bu1l
takaddüm,bo2fo2dm
takallüb,bo2fo2lbu1
takallüs,bo2fo2lz
takarrüb,bo2fo2rbu1
takarrür,bo2fo2rr
tâkat,tefo2bo2
tâkatfersâ,tefo2bo2 fo1rse
takattur,bo2fo2tr
takâvim,bo2fo2ewym
takayyüd,bo2fo2bu2d
takbîh,bo2fo2bu1bu2x
tâkçe,tefo2xu3h
takdim,bo2fo2dym
takdime,bo2fo2dmh
takdir,bo2fo2dyr
takdîren,bo2fo2dyre
takdîrname,bo2fo2dyrbo1emh
takdîs,bo2fo2dys
takıyye,bo2fo2bu2h
tâkıyye,tefo2bu2h
ta'kîb,bo2afo2bu2bu1
ta'kîbât,bo2afo2bu2bu1ebo2
takiben,bo2afo2bu2bu1e
ta'kîben,bo2afo2bu2bu1e
taklîd,bo2fo2lbu2d
taklîden,bo2fo2lbu2de
taklîl,bo2fo2lbu2l
takrîb,bo2fo2rybu1
takrîben,bo2fo2rybu1e
takrîbî,bo2fo2rybu1y
takrîr,bo2fo2ryr
takrîren,bo2fo2ryre
takrîz,bo2fo2ryzo1
takrîz,bo2fo2ryto1
taksîm,bo2fo2sbu2m
taksimat,bo2fo2sbu2mebo2
taksîr,bo2fo2zbu2r
taksîrât,bo2fo2zbu2rebo2
taksît,bo2fo2sbu2t
taktî',bo2fo2tbu2a
taktîr,bo2fo2tbu2r
takvâ,bo2fo2we
takviye,bo2fo2wyh
takviyet,bo2fo2wybo2
talâk,tlefo2
talâknâme,tlefo2 bo1emh
tâlân,bo2elebo1
tal'at,tlabo2
taleb,tlbu1
talebdar,tlbu1der
talebe,tlbu1h
talebkâr,tlbu1ker
tâli',bo2ela
tâli',tela
tâlî,bo2ely
talîa,tlbu2ah
tâlib,telbu1
ta'lîk,bo2albu2fo2
ta'lîl,bo2albu2l
ta'lîm,bo2albu2m
ta'lîmât,bo2albu2mebo2
ta'lîmatname,bo2albu2mebo2 bo1emh
ta'lîmhâne,bo2albu2m xo1ebo1h
ta'lîmî,bo2albu2my
taltif,bo2ltbu2fo1
tama',tma
tama'kâr,tmaker
tamâm,bo2mem
tamâmen,bo2meme
ta'mîk,bo2ambu2fo2
ta'mîm,bo2ambu2m
ta'mîm,bo2ambu2m
ta'mîmen,bo2ambu2me
ta'mîr,bo2ambu2r
ta'mîrât,bo2ambu2rebo2
ta'mîren,bo2ambu2re
tâmm,bo2em
tâmme,bo2emh
ta'n,tabo1
tanbûr,tbo1bu1wr
tanbûrî,tbo1bu1wry
ta'ne,tabo1h
ta'nezen,tabo1h
tanîn,tbo1bu2bo1
tanînendâz,tbo1bu2bo1 ebo1dero1
tannâz,tbo1ero1
tantana,tbo1tbo1h
tanz,tbo1ro1
tanzîf,bo2bo1to1bu2fo1
tanzîfât,bo2bo1to1bu2fo1ebo2
tanzîm,bo2bo1to1bu2m
tanzîr,bo2bo1to1bu2r
târ,bo2er
tarab,trbu1
tarabengîz,trbu1 ebo1ko7bu2ro1
tarabgâh,trbu1ko7eh
târâc,bo2erexu1
taraf,trfo1
tarafdâr,trfo1der
tarafdârân,trfo1derebo1
tarafdârî,trfo1dery
tarafeyn,trfo1bu2bo1
tarafgîr,trfo1ko7bu2r
tarassud,bo2rzd
tarâvet,trewbo2
tard,trd
târem,bo2erm
tarf,trfo1
tarfe,trfo1h
tarfetülayn,trfo1ho2 elabu2bo1
tarh,trx
târık,terfo2
ta'rîb,bo2arybu1
ta'rîf,bo2aryfo1
ta'rife,bo2arfo1h
târihnüvis,bo2eryxo1 bo1wys
târihşinâs,bo2eryxo1 so3bo1es
tarîk,tryfo2
târîk,bo2eryk
ta'rîz,bo2aryzo1
tarrâr,trer
târümâr,bo2erwmer
târüpûd,bo2er w bu3wd
tarz,trro1
tâs,bo2es
tasaddî,bo2zdy
tasallut,bo2slt
tasannu,bo2zbo1a
tasarruf,bo2zrfo1
tasâvîr,bo2zewyr
tasavvufî,bo2zwfo1y
tasavvur,bo2zwr
tasavvurât,bo2zwrebo2
tasdî',bo2zdya
tasdîk,bo2zdyfo2
tâse,bo2esh
tasfiye,bo2zfo1bu2h
tasfiyehane,bo2zfo1bu2h xo1ebo1h
tasgîr,bo2zao1bu2r
tashîf,bo2zxbu2fo1
tashih,bo2zxbu2x
tâsi',bo2esa
tâsi'an,bo2esae
tâsme,bo2esmh
tasmîm,bo2zmbu2m
tasmîmât,bo2zmbu2mebo2
tasnî',bo2zbo1bu2a
tasnîf,bo2zbo1bu2fo1
tasrîf,bo2zryfo1
tasrîh,bo2zryx
tasrîhen,bo2zryxe
tasvib,bo2zwybu1
tasvîr,bo2zwyr
tasvirkâr,bo2zwyrker
taşt,tso3bo2
tatbîk,bo2tbu1bu2fo2
tatbîkan,bo2tbu1bu2fo2e
tatbîkat,bo2tbu1bu2fo2ebo2
tatbîkî,bo2tbu1bu2fo2y
tathîr,bo2thbu2r
tathîrat,bo2thbu2rebo2
ta'tîl,bo2atbu2l
ta'tîlât,bo2atbu2lebo2
tatlîk,bo2tlbu2fo2
tatmin,bo2tmbu2bo1
tatvîl,bo2twyl
tâûn,teawbo1
tav',twa
tavâf,twefo1
tavâif,twebo5fo1
tav'an,twae
tavassut,bo2wst
tavattun,bo2wtbo1
tav'î,tway
ta'vîk,bo2awyfo2
tavîl,twyl
ta'vîz,bo2awydo1
ta'vîz,bo2awyzo1
tavk,twfo2
tavr,twr
tavsîf,bo2wzbu2fo1
tavsiye,bo2wzbu2h
tâvus,tews
tavzîf,bo2wto1bu2fo1
tavzîh,bo2wzo1bu2x
tavzîhat,bo2wzo1bu2xebo2
tây,bo2ey
ta'yîb,bo2abu2bu2bu1
ta'yîn,bo2abu2bu2bo1
taylasan,tbu2lsebo1
tayr,tbu2r
tayy,ty
tayyâr,tbu2er
tayyâre,tbu2erh
tayyib,tbu2bu1
tayyibe,tbu2bu1h
tâz,bo2ero1
tazallüm,bo2to1lm
tazammun,bo2zo1mbo1
tazarru',bo2zo1ra
tazarru'ât,bo2zo1raebo2
tazarrur,bo2zo1rr
tâze,bo2ero1h
tâzegî,bo2ero1ko7y
tâzî,bo2ero1y
ta'zîb,bo2ado1ybu1
taz'îf,bo2zo1abu2fo1
ta'zîm,bo2ato1bu2m
ta'zîmen,bo2ato1bu2me
ta'zîr,bo2ado1yr
tâziyân,bo2ero1yebo1
tâziyâne,bo2ero1yebo1h
ta'ziye,bo2aro1yh
ta'ziyet,bo2aro1ybo2
ta'ziyetnâme,bo2aro1ybo2 bo1emh
ta'zîz,bo2aro1yro1
tazmîn,bo2zo1mbu2bo1
tazmînât,bo2zo1mbu2bo1ebo2
tazyîk,bo2zo1bu2bu2fo2
teâdül,bo2aedl
teâkub,bo2aefo2bu1
teâlî,bo2aely
teâmül,bo2aeml
teâmülât,bo2aemlebo2
tearrî,bo2ary
teâruz,bo2aerzo1
teârüf,bo2aerfo1
teâtî,bo2aety
teâvün,bo2aewbo1
te'ayyüb,bo2abu2bu1
teb,bo2bu1
tebaa,bo2bu1ah
tebâh,bo2bu1eh
tebahhur,bo2bu1xr
tebahhur,bo2bu1xo1r
tebâhkâr,bo2bu1ehker
tebahtur,bo2bu1xo1bo2r
tebaiyyet,bo2bu1abu2bo2
tebaiyyeten,bo2bu1abu2ho2
tebâr,bo2bu1er
tebâşîr,bo2bu1eso3bu2r
tebâüd,bo2bu1ead
tebâyün,bo2bu1eybo1
tebcîl,bo2bu1xu1bu2l
tebdîl,bo2bu1dyl
tebdîlen,bo2bu1dyle
tebe'a,bo2bu1ah
tebe'an,bo2bu1ae
tebeddül,bo2bu1dl
tebeddülât,bo2bu1dlebo2
tebellüğ,bo2bu1lao1
teber,bo2bu1r
teberdâr,bo2bu1rder
teberrâ,bo2bu1re
teberru,bo2bu1ra
teberruan,bo2bu1rae
teberruât,bo2bu1raebo2
teberrüd,bo2bu1rd
