a,eo6
kürtaj,kwrbo2ero3
kürümek,kwrwmk
küsbe,kwsbu1h
küskün,kwskwbo1
küskünlük,kwskwbo1lk
küskütük,kws||kwbo2wk
küsme,kwsmh
küsmek,kwsmk
küstah,ko7sbo2exo1
küstahlık,ko7sbo2exo1lfo2
küstere,kwsbo2rh
küstürmek,kwsdbu2rmk
küsuf,kswfo1
küsur,kswr
küşâd,kso3ed
küşâde,kso3edh
küşâyiş,kso3ebu2so3
küt,kwbo2
Kütahya,kwbo2ehbu2h
kütküt,kwbo2||kwbo2
kütle,kbo2lh
kütlemek,kwbo2lh||mk
kütük,kwbo2wk
kütüphâne,kbo2bu1xu1ebo1h
kütürdemek,kwbo2wrdh||mk
kütürdü,kwbo2wrdy
kütürkütür,kwbo2wr||kwbo2wr
küûl,kbo5wl
lâ,le
lâalettâyin,lealy elbo2o8abu2bu2bo1
labaratuar,lebu1wrebo2wer
lâciverd,lexu1wrd
lâciverdî,lexu1wrdy
lâden,ledbo1
lâdes,leds
Lâdik,ledbu2fo2
lâdînî,ledbu2bo1y
lâf,lefo1
lâfazan,lefo1ro1bo1
lâfazanlık,lefo1ro1bo1lfo2
lâfız,lfo1to1
lâfzan,lfo1to1eo44
lâfzî,lfo1to1y
lâgar,leao1r
lâğım,lao1m
lağım,leao1m
lâğımcı,lao1mxu1y
lâğv,lao1w
lâğvetmek,lao1w ebu2bo2mk
lâhana,lexbo1h||
lâhana,lxbo1h
lâhana,lexo1ebo1e
lâhid,lxd
lâhik,lexfo2
lâhika,lexfo2h
lâhim,lxm
lâhin,lxbo1
lâhût,lehwbo2
lâhza,lxto1h
lâik,lebo5bu2k
lâin,labu2bo1
lâkab,lfo2bu1
lâkırdı,lefo2bu2rdy
lâkırdıcı,lefo2bu2rdbu2xu1y
lâkin,lekbo1
lâkin,lkbo1
lâklâkıyat,lfo2lfo2bu2ebo2
lâksatif,lefo2sebo2bu2fo1
lâ’l,lal
lâl,lel
lala,lele
lalalık,lelelfo2
lâle,lelh
lâlezinciri,lelh||ro1bo1xu1bu2ry
lâmba,lembu1e
lâmbalı,lembu1ely
lâme,lemh
lâmekan,lemkebo1
lâmi’,lema
lâmise,lemsh
lâ’net,labo1bo2
lâ’net,labo1bo2
lâ’netleme,labo1bo2lh||mh
lâ’netlemek,labo1bo2lh||mk
lângırlûngur,lebo1ao1bu2rlwbo1ao1wr
lânolin,lebo1wlbu2bo1
lâpa,lebu3h
lâpacı,lebu3h||xu1y
lâpcın,lebu3xu3bu2bo1
lâplâp,lebu3||lebu3
Lâpseki,lebu3sky
lârgo,lerao1w
lârpadak,lerbu3edefo2
lâstik,lesbo2bu2k
lâstikli,lesbo2bu2kly
laşe,leso3h
lâşka,leso3fo2h
lâta,leth
latîf,ltbu2fo1
latîfe,ltbu2fo1h
latîfeci,ltbu2fo1h||xu1y
lâtin,lebo2bu2bo1
lâtinçiçeği,lebo2bu2bo1 xu3bu2xu3ky
lâtinyelkeni,lebo2bu2bo1 bu2lkbo1y
lâübali,leebu1ely
lâübalilik,leebu1elbu2lk
lâv,lew
lâvabo,lewebu1w
lâvanta,lewebo1te
lâyemut,lebu2mwbo2
lâyık,lebu2fo2
lâyiha,lebu2xh
lâyüad,lebu2ad
Lâz,lero1
lâzım,lero1m
lâzime,lero1mh
lebbeyk,lbu1bu2k
leblebi,lbu1lbu1y
leblebici,lbu1lbu1bu2xu1y
ledün,ldbo1
ledünnî,ldbo1y
ledünniyât,ldbo1bu2ebo2
leffen,lfo1eo44
leğen,lko7bo1
Leh,lh
lehce,lhxu1h
lehim,lhbu2m
lehimlemek,lhbu2mlh||mk
lehimlenmek,lhbu2mlbo1mk
lehimletmek,lhbu2mlbo2mk
lehimli,lhbu2mly
Lehistan,lhsbo2ebo1
Lehli,lhly
leim,lbo5bu2m
leke,lkh
lekeci,lkh||xu1y
lekelemek,lkh||lh||mk
lekelenmek,lkh||lbo1mk
lekeletmek,lkh||lbo2mk
lekeli,lkh||ly
lekesiz,lkh||sro1
lekesizlik,lkh||sro1lk
lem’a,lmah
lenfa,lbo1fo1e
lenfavî,lbo1fo1ewy
lenger,lbo1ko7r
lerzân,lrro1ebo1
lerze,lrro1h
leş,lso3
letâfet,ltefo1bo2
levâzım,lwero1m
levâzımat,lwero1mebo2
levend,lwbo1d
levendlik,lwbo1dlk
levger,lwko7r
levha,lwxh
levhimahfûz,lwx mxfo1wto1
levm,lwm
levmetmek,lwm ebu2bo2mk
levn,lwbo1
levrek,lwrk
levs,lwbo3
leylâk,lbu2lefo2
leylek,lko7lk
leylekfırtınası,lko7lk fo1wrtbo1h||sy
leyyin,lbu2bo1
leziz,ldo1bu2do1
lezzet,ldo1bo2
lezzetlendirmek,ldo1bo2lbo1dbu2rmk
lezzetlenmek,ldo1bo2lbo1mk
lezzetli,ldo1bo2ly
lezzetsiz,ldo1bo2sro1
lezzetsizlik,ldo1bo2sro1lk
libas,lbu1es
libre,lbu2bu1rh
Liçe,lbu2xu1h
lider,lbu2dh||r
liderlik,lbu2dh||rlk
lif,lbu2fo1
lifi,lbu2fo1y
likit,lbu2kbu2bo2
likör,lbu2kwr
liman,lbu2mebo1
limanlamak,lbu2mebo1lemfo2
limanlık,lbu2mebo1lfo2
limanodası,lbu2mebo1 ewth||sy
limanreisi,lbu2mebo1 rbo5bu2sy
lime,lbu2mh
limon,lbu2mwbo1
limonata,lbu2mwbo1eth
limonatacı,lbu2mwbo1eth||xu1y
limonayvası,lbu2mwbo1 eo6bu2wesy
limonlu,lbu2mwbo1ly
limonluk,lbu2mwbo1lfo2
limontuzu,lbu2mwbo1 bo2wro1y
link,lbu2bo1k
linotip,lbu2bo1wbo2bu2bu3
linotipi,lbu2bo1wbo2bu2bu3y
linyit,lbu2bo1bu2bo2
lira,lbu2re
liralık,lbu2relfo2
lisan,lsebo1
lisanaşınas,lsebo1 eo6so3bo1e
lisâni,lsebo1y
lisânıhâl,lsebo1 xel
lisans,lbu2sebo1s
lise,lbu2sh
litoğraf,lbu2bo2wao1refo1
litoğrafi,lbu2bo2wao1rfo1y
litoğrafya,lbu2bo2wao1refo1bu2e
litoğrafyacı,lbu2bo2wao1refo1bu2exu1y
litre,lbu2bo2rh
litrelik,lbu2bo2rh||lk
livâ,lw
livâlık,lwelfo2
liyâkat,lbu2efo2bo2
liyâkatli,lbu2efo2bo2ly
liyâkatsiz,lbu2efo2bo2sro1
liyâkatsizlik,lbu2efo2bo2sro1lk
liynet,lbu2bo1bo2
lizol,lbu2ro1wl
loca,lwxu1h
lodos,lwdws
lodoslamak,lwdwslemfo2
lodospoyraz,lwdws bu3wbu2rero1
logaritme,lwao1erbu2bo2mh
lokma,lfo2mh
lokmacı,lfo2mh||xu1y
Lokman,lfo2mebo1
lokmanrûhu,lfo2mebo1 rwxy
lokanta,lwfo2ebo1th||
lokanta,lwfo2bo1th
lokantacı,lwfo2bo1th||xu1y
lokantacılık,lwfo2bo1th||xu1bu2lfo2
lokavt,lwfo2eo6wbo2
lokomotif,lwfo2wmwbo2bu2fo1
lokum,lwfo2wm
lokum,lfo2wm
lokumcu,lfo2wmxu1y
lombar,lwmbu1er
lonca,lwbo1xu1h
lop,lwbu3
loplop,lwbu3||lwbu3
lopbadak,lwbu3bu3edefo2
lopurlopur,lwbu3wr||lwbu3wr
lord,lwrd
lorpeyniri,lwrbu3bu2bo1bu2ry
losyon,lwsbu2wbo1
loş,lwso3
loşluk,lwso3lfo2
lögusa,lxo1wzh
löğusalık,lxo1wzh||lfo2
lüb,lbu1
lübbî,lbu1y
lüfer,lwfo1r
lügat,lao1bo2
lügavi,lao1wy
lüks,lwks
lüle,lwlh
Lüleburgaz,lwlh||bu1wrao1ero1
lüleci,lwlh||xu1y
lüleciçamuru,lwlh||xu1y xu3emwry
lületaşı,lwlh||teso3y
lutfen,ltfo1eo44
lutuf,ltfo1
lüzûcet,lro1wxu1bo2
lüzum,lro1wm
lüzumlu,lro1wmly
lüzumsuz,lro1wmsro1
lüzumsuzluk,lro1wmsro1lfo2
maâdin,maedbo1
maahâzâ,ma hdo1e
meahâzâ,ma hdo1e
maalmemnûniye,ma elmmbo1wbo1bu2h
mealmemnûniye,ma elmmbo1wbo1bu2h
maâlsiz,meo6lsro1
mealsiz,meo6lsro1
maamâfih,mamefo1bu2h
mamâfih,mamefo1bu2h
maârif,maerfo1
maaş,maeso3
maazâlik,ma do1lk
meazâlik,ma do1lk
maazallah,maedo1ellh
mazallah,maedo1ellh
mâ ba’d,mebu1ad
mâbed,mabu1d
mâbeyinci,mebu1bu2bo1xu1y
mâbeyn,mebu1bu2bo1
mâbûd,mabu1wd
Macar,mxu1er
Macaristan,mxu1ersbo2ebo1
mâcera,mexu1re
mâcerâperest,mexu1rebu3rsbo2
mâcun,maxu1wbo1
maç,mexu3
Maçka,mexu3fo2h
madam,medem
mâdan,medebo1
mâdan,madbo1
mâden,medebo1
mâden,madbo1
madde,medh
maddeten,medho2o44
maddî,medy
maddiyat,medbu2ebo2
maddiyyûn,medbu2wbo1
mâ’delet,madlbo2
mâdem,medem
mâdemki,medem kh
mâden,madbo1
mâdeni,madbo1y
mâdeniyat,madbo1bu2ebo2
mâdenkömürü,madbo1 kwmwry
mâdensuyu,madbo1 zwbu2y
mâder,medr
mâderâne,medrebo1h
mâderzat,medrro1ed
madik,medbu2k
madmazel,medmero1h||l
madrabaz,mtrebu1ero1
mâ’dud,madwd
mâ’dûm,madwm
mâ’dûmiyet,madwmbu2bo2
mâdûn,medwbo1
mâfevk,mefo1wfo2
mafevkattabia,mefo1wfo2 eltbu1bu2ah
mâfiş,mefo1bu2so3
mafsal,mfo1zl
mağ,meao1
mağara,mao1erh
mağaza,mao1ero1h
mağdûr,mao1dwr
mağdûr,mao1dwr
mağfiret,mao1fo1rbo2
mağfur,mao1fo1wr
mağlûp,mao1lwbu1
mağmûm,mao1mwm
mağnezyum,mao1bo1ro1bu2wm
mağrib,mao1rbu1
Mağribi,mao1rbu1y
mağrur,mao1rwr
mağrûrâne,mao1rwrebo1h
mağrurlanmak,mao1rwrlebo1mfo2
mağşûş,mao1so3wso3
mahal,mxl
mâhalâkallah,mexo1lfo2 ellh
mahalle,mxlh
mahalli,mxly
mahâret,mherbo2
mahâretli,mherbo2ly
mahâretsiz,mherbo2sro1
mahâretsizlik,mherbo2sro1lk
muhassıl,mxzl
mahbûb,mxbu1wbu1
mahcûb,mxxu1wbu1
mahcûbiyet,mxxu1wbu1bu2bo2
mahcuz,mxxu1wro1
mahdud,mxdwd
mahdum,mxo1dwm
mahfaza,mxfo1to1h
mahfazacı,mxfo1to1h||xu1y
mahfazalı,mxfo1to1h||ly
mahfi,mxo1fo1y
mahfice,mxo1fo1bu2xu1h
mahfil,mxfo1l
mahfûz,mxfo1wto1
mahfûzan,mxfo1wto1eo99
mahfûziyet,mxfo1wto1bu2bo2
mâhir,mehr
mâhirâne,mehrebo1h
mâhirlik,mehrlk
mâhiyet,mehbu2bo2
mahkeme,mxkmh
mahkûk,mxkwk
mahkûkât,mxkwkebo2
mahkûm,mxkwm
mâhlas,mxo1lz
mahlûk,mxo1lwfo2
mahlûl,mxlwl
mahlût,mxo1lwt
Mahmûdiye,mxmwdbu2h
mahmûl,mxmwl
mahmur,mxo1mwr
mahmurluk,mxo1mwrlfo2
mahmuz,mehmwro1
mahmuzlamak,mehmwro1lemfo2
mahnuk,mxo1bo1wfo2
mahnûkan,mxo1bo1wfo2eo99
mahpus,mxbu1ws
mahrec,mxo1rxu1
mahrek,mxrk
mahrem,mxrm
mahremâne,mxrmebo1h
mahremiyet,mxrmbu2bo2
mahrûk,mxrwfo2
mahrûkaat,mxrwfo2ebo2
mahrûm,mxrwm
mahrûmiyet,mxrwmbu2bo2
mahrût,mxo1rwt
mahsub,mxswbu1
mahsûben,mxswbu1eo44
mahsul,mxzwl
mahsuldâr,mxzwlder
mahsur,mxzwr
mahsus,mxo1zwz
mahsus,mxsws
mahsullü,mxswlly
mahşer,mxso3r
mâhud,mahwd
mahuf,mxo1wfo1
mâhur,mexo1wr
mahv,mxw
mahvedilmek,mxw ebu2dlmk
mahviyet,mxwbu2bo2
mahvolmak,mxwewlmfo2
mahya,mehbu2e
mahzâ,mxzo1e
mahzen,mxro1bo1
mahzûf,mxdo1wfo1
mahzur,mxro1wbo1
mahzûnâne,mxro1wbo1ebo1h
mahzûniyet,mxro1wbo1bu2bo2
mahzûr,mxdo1wr
mahzûrat,mxto1wrebo2
mâî,mebo5y
mâil,mebo5l
mâiliyet,mebo5lbu2bo2
maîşet,mabu2so3bo2
maiyet,mabu2bo2
makaale,mfo2elh
mâkabil,mefo2bu1l
makad,mfo2ad
makam,mfo2em
makar,mfo2r
makara,mfo2rh
makarna,mefo2erbo1h||
makarna,mfo2erbo1h
makas,mfo2ez
makas,mfo2rez
mıkraz,mfo2rez
makasdar,mfo2ezder
makat,mfo2et
makbere,mfo2bu1rh
makbûl,mfo2bu1wl
makbuz,mfo2bu1wzo1
makhûr,mfo2hwr
makine,mekbu2bo1h
makrûn,mfo2rwbo1
maksad,mfo2zd
maksim,mfo2sm
maksûd,mfo2zwd
maksûm,mfo2swm
maksûmaleyh,mfo2swm albu2h
maksûr,mfo2zwr
maksûre,mfo2zwrh
maktâ’,mfo2ta
maktû’,mfo2twa
maktûl,mfo2bo2wl
mâkûl,mafo2wl
makûle,mfo2wlh
ma’kûs,makws
makyaj,mekbu2bu2ero3
mal,mel
mala,mele
malak,melefo2
malalamak,melelemfo2
mâlâmâl,melemel
malârya,melerbu2h
Malatya,mletbu2h
Malazgirt,mlero1krd
mâlen,meleo44
mâli,mely
mâlihulyâ,melxo1wlbu2e
mâlik,melk
mâlikâne,melkebo1h
mâlikiyet,melkbu2bo2
mâliye,melbu2h
Malkara,maefo2rh
Malta,melth
maltız,meltbu2ro1
ma’lûl,malwl
mâlûm,malwm
mâlûmât,malwmebo2
mâlûmiyet,malwmbu2bo2
malzeme,melro1mh
mama,meme
mâmûl,mamwl
mâmûr,mamwr
mâmûre,mamwrh
mâmûriyet,mamwrbu2bo2
mânâ,mbo1e
manastır,mbo1esbo2r
manav,mbo1ew
Manavgat,mbo1ewao1ebo2
mancınık,mbo1xu1bu2bo1bu2fo2
manda,mebo1de
mandal,mebo1del
mandalina,mebo1delbu2bo1e
mandallamak,mebo1dellemfo2
mandater,mebo1debo2r
mandıra,mebo1dbu2re
mandıraköpeği,mebo1dbu2rekwbu3ko7y
mandolin,mebo1dwlbu2bo1
mânen,mabo1eo44
mânend,mebo1bo1d
mânevî,mabo1wy
mâneviyat,mabo1wbu2ebo2
manevra,mebo1wre
manga,mebo1ao1h
mangal,mebo1ao1el
manganez,mebo1ao1ebo1ro1
mangır,mebo1ao1bu2r
mânî,mebo1a
mânî,mebo1y
mâni,mebo1y
mânia,mebo1ah||
mânialı,mebo1ah||ly
mânîdar,mabo1bu2der
manifatura,mebo1bu2fo1ebo2wre
manifaturacı,mebo1bu2fo1ebo2wrexu1y
manifaturacılık,mebo1bu2fo1ebo2wrh||xu1bu2lfo2
manifesto,mebo1bu2fo1sbo2w
manikür,mebo1bu2kwr
manipülâsyon,mebo1bu2bu3wlesbu2wbo1
manipülâtör,mebo1bu2bu3wlebo2wr
Manisa,mabo1bu2se
manivelâ,mebo1bu2wlh
mankafa,mebo1fo2fo1e
mankafalık,mebo1fo2fo1elfo2
manken,mebo1kh||bo1
mansıb,mbo1zbu1
mansûb,mbo1zwbu1
mansur,mbo1zwr
mantar,mbo1ter
mantar,mebo1ter
mantarcı,mebo1terxu1y
mantarcılık,mebo1terxu1bu2lfo2
mantarlı,mebo1terly
mantarmeşesi,mebo1termbu2so3h||sy
Mantı,mebo1ty
Mantı,mebo1bo2y
mantı,mebo1ty
mantık,mbo1tfo2
mantıkî,mbo1tfo2
manto,mebo1bo2w
manyak,mebo1bu2efo2
manyetizma,mebo1bu2h||bo2bu2ro1mh
manyetizör,mebo1bu2h||bo2bu2ro1wr
manyeto,mebo1bu2h||bo2w
manyezyum,mebo1bu2h||ro1bu2bu2wm
manzara,mbo1to1rh
manzûm,mbo1to1wm
manzûme,mbo1to1wmh
manzûr,mbo1to1wr
marangoz,merebo1ao1wro1
marangozluk,merebo1ao1wro1lfo2
Maraş,mraso3
maraz,mrzo1
Mardin,merdbu2bo1
ma’reke,markh
mareşal,merh||so3el
mareşallik,merh||so3ellfo2
margarin,merao1erbu2bo1
mârifet,marfo1bo2
marîz,mrbu2zo1
marka,merfo2e
markalamak,merfo2elemfo2
markalı,merfo2ely
Marmara,mrmrh
Marmaris,mrmrbu2s
marmelât,mermeled
maraken,merwkbo1
marpuç,merbu3wxu3
marpuçcu,merbu3wxu3xu1y
mars,mers
marsık,merzbu2fo2
marşandiz,merso3ebo1dbu2ro1
mart,merbo2
martaval,merbo2ewel
martavalcı,merbo2ewelxu1y
martı,merbo2y
ma’rûf,mzrwfo1
marul,merwl
marulcuk,merwlxu1fo2
mârûz,marzo1
mâruz,marwzo1
mas,mz
masa,mezh
masaj,mesero3
masal,mzel
masal,mezel
masârif,mzerfo1
masdar,mzdr
mâsebâk,mesbu1fo2
mâsivâ,meswe
maskara,msxo1rh
maskaralık,msxo1rh||lfo2
maslahat,mzlxbo2
maslahatlı,mzlxbo2ly
maslahatgûzar,mzlxbo2ko7do1er
maslahatgûzarlık,mzlxbo2ko7do1erlfo2
maslûb,mzlwbu1
masmavî,mes mewy
masnû’,mzbo1wa
masraf,mzrfo1
masraflı,mzrfo1ly
masrûf,mzrwfo1
mâsum,mazwm
mâsûmâne,mazwmebo1h
mâsûmiyet,mazwmbu2bo2
masûn,mzwbo1
masûniyet,mzwbo1bu2bo2
masura,meswre
maşa,meso3e
maşalı,meso3ely
ma’şer,maso3r
mâşeri,maso3ry
mâşiyen,meso3bu2eo44
maşlah,mso3lx
maşraba,mso3rbu1h
maşrapa,meso3rebu1h
mâşuk,maso3wfo2
mat,mebo2
mata,meth
matah,mebo2ex
matara,mtrh
matbaa,mtbu1ah
matbû,mtbu1wa
mâtem,mebo2m
mâtemli,mebo2mly
mâtemzede,mebo2mro1dh
materyalist,mebo2h||rbu2elbu2sbo2
materyalizm,mebo2h||rbu2elbu2ro1m
matetmek,mebo2 ebu2bo2mk
matine,mebo2bu2bo1h
matkab,mebo2fo2ebu1
matla’,mtla
matlâb,mtlbu1
matlûb,mtlwbu1
matris,mebo2rbu2s
matrûd,mtrwd
matrûh,mtrwx
matûh,mabo2wh
mâvera,mewre
mâvi,mewy
mâvilik,mewbu2lk
mâvimsi,mewbu2msy
mâvimtrak,mewbu2mbo2rk
mâviş,mewbu2so3
mavna,mebo5wbo1e
mavuna,mebo1e
mavuna,meawbo1h
maya,mebu2h
mayalandırmak,mebu2h||lebo1dbu2rmfo2
mayalanmak,mebu2h||lebo1mfo2
mayalatmak,mebu2h||lebo2mfo2
mayalı,mebu2h||ly
mayalık,mebu2h||lfo2
mayasıl,mebu2esbu2l
mayasılotu,mebu2esbu2l ewbo2y
mayasız,mebu2h||sro1
maydanoz,mebu2debo1ws
mayhoş,mebu2xo1wso3
mayhoşluk,mebu2xo1wso3lfo2
mâyi,mebu2a
mayıs,mebu2s
mayıs,mebu2s
mayısböceği,mebu2s bu1wxu1ko7y
maymun,mebu2mwbo1
maymuncu,mebu2mwbo1xu1y
maymuncuk,mebu2mwbo1xu1fo2
maymuniştahlı,mebu2mwbo1 eso3bo2hely
maymunsuratlı,mebu2mwbo1 zwrbo2ly
mayo,mebu2w
mayonez,mebu2wbo1ro1
mayonezli,mebu2wbo1ro1ly
ma’yûb,mabu2wbu1
mazak,mero1efo2
mazanna,mto1bo1h
mazarrat,mzo1rbo2
mazbata,mzo1bu1wt
mazbût,mado1rbo2
mâzeret,medo1rbo2
mazgal,mero1ao1el
mazgallı,mero1ao1elly
mazhar,mto1hr
mazı,mero1y
mâzi,mezo1y
mazkirt,medo1krd
mazlûm,mto1lwm
mazmaza,mzo1mzo1h
mazmûm,mzo1mwm
mazmûn,mzo1mwbo1
maznûn,mto1bo1wbo1
mazrûf,mto1rwfo1
ma’zûl,maro1wl
mâ’zûr,mado1wr
meâdin,maedbo1
meâl,meo6l
meâlen,meo6leo44
meâli,maely
meâni,maebo1y
mebâdi,mbu1edy
mebâni,mbu1ebo1y
mebde,mbu1deo5
mebhas,mbu1xbo3
mebhût,mbu1hwbo2
meblâğ,mbu1lao1
mabnî,mbu1bo1y
mebsut,mbu1swt
meb’us,mbu1awbo3
meb’usluk,mbu1awbo3lfo2
mebzûl,mbu1do1wl
mebzûliyet,mbu1do1wlbu2bo2
mecâl,mxu1el
mecâlsiz,mxu1elsro1
mecâlsizlik,mxu1elsro1lk
mecaz,mxu1ero1
mecâzî,mxu1ero1y
mecbur,mxu1bu1wr
mecelle,mxu1lh
mechül,mxu1hwl
mecîdiye,mxu1bu2dbu2h
Mecidiye,mxu1bu2dbu2h
Mecidözü,mxu1bu2dewro1y
meclis,mxu1ls
meclûb,mxu1lwbu1
mecma,mxu1ma
mecmû,mxu1mwa
mecmua,mxu1mwah
mecmûan,mxu1mwaeo44
mecnun,mxu1bo1wbo1
mecrâ,mxu1re
mecrûh,mxu1rwx
Me’cuc,meo5xu1wxu1
mecûsî,mxu1wsy
mecûsîlik,mxu1wsbu2lk
meczûb,mxu1do1wbu1
medar,mder
meddah,mdex
meddahlık,mdexlfo2
meddücezir,mdwxu1ro1r
meded,mdd
medeni,mdbo1y
medeniyet,mdbo1bu2bo2
medeniyetsiz,mdbo1bu2bo2sro1
medfen,mdfo1bo1
medfun,mdfo1wbo1
medhal,mdxo1l
medhetmek,mdx ebu2bo2mk
medih,mdx
medlûl,mdlwl
medrese,mdrsh
medyum,mh||dbu2bu2wm
medyûn,mdbu2wbo1
mefâhir,mfo1exo1r
mefhar,mfo1xo1r
mefharet,mfo1xo1rbo2
mefhum,mfo1hwm
mefkûre,mfo1kwrh
meflûc,mfo1lwxu1
mefrûş,mfo1rwso3
mefsedet,mfo1sdbo2
meftûn,mfo1bo2wbo1
meftûniyet,mfo1bo2wbo1bu2bo2
mef’ûl,mfo1awl
mef’ûlübih,mfo1awl bu1h
mef’ûlüileyh,mfo1awl elbu2h
meğer,mko7r
meğerki,mko7rkh
mehâbet,mhebu1bo2
mehâfil,mxefo1l
mehâkim,mxekm
mehâsin,mxesbo1
me’haz,meo5xo1do1
mehcur,mhxu1wr
mehcûriyet,mhxu1wrbu2bo2
mehd,mhd
mehdî,mhdy
mehenk,mhbo1k
mehib,mhbu2bu1
mehlike,mhlkh
mehpâre,mhbu3erh
mehtab,mehbo2ebu1
mehtâb,mhbo2ebu1
mehter,mhbo2r
mehterhâne,mhbo2rxo1ebo1h
me’hûz,meo5xo1wdo1
mekân,mkebo1
mekik,mkbu2k
mekin,mkbu2bo1
mekkâre,mkerh
mekkâreci,mkerh||xu1y
Mekke,mkh
meknûz,mkbo1wro1
mekremet,mkrmbo2
mekruh,mkrwh
meksur,mkswr
mekşûf,mkso3wfo1
mekteb,mkbo2bu1
mektub,mkbo2wbu1
mektubcu,mkbo2wbu1xu1y
mektûm,mkbo2wm
mektuplaşmak,mkbo2wbu1leso3mfo2
me’kûlât,meo5kwlebo2
mel’abe,mlabu1h
melâhat,mlexbo2
melâike,mlebo5kh
melâl,mlel
melâmet,mlembo2
melâmi,mlemy
mel’anet,mlabo1bo2
melbûsât,mlbu1wsebo2
melce,mlxu1eo5
melek,mlk
melekât,mlkebo2
meleke,mlkh
melekût,mlkwbo2
meleme,mlh||mh
melemek,mlh||mk
melez,mlro1
melfût,mlfo1wfo1
melfûfât,mlfo1wfo1ebo2
melhame,mlxmh
melhem,mlhm
melhem,mrhm
melhuz,mlxwto1
melhûzât,mlxwto1ebo2
melîh,mlbu2x
melik,mlk
melîke,mlbu2kh||
melîke,mlkh
melodi,mh||lwdy
meltem,mlbo2m
me’lûf,meo5lwfo1
melûl,mlwl
mel’ûn,mlawbo1
memâlik,mmelk
memât,mmebo2
memba,mbo1bu1a
memdûd,mmdwd
memdûde,mmdwdh
memdûh,mmdwx
meme,mmh
memeli,mmh||ly
memleket,mmlkbo2
memleketli,mmlkbo2ly
memlû,mmlw
memlûk,mmlwk
memlûkiyet,mmlwkbu2bo2
memnû,mmbo1wa
memnûiyet,mmbo1wabu2bo2
memnûn,mmbo1wbo1
memnünen,mmbo1wbo1eo44
memnûniyet,mmbo1wbo1bu2bo2
memûl,meo5mwl
memûr,meo5mwr
memûren,meo5mwreo44
memûriyet,meo5mwrbu2bo2
memurluk,mbo5mwrlfo2
men,mbo1a
menâfi,mbo1efo1a
menâm,mbo1em
menâsik,mbo1esk
mendebur,mbo1dh||bu1wr
mendil,mbo1dbu2l
mendûb,mbo1dwbu1
menekşe,mbo1kso3h
menemen,mbo1mbo1
menend,mbo1bo1d
menetmek,mbo1a ebu2bo2mk
meneviş,mbo1wbu2so3
menevişli,mbo1wbu2so3ly
menfâ,mbo1fo1e
menfaat,mbo1fo1abo2
menfez,mbo1fo1do1
menfi,mbo1fo1y
menfûr,mbo1fo1wr
mengene,mbo1ko7bo1h
menhiyât,mbo1hbu2ebo2
menhus,mbo1xws
meni,mbo1y
menkıbe,mbo1fo2bu1h
menkûb,mbo1kwbu1
menkûbiyet,mbo1kwbu1bu2bo2
menkûha,mbo1kwxh
menkûl,mbo1fo2wl
menkûş,mbo1fo2wso3
mensûb,mbo1swbu1
mensûbât,mbo1swbu1ebo2
mensûbiyet,mbo1swbu1bu2bo2
mensûcât,mbo1swxu1ebo2
mensûh,mbo1swxo1
mensûr,mbo1bo3wr
menşe,mbo1so3eo5
menşûr,mbo1so3wr
menteşe,mbo1bo2so3h
men’us,meo5bo1ws
menzil,mbo1ro1l
menzilci,mbo1ro1lxu1y
menzilhâne,mbo1ro1lxo1ebo1h
mer’a,mrae
merak,mrefo2
meraklanmak,mrefo2lebo1mfo2
meraklı,mrefo2ly
meraksız,mrefo2sro1
meraksızlık,mrefo2sro1lfo2
meral,mrel
mer’alık,mraelfo2
meram,mrem
merâsim,mresm
merbût,mrbu1wt
merbûtan,mrbu1wteo44
merbûtât,mrbu1wtebo2
merbûtiyet,mrbu1wtbu2bo2
mercan,mrxu1ebo1
merci,mrxu1a
mercimek,mrxu1mk
merd,mrd
merdâne,mrdebo1h
merdiven,mrdbu2ebo1
merdlik,mrdlk
merdûd,mrdwd
meret,mrbo2
merfû,mrfo1wa
mergûb,mrao1wbu1
merhaba,mrxbu1e
merhabalaşmak,mrxbu1eleso3mfo2
merhale,mrxlh
merhamet,mrxmbo2
merhametli,mrxmbo2ly
merhametsiz,mrxmbo2sro1
merhametsizlik,mrxmbo2sro1lk
merhem,mrhm
merhûm,mrxwm
merhûn,mrhwbo1
mer’î,mrao1y
mer’î,mrbo5y
merih,mrbu2xo1
mer’iyât,mrbo5bu2ebo2
merkad,mrfo2d
merkebci,mrkbu1xu1y
merkez,mrkro1
merkezi,mrkro1y
merkeziyet,mrkro1bu2bo2
merkûm,mrfo2wm
merkûz,mrkwro1
mermer,mrmr
mermerkireci,mrmrkbu2rxu1y
mermerlik,mrmrlk
mermi,mrmy
merserize,mrsh||rbu2ro1h
mersi,mrsy
mersin,mrsbu2bo1
mersin,mrsbu2bo1
mersinbalığı,mrsbu2bo1 bu1elbu2ao1y
mersiye,mrbo3bu2h
mersûm,mrswm
mertebe,mrbo2bu1h
mertek,mrbo2k
mervî,mrwy
Meryem,mrbu2m
Meryemana,mrbu2m eo6bo1e
Merzifon,mrro1bu2fo1wbo1
merzûk,mrro1wfo2
mes,ms
mesâbe,mbo3ebu1h
mesâfe,msefo1h
mesâğ,mseao1
mesâha,msexh
mesâî,mseay
mesaaib,mzebo5bu1
mesâil,msebo5l
mesaalih,mzelx
mesâme,msemh
mesâmât,msemebo2
