â,eo6
mutazarrır,mbo2zo1rr
muteber,mabo2bu1r
mutedil,mabo2dl
mutekid,mabo2fo2d
mutemed,mabo2md
mutî,mtbu2a
mu'tiyat,matbu2ebo2
mutlak,mtlfo2
mutlaka,mtlfo2e
mutrib,mtrbu1
muttasıl,mbo2zl
muvacehe,mwexu1hh
muvaffak,mwfo1fo2
muvaffakiyet,mwfo1fo2bu2bo2
muvafık,mwefo1fo2
muvahhiş,mwxso3
muvakkar,mwfo2r
muvakkat,mwfo2bo2
muvakkaten,mwfo2bo2e
muvâsalat,mwezlebo2
muvâzaten,mwero1ebo2e
muvazene,mwero1bo1h
muvazi,mwero1y
muvazzaf,mwto1fo1
muzafferiyet,mto1fo1rybo2
muzdarip,mzo1trbu1
muzır,mzo1r
muzlim,mto1lm
muztarib,mzo1trbu1
mübadele,mbu1edlh
mübahesat,mbu1exbo3ebo2
mübahese,mbu1exbo3h
mübalağa,mbu1elao1h
mübarek,mbu1erk
mübareze,mbu1erro1h
mübâyaa,mbu1eyah
mübdi,mbu1da
mübeşşir,mbu1so3r
mübhem,mbu1hm
mübin,mbu1bu2bo1
mübrem,mbu1rm
mübtedi,mbu1bo2dy
mübtela,mbu1bo2le
mübtenî,mbu1bo2bo1y
mübtezel,mbu1bo2do1l
mücadele,mxu1edlh
mücavir,mxu1ewr
mücazat,mxu1ero1ebo2
mücbir,mxu1bu1r
müceddid,mxu1dd
mücehhez,mxu1hro1
mücellâ,mxu1le
mücellid,mxu1ld
mücerreb,mxu1rbu1
mücerred,mxu1rd
mücmelen,mxu1mle
mücrim,mxu1rm
müctemi',mxu1bo2ma
müdafaa,mdefo1ah
müdahale,mdexo1lh
müdahene,mdehbo1h
müdavim,mdewm
müddeî,mday
müddet,mdbo2
müddet-i muvakkata,mdbo2 mwfo2bo2h
müddet-i tahsiliye,mdbo2 bo2xzbu2lbu2h
müdevver,mdwr
müdhiş,mdhso3
müdhişe,mdhso3h
müdrik,mdrk
müebbeden,mwo5bu1de
müellefat,mwo5lfo1ebo2
müellif,mwo5lfo1
müesses,mwo5ss
müessesat,mwo5ssebo2
müessese,mwo5ssh
müessif,mwo5sfo1
müessir,mwo5bo3r
müessiriyet,mwo5bo3rybo2
müessis,mwo5ss
müeyyide,mwo5ydh
müfekkire,mfo1krh
müfid,mfo1bu2d
müflis,mfo1ls
müfreze,mfo1rro1h
müfrit,mfo1rt
müfsid,mfo1sd
müftehir,mfo1bo2xo1r
müftekir,mfo1bo2fo2r
müfteri,mfo1bo2ry
müheyya,mhbu2e
müheyyic,mhbu2xu1
mühim,mhm
mühimmat,mhmebo2
mühimme,mhmh
mühlet,mhlbo2
mühlik,mhlk
mühr,mhr
mühtedî,mhbo2dy
mühtez,mhbo2ro1
mühürdar,mhrder
müje,mro3h
müjgan,mro3ko7ebo1
mükâfat,mkefo1ebo2
mükâleme,mkelmh
mükâtebe,mkebo2bu1h
mükedder,mkdr
mükemmelen,mkmle
mükemmeliyet,mkmlbu2bo2
mükerrer,mkrr
mükerreren,mkrre
mükeyyif,mkbu2fo1
mükteseb,mkbo2sbu1
müktesebat,mkbo2sbu1ebo2
müktesebe,mkbo2sbu1h
mülakat,mlefo2ebo2
mülayim,mleym
mülazım,mlero1m
mülazım-ı evvel,mlero1m ewl
mülazım-ı sâni,mlero1m bo3ebo1y
mülevven,mlwbo1
mülevves,mlwbo3
mülga,mlao1e
mülhakat,mlxfo2ebo2
mülk,mlk
mülteci,mlbo2xu1y
mültefit,mlbo2fo1bo2
mülûk,mlwk
mümane'et,mmebo1abo2
mümaselet,mmebo3lbo2
mümasil,mmebo3l
mümâşat,mmeso3ebo2
mümessil,mmbo3l
mümeyyiz,mmbu2ro1
mümeyyize,mmbu2ro1h
mümin,mwo5mbo1
müminîn,mwo5mbo1bu2bo1
mümkin,mmkbo1
mümsik,mmsk
mümtaz,mmbo2ero1
mümtehin,mmbo2xbo1
mümteni,mmbo2bo1a
mümzâ,mmzo1y
münâcat,mbo1exu1ebo2
münâdi,mbo1edy
münafık,mbo1efo1fo2
münâkalat,mbo1efo2lebo2
münâkasa,mbo1efo2zh
münâkaşa,mbo1efo2so3h
münâkız,mbo1efo2zo1
mün'akid,mbo1afo2d
mün'akis,mbo1aks
münakkaş,mbo1fo2so3
münasebat,mbo1esbu1ebo2
münatif,mbo1atfo1
münâvebeten,mbo1ewbu1ho2
münaza'ât,mbo1ero1aebo2
münbais,mbo1bu1abo3
münbit,mbo1bu1bo2
müncemid,mbo1xu1md
mündemic,mbo1dmxu1
mündericât,mbo1drxu1ebo2
münderis,mbo1drs
münebbih,mbo1bu1h
müneccim,mbo1xu1m
münekkid,mbo1fo2d
münevver,mbo1wr
münferid,mbo1fo1rd
münhal,mbo1xl
münhasır,mbo1xzr
münhasıran,mbo1xzre
münhezim,mbo1hro1m
mün'im,mbo1am
münkasım,mbo1fo2sm
münker,mbo1kr
münkesir,mbo1ksr
münkir,mbo1kr
müntahab,mbo1bo2xo1bu1
müntahabat,mbo1bo2xo1bu1ebo2
müntakim,mbo1bo2fo2m
münteha,mbo1bo2he
müntesib,mbo1bo2sbu1
müntesip,mbo1bo2sbu1
münteşir,mbo1bo2so3r
müphem,mbu1hm
müptelâ,mbu1bo2le
mürâat,mreaebo2
müracaat,mrexu1abo2
müradif,mredfo1
mürai,mrebo5y
müraselât,mreslebo2
mürasele,mreslh
mürde,mrdh
mürebbî,mrbu1y
müreccah,mrxu1x
müreffeh,mrfo1h
mürekkeb,mrkbu1
müretteb,mrbo2bu1
mürettib,mrbo2bu1
mürevvic,mrwxu1
mürg,mrao1
mürgâb,mrao1ebu1
mürid,mryd
mürit,mryd
mürşid,mrso3d
mürteci,mrbo2xu1a
mürted,mrbo2d
mürtefi,mrbo2fo1a
mürtehen,mrbo2hbo1
mürteiş,mrbo2aso3
mürtekib,mrbo2kbu1
mürteşî,mrbo2so3y
mürûr,mrwr
mürûr-i zaman,mrwr ro1mebo1
mürüvvet,mrwbo2
müsaade,mseadh
müsaadekâr,mseadh ker
müsabaka,msebu1fo2h
müsabık,msebu1fo2
müsademe,mzedmh
müsadere,mzedrh
müsâdif,mzedfo1
müsafir,msefo1r
müsaid,msead
müsalaha,mzelxh
müsalemetkâr,mselmbo2 ker
müsâmaha,msemxh
müsâmahakâr,msemxh ker
müsamere,msemrh
müsâvat,msewebo2
müsbet,mbo3bu1bo2
müsebbib,msbu1bu1
müseccel,msxu1l
müsekkin,mskbo1
müsekkit,mskbo2
müsellah,mslx
müselleme,mslmh
müselles,mbo3lbo3
müsellesat,mbo3lbo3ebo2
müsellesüşşekl,mbo3lbo3 elso3kl
müselmân,mslmebo1
müselsel,mslsl
müsemma,msmy
müshil,mshl
müsin,msbo1
müskirat,mskrebo2
müslim,mslm
müsmir,mbo3mr
müsmiriyet,mbo3mrybo2
müsrif,msrfo1
müstab'ed,msbo2bu1ad
müsta'fî,msbo2afo1y
müstağnî,msbo2ao1bo1y
müstahak,msbo2xfo2
müstahdem,msbo2xo1dm
müstahdemîn,msbo2xo1dmbu2bo1
müstaid,msbo2ad
müstakil,msbo2fo2l
müstakillen,msbo2fo2le
müstakraza,msbo2fo2rzo1h
müstamel,msbo2aml
müsta'mere,msbo2amrh
müstantık,msbo2bo1tfo2
müstebân,
müstebid,msbo2bu1d
müste'cir,msbo2eo5xu1r
müstefid,msbo2fo1bu2d
müstehlik,msbo2hlk
müstehzi,msbo2hro1y
müstemleke,msbo2mlkh
müstenid,msbo2bo1d
müsteniden,msbo2bo1de
müsterih,msbo2ryx
müstesnâ,msbo2bo3bo1y
müsteşar,msbo2so3er
müsteşrik,msbo2so3rfo2
müsvedde,mswdh
müşabehet,mso3ebu1hbo2
müşabih,mso3ebu1h
müşahedât,mso3ehdebo2
müşâhede,mso3ehdh
müşahhas,mso3xo1z
müşarik,mso3erk
müşarünileyh,mso3er elbu2h
müşa'şa,mso3aso3a
müşavere,mso3ewrh
müşekkel,mso3kl
müşevveş,mso3wso3
müşfik,mso3fo1fo2
müşir,mso3bu2r
müşkil,mso3kl
müşkilât,mso3klebo2
müşkilpesend,mso3kl bu3sbo1d
müşt,mso3bo2
müştail,mso3bo2al
müştak,mso3bo2efo2
müştehir,mso3bo2hr
müşteki,mso3bo2ky
müştemilat,mso3bo2mlebo2
müştereken,mso3bo2rke
mütalaa,mtelah
mütareke,mbo2erkh
müteaddid,mbo2add
müteaffin,mbo2afo1bo1
müteahhid,mbo2ahd
müteakib,mbo2aefo2bu1
müteallik,mbo2alfo2
müteallim,mbo2alm
müteammim,mbo2amm
müteannid,mbo2abo1d
müteârife,mbo2aerfo1h
müteassıb,mbo2azbu1
mütebahhir,mbo2bu1xr
mütebahhirane,mbo2bu1xrebo1h
mütebaki,mbo2bu1efo2y
mütebariz,mbo2bu1erro1
mütebasbıs,mbo2bu1zbu1z
mütebessim,mbo2bu1sm
mütecânis,mbo2xu1ebo1s
mütecâviz,mbo2xu1ewro1
müteceddid,mbo2xu1dd
mütecellî,mbo2xu1ly
mütecessis,mbo2xu1ss
mütecessisâne,mbo2xu1ssebo1h
mütedair,mbo2debo5r
mütedeyyin,mbo2dybo1
müteehhil,mbo2eo5hl
müteellim,mbo2eo5lm
müteessif,mbo2eo5sfo1
müteessifâne,mbo2eo5sfo1ebo1h
müteessir,mbo2eo5bo3r
müteezzî,mbo2eo5do1y
mütefekkir,mbo2fo1kr
mütefekkirane,mbo2fo1krebo1h
mütefelsifâne,mbo2fo1lsfo1ebo1h
mütefennin,mbo2fo1bo1bo1
müteferrik,mbo2fo1rfo2
mütefessih,mbo2fo1sxo1
mütegallib,mbo2ao1lbu1
mütegâyir,mbo2ao1eyr
mütehaccir,mbo2xxu1r
mütehalif,mbo2xo1elfo1
mütehammil,mbo2xml
müteharrî,mbo2xry
müteharrik,mbo2xrk
mütehassıs,mbo2xo1zz
mütehassir,mbo2xsr
mütehassis,mbo2xss
mütehâşi,mbo2xeso3y
mütehavvil,mbo2xwl
mütehayyir,mbo2xbu2r
mütekâbil,mbo2fo2ebu1l
mütekâbile,mbo2fo2ebu1lh
mütekâbilen,mbo2fo2ebu1le
mütekaddim,mbo2fo2dm
mütekaid,mbo2fo2ead
mütekamil,mbo2keml
mütekebbir,mbo2kbu1r
mütekeddir,mbo2kdr
mütekellim,mbo2klm
mütelebbis,mbo2lbu1s
mütelevvin,mbo2lwbo1
mütemadi,mbo2medy
mütemadiyen,mbo2medye
mütemayil,mbo2meyl
mütemeddin,mbo2mdbo1
mütemellik,mbo2mlk
mütemerkiz,mbo2mrkro1
mütemevvic,mbo2mwxu1
mütemevvil,mbo2mwl
mütemmim,mbo2mm
mütenâhi,mbo2bo1ehy
mütenasib,mbo2bo1esbu1
mütenavib,mbo2bo1ewbu1
mütenâzır,mbo2bo1eto1r
müteneffizân,mbo2bo1fo1do1ebo1
mütenevvi,mbo2bo1wa
müteradif,mbo2redfo1
müterafik,mbo2refo1fo2
mütercem,mbo2rxu1m
mütercim,mbo2rxu1m
mütesadif,mbo2zedfo1
mütesâvi,mbo2sewy
mütesâviyen,mbo2sewye
müteselli,mbo2sly
müteselsil,mbo2slsl
müteselsilen,mbo2slsle
müteşâir,mbo2so3ear
müteşebbis,mbo2so3bu1bo3
müteşekkî,mbo2so3ky
müteşekkil,mbo2so3kl
müteşekkir,mbo2so3kr
müteşettit,mbo2so3bo2bo2
mütetebbi,mbo2bo2bu1a
mütevakkıf,mbo2wfo2fo1
mütevaliyen,mbo2welbu2e
mütevattın,mbo2wtbo1
mütevâzı,mbo2wezo1a
mütevâzıyâne,mbo2wezo1bu2ebo1h
mütevazin,mbo2wero1bo1
müteveccih,mbo2wxu1h
müteveccihen,mbo2wxu1he
müteveffâ,mbo2wfo1e
mütevekkil,mbo2wkl
mütevellî,mbo2wly
mütevellid,mbo2wld
müteverrim,mbo2wrm
müteyakkız,mbo2bu2fo2to1
mütezâyid,mbo2ro1eyd
mütezelzil,mbo2ro1lro1l
müttefik,mbo2fo1fo2
müttehid,mbo2xd
müvekkil,mwkl
müverrah,mwrxo1
müverrih,mwrxo1
müverrihin,mwrxo1bu2bo1
müzaheret,mto1ehrbo2
müzahrefat,mro1xo1rfo1ebo2
müzakere,mdo1ekrh
müzayede,mro1eydh
müzehheb,mdo1hbu1
müzekker,mdo1kr
müzevvir,mro1wr
müzeyyen,mro1ybo1
müzmin,mro1mbo1
nâ,bo1e
nââşnâ,bo1e eo6so3bo1e
naat,bo1abo2
nâb,bo1ebu1
nâbecâ,bo1ebu1xu1e
nâbehre,bo1ebu1hrh
nâbekâr,bo1ebu1ker
nâbîna,bo1ebu1bu2bo1e
nâbûd,bo1ebu1wd
nabz,bo1bu1zo1
nabzgîr,bo1bu1zo1 ko7bu2r
nâcî,bo1exu1y
nâcins,bo1exu1bo1s
nâçâr,bo1exu3er
nâçîz,bo1exu3bu2ro1
nâdân,bo1edebo1
nâdî,bo1edy
nâdim,bo1edm
nâdir,bo1edr
nâdirât,bo1edrebo2
nâdire,bo1edrh
nâdiren,bo1edre
nâehl,bo1eeo5hl
nâf,bo1efo1
nafaka,bo1fo1fo2h
nâfe,bo1efo1h
nâfercâm,bo1efo1rxu1em
nâfıa,bo1efo1ah
nâfile,bo1efo1lh
nâfiz,bo1efo1do1
nâgâh,bo1eko7eh
nâgehan,bo1eko7hebo1
nağamât,bo1ao1mebo2
nağme,bo1ao1mh
nağz,bo1ao1ro1
nâhak,bo1exfo2
nâhalef,bo1exo1lfo1
nahçîr,bo1xo1xu3bu2r
nâhencâr,bo1ehbo1xu1er
nâhid,bo1ehbu2d
nahif,bo1xbu2fo1
nâhiye,bo1exbu2h
nahl,bo1xo1l
nahl,bo1xl
nahlistan,bo1xo1lsbo2ebo1
nâhoş,bo1exo1wso3
nahs,bo1xs
nâhudâ,bo1exo1de
nâhudâ,bo1exo1de
nâhun,bo1exo1bo1
nahv,bo1xw
nahvet,bo1xo1wbo2
nahvî,bo1xwy
nâib,bo1ebo5bu1
nâil,bo1ebo5l
nâim,bo1ebo5m
nâka,bo1efo2h
nakd,bo1fo2d
nakden,bo1fo2de
nâkes,bo1eks
nâkıs,bo1efo2z
nakış,bo1fo2so3
nakib,bo1fo2bu2bu1
nâkil,bo1efo2l
nakîsa,bo1fo2bu2zh
nakîse,bo1fo2bu2zh
nakkad,bo1fo2ed
nakkal,bo1fo2el
nakkare,bo1fo2erh
nakl,bo1fo2l
naklen,bo1fo2le
nakliyat,bo1fo2lbu2ebo2
nakliye,bo1fo2lbu2h
nakş,bo1fo2so3
nâkus,bo1efo2ws
nakz,bo1fo2zo1
na'l,bo1al
nâlân,bo1elebo1
na'lbend,bo1albu1bo1d
na'lbur,bo1albu1r
na'lçe,bo1alxu3h
nâle,bo1elh
nâlende,bo1elbo1dh
nâm,bo1em
nâmahdud,bo1emxdwd
nâmahrem,bo1emxrm
nâmahsus,bo1emxsws
nâmakbul,bo1emfo2bu1wl
nâmakul,bo1emafo2wl
nâmalûm,bo1emalwm
nâmâver,bo1em eo6wr
namaz,bo1mero1
namazgâh,bo1mero1ko7eh
nâmberdar,bo1embu1rder
nâmcû,bo1emxu1w
nâmdar,bo1emder
nâme,bo1emh
nâmefhûm,bo1emfo1hwm
nâme'mûl,bo1emeo5mwl
nâmerd,bo1emrd
nâmer'î,bo1emrbo5y
nâmesbûk,bo1emsbu1wfo2
nâmî,bo1emy
nâmurad,bo1emred
nâmus,bo1emws
nâmuskâr,bo1emwsker
namuskârane,bo1emwskerebo1h
nâmüsaid,bo1emsead
nâmütenahi,bo1embo2bo1ehy
nâmver,bo1emwr
namzed,bo1emro1d
nân,bo1ebo1
na'nâ',bo1abo1ea
nâpâyidar,bo1ebu3eyder
nâpervâ,bo1ebu3rwe
nâr,bo1er
nâr,bo1er
na're,bo1arh
nârencî,bo1erbo1xu1y
nâres,bo1ers
nâresâ,bo1erse
nârevâ,bo1erwe
narh,bo1rxo1
nâs,bo1es
nasâra,bo1zere
nasâyih,bo1zeyx
nasib,bo1zbu2bu1
nasihat,bo1zbu2xbo2
nâsipas,bo1esbu3es
nâsiye,bo1ezbu2h
nasrâni,bo1zrebo1y
nass,bo1z
nâsûtî,bo1eswbo2y
na'ş,bo1aso3
nâşî,bo1eso3y
nâşinas,bo1eso3bo1es
nâşir,bo1eso3r
na't,bo1abo2
nâtamam,bo1ebo2mem
nâtık,bo1etfo2
nâtıka,bo1etfo2h
nâtıkaperdâz,bo1etfo2h bu3rdero1
nats,bo1ts
natûk,bo1twfo2
nâtüvân,bo1ebo2webo1
nâv,bo1ew
nâvdan,bo1ewdebo1
nâvek,bo1ewk
nây,bo1ey
nâyçe,bo1eyxu3h
nâyî,bo1eyy
nâyzen,bo1eyro1bo1
naz,bo1ero1
nâzan,bo1ero1ebo1
nazar,bo1to1r
nazaran,bo1to1re
nazargâh,bo1to1rko7eh
nazar-ı şübhe,bo1to1r so3bu1hh
nazarî,bo1to1ry
nazariyat,bo1to1ryebo2
nazariye,bo1to1ryh
nazariyyat,bo1to1ryebo2
nâzende,bo1ero1bo1dh
nâzenin,bo1ero1bo1bu2bo1
nâzım,bo1eto1m
nâzır,bo1eto1r
nazif,bo1to1bu2fo1
nâzik,bo1ero1k
nâzikâne,bo1ero1kebo1h
nâzil,bo1ero1l
nazile,bo1ero1lh
nazîr,bo1to1bu2r
nazm,bo1to1m
nazmen,bo1to1me
nâzperver,bo1ero1bu3rwr
nâzperverde,bo1ero1bu3rwrdh
nebat,bo1bu1ebo2
nebât,bo1bu1ebo2
nebâtât,bo1bu1ebo2ebo2
nebatî,bo1bu1ebo2y
neberd,bo1bu1rd
nebî,bo1bu1y
nebîre,bo1bu1bu2rh
necabet,bo1xu1ebu1bo2
necâset,bo1xu1esbo2
necîb,bo1xu1bu2bu1
necîs,bo1xu1bu2s
necm,bo1xu1m
nedâmet,bo1dembo2
nedim,bo1dym
nedret,bo1drbo2
nef',bo1fo1a
nefâis,bo1fo1ebo5s
nefâset,bo1fo1esbo2
nefer,bo1fo1r
nefha,bo1fo1xh
nefîr,bo1fo1bu2r
nefrin,bo1fo1rybo1
nefs,bo1fo1s
nefs- i emmâre,bo1fo1s emerh
nefs-i,bo1fo1s
nefsî,bo1fo1sy
neftî,bo1fo1bo2y
nehâr,bo1her
nehârî,bo1hery
nehc,bo1hxu1
neheng,bo1hbo1ko7
nehiy,bo1hy
nehr,bo1hr
nehy,bo1hy
nejad,bo1ro3ed
nekahet,bo1fo2ehbo2
nekbet,bo1kbu1bo2
nekes,bo1ks
nem,bo1m
nemâ,bo1me
nemed,bo1md
nemedpûş,bo1mdbu3wso3
nemek,bo1mk
neml,bo1ml
nemnâk,bo1mbo1ek
neng,bo1bo1ko7
nerd,bo1rd
nerm,bo1rm
nermin,bo1rmbu2bo1
nesc,bo1sxu1
neseb,bo1sbu1
nesh,bo1sxo1
nesîm,bo1sbu2m
nesl,bo1sl
nesr,bo1bo3r
nesren,bo1bo3re
nesrin,bo1srybo1
nessac,bo1sexu1
nesteren,bo1sbo2rbo1
neşat,bo1so3et
neş'et,bo1so3bo5bo2
neşîde,bo1so3bu2dh
neşr,bo1so3r
neşriyat,bo1so3ryebo2
neşv ü nemâ,bo1so3w w bo1me
neşve,bo1so3wh
neşvedâr,bo1so3wh der
neşveyâb,bo1so3wh||yebu1
netâic,bo1bo2ebo5xu1
netîce,bo1bo2bu2xu1h
netîcepezîr,bo1bo2bu2xu1h||bu3do1yr
nev,bo1w
nev',bo1wa
nevâ,bo1we
nevâde,bo1wedh
nevâdir,bo1wedr
nevâle,bo1welh
nev'an mâ,bo1wae me
nevâz,bo1wero1
nevâziş,bo1wero1so3
nevbahar,bo1wbu1her
nevbet,bo1wbu1bo2
nevcivan,bo1wxu1webo1
nevdevlet,bo1wdwlbo2
neve,bo1wh
nevha,bo1wxh
nevi,bo1wa
nevid,bo1wyd
nevin,bo1wybo1
nevm,bo1wm
nevmîd,bo1wmbu2d
nevnihal,bo1wbo1hel
nevres,bo1wrs
nevruz,bo1wrwro1
nevruziye,bo1wrwro1yh
nevzad,bo1wro1ed
neyistan,bo1bu2sbo2ebo1
neyzâr,bo1bu2ro1er
neyzen,bo1bu2ro1bo1
nez',bo1ro1a
nezâfet,bo1to1efo1bo2
nezâket,bo1ro1ekbo2
nezâret,bo1to1erbo2
nezd,bo1ro1d
nezih,bo1ro1yh
nezr,bo1do1r
nısf,bo1zfo1
nısf-ı ahîr,bo1zfo1 exo1bu2r
nısfunnehâr,bo1zfo1 elbo1her
niam,bo1am
nida,bo1dec
nidâ',bo1dec
nifâk,bo1fo1efo2
nigâh,bo1ko7eh
nigâr,bo1ko7er
nigeh,bo1ko7h
nigîn,bo1ko7bu2bo1
nihâd,bo1hed
nihâl,bo1hel
nihân,bo1hebo1
nihayet,bo1heybo2
nijâd,bo1ro3ed
nîk,bo1bu2k
nikab,bo1fo2ebu1
nikbin,bo1bu2kbu1bu2bo1
nilgun,bo1bu2lko7wbo1
nîm,bo1bu2m
nîm cahilî,bo1bu2m xu1ehly
nîm muzlim,bo1bu2m mto1lm
nîm resmî,bo1bu2m rsmy
nimet,bo1ambo2
nîreng,bo1bu2rbo1ko7
nisâ,bo1se
nisâb,bo1zebu1
nisâr,bo1bo3er
nisbet,bo1sbu1bo2
nisbî,bo1sbu1y
nisvân,bo1swebo1
nisyân,bo1sbu2ebo1
nişan,bo1so3ebo1
nişâne,bo1so3ebo1h
nişangâh,bo1so3ebo1ko7eh
nişîn,bo1so3bu2bo1
niyâbet,bo1bu2ebu1bo2
niyâm,bo1bu2em
niyâz,bo1bu2ero1
niyâzmend,bo1bu2ero1mbo1d
niyyet,bo1bu2bo2
nizâ,bo1ro1ea
nizâm,bo1to1em
nizâmname,bo1to1em bo1emh
nîze,bo1bu2ro1h
nohudî,bo1xo1wdy
noksân,bo1fo2zebo1
nokta-i nazar,bo1fo2thc bo1to1r
nuhbe,bo1xo1bu1h
nukât,bo1fo2et
nukud,bo1fo2wd
nukûş,bo1fo2wso3
nur,bo1wr
nuranî,bo1wrebo1y
nush,bo1zx
nusrat,bo1zrbo2
nusret,bo1zrbo2
nûş,bo1wso3
nûşin,bo1wso3bu2bo1
nutfe,bo1tfo1h
nutk,bo1tfo2
nuzzâr,bo1to1er
nübüvvet,bo1bu1wbo2
nücum,bo1xu1wm
nüfus,bo1fo1ws
nüfuz,bo1fo1wdo1
nükhet,bo1khbo2
nükte,bo1kbo2h
nüktedan,bo1kbo2h debo1
nümayan,bo1meyebo1
nümayiş,bo1meyso3
nümune,bo1mwbo1h
nüsah,bo1sxo1
nüsha,bo1sxo1h
nüve,bo1wh
nüvid,bo1wyd
nüzhet,bo1ro1hbo2
nüzul,bo1ro1wl
ömr,amr
örf,arfo1
örfen,arfo1e
örfî,arfo1y
örfî idare,arfo1y ederh
örfiyyât,arfo1bu2ebo2
öşr,aso3r
özr,ado1r
özrhâh,ado1rxo1weh
pâ,bu3e
pâbend,bu3ebu1bo1d
pâbercâ,bu3ebu1rxu1e
pâberikâb,bu3ebu1rkebu1
pâbeste,bu3ebu1sbo2h
pâbirehne,bu3ebu1rhbo1h
pâbûsî,bu3ebu1wsy
pâcâme,bu3exu1emh
pâçe,bu3exu3h
pâdşâh,bu3edso3eh
pâdşâhî,bu3edso3ehy
pâdzehr,bu3edro1hr
paha,bu1he
pâk,bu3ek
pâkbâz,bu3ekbu1ero1
pâkdâmen,bu3ek dembo1
pâkîze,bu3ekbu2ro1h
pâlân,bu3elebo1
pâlânduz,bu3elebo1 dwro1
pâmâl,bu3emel
pâpûş,bu3ebu3wso3
pârçe,bu3erxu3h
pâre,bu3erh
pâre pâre,bu3erh bu3erh
pars,bu3ers
pars,bu3ers
pârsâ,bu3erse
pârsî,bu3ersy
pâsban,bu3esbu1ebo1
pâş,bu3eso3
pây,bu3ey
pâyân,bu3eyebo1
pâyânsız,bu3eyebo1sro1
pâybend,bu3eybu1bo1d
pâybûsî,bu3eybu1wsy
pâydâr,bu3eyder
pâye,bu3eyh
pâyende,bu3eybo1dh
pâyidar,bu3eyder
pâyin,bu3eybu2bo1
pâyitaht,bu3eybo2xo1bo2
pâyîz,bu3eybu2ro1
pâykûb,bu3eykwbu1
pazar,bu1ero1er
pâzâr,bu1ero1er
peder,bu3dr
pederâne,bu3drebo1h
pederî,bu3dry
pederşâhî,bu3drso3ehy
pehlevân,bu3hlwebo1
pehlû,bu3hlw
pehn,bu3hbo1
pehnâver,bu3hbo1ewr
pejmürde,bu3ro3mrdh
pelas,bu3les
peleng,bu3lbo1ko7
pelîd,bu3lbu2d
penah,bu3bo1eh
penahgâh,bu3bo1ehko7eh
penâhî,bu3bo1ehy
penc,bu3bo1xu1
pence,bu3bo1xu1h
pencidü,bu3bo1xu1 w dw
pencise,bu3bo1xu1 w sh
penciyek:,bu3bo1xu1 w yk
pencüdü,bu3bo1xu1 w dw
pencüse,bu3bo1xu1 w sh
pencüyek,bu3bo1xu1 w yk
pençe,bu3bo1xu1h
pend,bu3bo1d
pendname,bu3bo1dbo1emh
penîr,bu3bo1bu2r
per,bu3r
perakende,bu3rekbo1dh
perçem,bu3rxu3m
perdedar,bu3rdh der
perend,bu3rbo1d
perende,bu3rbo1dh
perest,bu3rsbo2
perestâr,bu3rsbo2er
perestîde,bu3rsbo2bu2dh
perestiş,bu3rsbo2so3
perestişgâh,bu3rsbo2so3ko7eh
perestişkâr,bu3rsbo2so3ker
perestişkârâne,bu3rsbo2so3kerebo1h
perestû,bu3rsbo2w
pergâl,bu3rko7el
pergâr,bu3rko7er
perhizkâr,bu3rhbu2ro1ker
perîçihre,bu3ry xu3hrh
perihan,bu3ry xo1ebo1
perîpeyker,bu3ry bu3bu2kr
perîşan,bu3ryso3ebo1
perîşanhal,bu3ryso3ebo1 xel
perîveş,bu3ry wso3
perniyân,bu3rbo1bu2ebo1
pertavsız,bu3rbo2wswro1
pertev,bu3rbo2w
pertevsuz,bu3rbo2wswro1
pervâ,bu3rwe
pervâne,bu3rwebo1h
pervâneveş,bu3rwebo1h wso3
pervâsız,bu3rwesro1
pervaz,bu3rwero1
perver,bu3rwr
perverde,bu3rwrdh
perverdigâr,bu3rwrdko7er
pervin,bu3rwybo1
pes,bu3s
pesend,bu3sbo1d
pesendîde,bu3sbo1dydh
pesmânde,bu3s mebo1dh
peszinde,bu3s ro1bo1dh
peşîman,bu3so3bu2mebo1
peşin,bu3bu2so3bu2bo1
peşm,bu3so3m
peşşe,bu3so3h
peşşebend,bu3so3h bu1bo1d
peştemal,bu3so3bo2mel
peyâm,bu3bu2em
peyamber,bu3bu2embu1r
peydâ,bu3bu2de
peyderpey,bu3y dr bu3y
peygam,bu3bu2ao1em
peygamber,bu3bu2ao1mbu1r
peyk,bu3bu2k
peykân,bu3bu2kebo1
peyke,bu3bu2kh
peyker,bu3bu2kr
peymâ,bu3bu2me
peymâne,bu3bu2mebo1h
pîl,bu3bu2l
pinhan,bu3bo1hebo1
pîr,bu3bu2r
pîrahen,bu3bu2rehbo1
pîrâye,bu3bu2reyh
pîrezen,bu3bu2rh ro1bo1
pistan,bu3sbo2ebo1
piste,bu3sbo2h
pîş,bu3bu2so3
pîşânî,bu3bu2so3ebo1y
pîşdar,bu3bu2so3der
pîşe,bu3bu2so3h
pîşekâr,bu3bu2so3h  ker
pîşgâh,bu3bu2so3ko7eh
pîşgîr,bu3bu2so3ko7bu2r
pîşîn,bu3bu2so3bu2bo1
pîşva,bu3bu2so3we
piyâde,bu3bu2edh
piyâle,bu3bu2elh
post,bu3sbo2
postîn,bu3sbo2bu2bo1
postnişin,bu3sbo2 bo1so3bu2 bo1
pûd,bu3wd
puhte,bu3xo1bo2h
pul,bu3wl
pûlâd,bu3wled
pulat,bu3wled
pur,bu3r
pûr,bu3wr
